"Lon" "Lat" "sand_fraction" "silt_fraction" "clay_fraction" "bulkdensity_soil" "ph_soil" "soilcarbon" "time_since_dist" "Scenario"
"1" -155.25 60.75 0.238333333333333 0.438333333333333 0.323333333333333 1.25166666666667 5.36037490329211 1.395498 68 "Control"
"2" -117.25 59.75 0.365 0.353333333333333 0.281666666666667 1.52833333333333 6.96920795900789 2.0151200488 8 "Control"
"3" -109.25 54.75 0.405 0.376666666666667 0.218333333333333 1.575 6.45683504508497 1.1422699728 216 "Control"
"4" -109.25 57.25 0.613333333333333 0.331666666666667 0.055 1.495 5.34929730693229 2.7891689704 1025 "Control"
"5" -92.75 57.75 0.41 0.455 0.135 0.266666666666667 5.17213302583092 15.547068 26 "Control"
"6" -90.25 53.25 0.613333333333333 0.331666666666667 0.055 1.495 5.34929730693229 2.7891689704 109 "Control"
"7" -85.25 53.75 0.41 0.455 0.135 0.266666666666667 5.17213302583092 15.547068 247 "Control"
"8" -70.25 50.25 0.613333333333333 0.331666666666667 0.055 1.495 5.34929730693229 2.7891689704 99 "Control"
"9" 33.25 64.25 0.731666666666667 0.211666666666667 0.0566666666666667 1.47166666666667 5.42931421613724 1.9315059364 14 "Control"
"10" 45.75 63.75 0.731666666666667 0.211666666666667 0.0566666666666667 1.47166666666667 5.42931421613724 1.9315059364 75 "Control"
"11" 49.25 63.75 0.731666666666667 0.211666666666667 0.0566666666666667 1.47166666666667 5.42931421613724 1.9315059364 17 "Control"
"12" 67.25 64.75 0.731666666666667 0.211666666666667 0.0566666666666667 1.47166666666667 5.42931421613724 1.9315059364 39 "Control"
"13" 79.25 63.25 0.341666666666667 0.346666666666667 0.311666666666667 0.17 4.56051352511204 12.877931664 41 "Control"
"14" 86.25 59.75 0.341666666666667 0.346666666666667 0.311666666666667 0.17 4.56051352511204 12.877931664 16 "Control"
"15" 137.75 47.25 0.523333333333333 0.38 0.0966666666666667 1.48333333333333 5.46515788064764 1.8258 152 "Control"
"16" 138.25 51.75 0.696666666666667 0.25 0.0533333333333333 1.53166666666667 5.20430827667251 2.801158 30 "Control"
"17" -158.75 63.25 0.238333333333333 0.438333333333333 0.323333333333333 1.25166666666667 5.36037490329211 1.395498 174 "Control"
"18" -156.25 61.75 0.238333333333333 0.438333333333333 0.323333333333333 1.25166666666667 5.36037490329211 1.395498 209 "Control"
"19" -144.25 63.75 0.238333333333333 0.438333333333333 0.323333333333333 1.25166666666667 5.36037490329211 1.395498 30 "Control"
"20" -126.25 59.25 0.46 0.395 0.145 1.495 6.65868823246909 1.3293959724 56 "Control"
"21" -120.75 62.75 0.41 0.455 0.135 0.266666666666667 5.17213302583092 15.547068 4 "Control"
"22" -80.25 49.75 0.405 0.376666666666667 0.218333333333333 1.575 6.45683504508497 1.1422699728 196 "Control"
"23" -74.75 54.75 0.591666666666667 0.336666666666667 0.0716666666666667 1.425 5.99671784314841 3.4209299704 30 "Control"
"24" -70.75 50.75 0.613333333333333 0.331666666666667 0.055 1.495 5.34929730693229 2.7891689704 39 "Control"
