"Lon" "Lat" "Scenario" "initial_recruitment_BNE" "initial_recruitment_IBS" "initial_recruitment_TeBS" "initial_recruitment_Tundra" "initial_recruitment_otherC" "recruitment_ten_years_BNE" "recruitment_ten_years_IBS" "recruitment_ten_years_TeBS" "recruitment_ten_years_Tundra" "recruitment_ten_years_otherC" "previous_state_BNE" "previous_state_IBS" "previous_state_TeBS" "previous_state_Tundra" "previous_state_otherC"
"184" -79.25 48.25 "Control" 48 0 0 30 1 339 0 0 198 3 0.26 0.03 0 0.49 0.14
"185" -72.25 51.75 "Control" 7 0 0 21 0 83 0 0 214 0 0.72 0 0 0.12 0.04
"186" 16.75 61.75 "Control" 37 0 0 21 0 343 0 0 159 4 4.3 0.16 1.99 0 4.59
"187" 77.75 61.25 "Control" 39 1 0 35 2 173 1 0 164 2 0.44 0.02 0 0.3 0.23
"188" 88.25 60.75 "Control" 49 0 0 36 2 248 0 0 190 2 2.91 0 0 0.07 0.3
"189" 109.25 49.75 "Control" 58 0 0 41 11 357 0 0 200 18 2.73 0.81 0 0 3.27
"190" 136.75 52.25 "Control" 9 0 0 20 0 48 0 0 145 0 3.76 0 0 0 0
"191" 162.75 56.75 "Control" 73 0 0 21 3 417 0 0 118 7 3.25 0 0 0 1.04
"192" -154.25 62.75 "Control" 60 0 0 26 2 412 0 0 180 10 4.55 0 0 0 1.3
"193" -113.75 57.75 "Control" 31 0 0 17 0 237 5 0 138 2 1.99 1.2 0 0 2.96
"194" -102.25 53.25 "Control" 15 1 0 20 0 151 3 0 165 0 0.22 1.27 0 0.73 0.94
"195" -87.25 50.75 "Control" 232 0 0 136 0 4896 16 0 2480 16 12.76 3.32 0 1.52 6.52
"196" -63.25 53.25 "Control" 4 0 0 31 1 18 0 0 201 1 0.09 0 0 0.15 0.07
"197" -60.75 50.25 "Control" 49 0 0 28 2 166 0 0 126 2 3.41 0 0 0.12 0.66
"198" 19.25 65.75 "Control" 38 0 0 27 0 367 0 0 254 9 2.88 0 0 0.01 0.21
"199" 25.25 61.25 "Control" 1 1 58 27 0 5 1 236 135 0 0 0.07 7.13 0 0.06
"200" 27.75 68.75 "Control" 25 0 0 19 0 366 0 0 237 17 1.11 0 0 0.02 0.2
"201" 54.75 59.25 "Control" 38 4 0 26 2 199 9 0 158 3 0.12 0.14 0 0.63 0.14
"202" 71.25 65.75 "Control" 6 0 0 14 0 59 0 0 122 1 0.05 0 0 0.39 0.03
"203" 72.75 60.25 "Control" 17 0 0 18 0 139 0 0 148 0 3.15 0 0 0.07 0.21
"204" 81.25 62.75 "Control" 80 0 0 96 0 2112 0 0 2416 0 2.08 0.52 0 0.92 1.28
"205" 135.75 52.25 "Control" 29 0 0 23 0 289 0 0 218 2 1.88 0 0 0.11 0.78
"206" 159.25 58.25 "Control" 47 0 0 24 0 359 0 0 201 3 3.62 0 0 0 0.26
"207" 161.75 54.75 "Control" 81 0 0 30 2 430 0 0 137 6 5.42 0 0 0 0.12
"208" -99.25 53.75 "Control" 22 0 0 33 0 163 0 0 164 0 0.35 6.95 0 0.05 0.91
"209" -79.25 51.25 "Control" 22 0 0 16 0 224 6 0 173 2 3.41 0 0 0.01 1.39
"210" -77.75 52.25 "Control" 46 0 0 26 3 301 0 0 175 6 0.04 0.04 0 0.5 0.05
"211" -70.75 48.25 "Control" 51 0 0 26 0 381 0 0 209 2 0.38 0.02 0 0.37 0.17
"212" 12.25 62.25 "Control" 18 0 0 28 75 191 0 0 194 75 0.13 0 0 0.27 0.07
"213" 29.75 65.75 "Control" 40 0 0 39 1 237 0 0 243 3 0.77 0 0 0.05 0.18
"214" 35.75 63.75 "Control" 34 0 0 30 1 210 0 0 206 1 0.48 0 0 0.38 0.21
"215" 37.25 57.75 "Control" 1 2 59 26 0 5 2 241 126 1 0 0.12 7.82 0 0
"216" 64.25 63.75 "Control" 29 0 0 36 1 164 1 0 165 1 1.02 0.32 0 0.16 0.6
"217" 66.25 61.75 "Control" 21 1 0 31 0 124 1 0 150 0 2.6 0 0 0.16 0.45
"218" 66.75 61.25 "Control" 15 1 0 25 0 79 2 0 135 0 0.08 5.25 0 0.21 0.2
"219" 77.75 61.75 "Control" 19 0 0 15 0 177 0 0 129 0 0.57 1.21 0 0.1 0.52
"220" 87.75 58.75 "Control" 26 0 0 25 0 223 0 0 202 0 2.04 0 0 0 1.18
"221" 98.25 55.25 "Control" 33 0 0 32 2 233 1 0 214 6 4.1 0 0 0.07 2.04
"222" 102.75 56.25 "Control" 14 0 0 27 3 102 1 0 207 12 0 3.97 0 0 6.74
"223" 155.75 54.75 "Control" 12 0 0 9 0 308 1 0 170 5 3.13 0 0 0 0.79
"224" -154.25 63.75 "Control" 46 0 0 27 0 363 0 0 236 3 2.38 0 0 0.01 0.23
"225" -113.75 58.75 "Control" 648 0 0 594 27 14013 891 0 13284 1296 36.09 0.45 0 9.72 0.63
"226" -111.75 61.25 "Control" 22 0 0 15 0 214 0 0 163 4 0.18 0.23 0 0.54 0.39
"227" -102.75 58.25 "Control" 28 0 0 27 0 278 0 0 318 6 0.81 0 0 0.09 0.22
"228" -100.75 54.75 "Control" 36 0 0 26 2 250 0 0 166 5 4.08 0 0 0 0.96
"229" -95.25 57.25 "Control" 14 0 0 30 0 142 0 0 322 0 0.2 0 0 0.27 0.13
"230" -69.75 51.75 "Control" 4 0 0 21 0 22 0 0 205 0 0.27 0 0 0.13 0.07
"231" -68.75 50.75 "Control" 27 0 0 24 1 156 0 0 205 1 0.22 0 0 0.16 0.06
"232" 12.75 62.25 "Control" 0 0 0 21 0 123 0 0 195 0 2.13 0 0 0.03 0
"233" 23.25 62.75 "Control" 2 1 59 32 1 8 1 235 128 2 0 0 9.85 0 0
"234" 55.25 63.25 "Control" 184 0 0 168 0 4560 0 0 3712 32 0.36 0.12 0 2.92 0.32
"235" 57.25 65.25 "Control" 7 0 0 10 0 79 0 0 139 0 0.16 0 0 0.17 0.07
"236" 59.25 58.75 "Control" 33 0 0 14 0 347 0 0 143 3 1.05 0.03 0 0.18 0.45
"237" 66.75 59.25 "Control" 18 0 0 16 0 158 0 0 147 0 0.3 1.94 0 0.65 0.59
"238" 80.75 64.75 "Control" 4 0 0 8 0 111 0 0 177 1 1.6 0 0 0.08 0.02
"239" 85.25 61.25 "Control" 3 0 0 14 0 41 1 0 156 5 0.05 0.48 0 0.61 0.68
"240" 88.25 58.25 "Control" 10 0 0 18 0 128 3 0 195 0 3.14 0 0 0 0
"241" 94.75 57.25 "Control" 12 0 0 17 0 101 4 0 136 0 3.03 0 0 0.04 0
"242" 139.25 48.25 "Control" 45 0 0 21 0 280 0 0 169 2 1.63 0 0 0.03 0.37
"243" 139.75 53.75 "Control" 39 0 0 31 1 311 0 0 188 4 0.15 0.07 0 0.44 0.17
"244" 140.75 53.25 "Control" 51 0 0 34 2 365 0 0 252 10 4.73 0 0 0 0.47
"245" -150.25 60.75 "Control" 107 0 0 45 19 557 0 0 196 42 6.93 0 0 0 1.81
"246" -109.25 58.25 "Control" 53 4 0 45 9 274 4 0 169 12 2.67 0.63 0 0 3.53
"247" -102.75 55.75 "Control" 48 1 0 38 4 327 1 0 207 9 3.29 0 0 0.2 0.57
"248" -74.75 51.25 "Control" 28 1 0 32 0 176 1 0 202 0 0.83 0 0 0.1 0.13
"249" -60.75 52.25 "Control" 4 0 0 30 0 20 0 0 164 0 0.1 0 0 0.15 0.06
"250" 22.25 66.75 "Control" 352 0 0 144 0 4448 0 0 2864 0 17.68 0.04 0 0.8 0.48
"251" 36.75 62.75 "Control" 459 0 0 567 0 12960 81 0 14499 81 44.55 0.18 0 5.94 11.43
"252" 48.25 62.75 "Control" 29 0 0 19 0 412 0 0 217 7 2.66 0 0 0.04 0
"253" 48.75 56.75 "Control" 16 0 0 18 0 157 6 0 153 1 0.94 9.8 0 0.07 0
"254" 55.25 58.25 "Control" 20 0 0 14 0 220 3 0 150 4 1.41 7.14 0 0.03 0.2
