"Lon" "Lat" "Scenario" "initial_recruitment_BNE" "initial_recruitment_IBS" "initial_recruitment_TeBS" "initial_recruitment_Tundra" "initial_recruitment_otherC" "recruitment_ten_years_BNE" "recruitment_ten_years_IBS" "recruitment_ten_years_TeBS" "recruitment_ten_years_Tundra" "recruitment_ten_years_otherC" "previous_state_BNE" "previous_state_IBS" "previous_state_TeBS" "previous_state_Tundra" "previous_state_otherC"
"1" -149.75 65.75 "Control" 32 0 0 22 1 240 2 0 170 4 1.03 0.41 0 0.42 1.15
"2" -90.75 52.25 "Control" 38 0 0 22 1 268 0 0 205 3 4.03 0 0 0 0.17
"3" -87.75 49.25 "Control" 33 1 0 31 3 179 1 0 185 8 6.08 0 0 0 3.02
"4" -78.75 54.25 "Control" 41 0 0 34 2 202 0 0 188 2 2.75 0 0 0.02 0.3
"5" -76.75 48.25 "Control" 71 0 0 38 2 319 0 0 212 2 0.4 0.01 0 0.24 0.15
"6" 8.25 59.25 "Control" 48 0 0 18 0 383 0 0 147 3 4.14 0 0 0 1.71
"7" 25.25 68.75 "Control" 8 0 0 8 0 249 0 0 203 2 0 0 0 0 0
"8" 32.25 68.25 "Control" 8 0 0 9 0 126 0 0 177 0 0.56 0 0 0.12 0.15
"9" 34.25 60.75 "Control" 16 0 0 20 0 165 0 0 179 2 0.38 6.94 0 0.08 1.07
"10" 36.75 57.25 "Control" 1 1 43 23 0 5 1 312 154 1 0 0 12.53 0.01 0
"11" 36.75 60.75 "Control" 15 0 0 19 0 180 0 0 167 1 0.66 3.85 0 0.2 0.86
"12" 49.25 63.25 "Control" 31 0 0 23 0 249 0 0 208 1 0.27 0 0 0.17 0.12
"13" 50.75 58.75 "Control" 30 2 0 27 1 210 8 0 204 3 0 0.01 0 0.25 0.02
"14" 52.25 58.75 "Control" 15 1 0 23 0 184 4 0 197 2 0.63 8.54 0 0.14 0.29
"15" 53.75 65.25 "Control" 21 0 0 20 0 199 0 0 178 7 2.12 0 0 0.08 0
"16" 55.75 62.75 "Control" 19 0 0 16 0 188 0 0 182 1 0.24 0.05 0 0.49 0.15
"17" 70.25 58.75 "Control" 13 0 0 20 0 160 11 0 187 3 0 6.6 0 0 0.13
"18" 88.25 59.75 "Control" 1 2 0 46 9 7 8 0 247 39 0.02 0.66 0 0.81 0.73
"19" 98.25 57.75 "Control" 8 9 0 47 25 54 17 0 242 46 0.18 0.59 0 0.31 1.79
"20" -155.75 62.75 "Control" 23 0 0 17 0 329 0 0 232 7 0.82 0 0 0.1 0.26
"21" -116.25 60.75 "Control" 25 0 0 28 1 163 0 0 182 2 0.44 1.39 0 0.62 0.89
"22" -111.75 57.25 "Control" 20 0 0 31 0 100 0 0 125 0 0.06 5.85 0 0.24 0.38
"23" -99.25 56.25 "Control" 47 1 0 27 1 221 1 0 154 1 0.26 0.19 0 0.62 0.21
"24" -95.25 55.75 "Control" 32 1 0 36 0 167 1 0 182 0 0.01 0.02 0 0.43 0.04
"25" -90.75 51.25 "Control" 56 1 0 43 5 283 1 0 191 6 0.22 0.03 0 0.44 0.16
"26" 13.75 62.75 "Control" 18 0 0 18 75 246 1 0 226 77 1 0 0 0.07 0.35
"27" 34.25 62.25 "Control" 40 0 0 23 1 265 0 0 197 4 0.99 0.3 0 0.71 0.72
"28" 41.75 60.25 "Control" 25 1 0 28 1 116 2 0 159 1 0.24 5.34 0 0.26 0.63
"29" 61.25 57.25 "Control" 45 10 0 39 3 223 18 0 172 6 0.01 0.05 0 0.54 0.06
"30" 140.25 50.75 "Control" 45 0 0 28 1 274 0 0 202 1 0.82 0 0 0.15 0.39
"31" -127.75 57.75 "Control" 0 0 0 33 0 0 0 0 452 0 1.02 0 0 0.18 1.28
"32" -123.25 59.75 "Control" 33 0 0 27 1 261 6 0 203 8 2.74 2.67 0 0 3.19
"33" -104.25 58.75 "Control" 36 0 0 27 0 258 0 0 246 1 1.5 0 0 0.06 0.36
"34" -90.25 52.75 "Control" 30 0 0 27 0 262 0 0 248 1 1.67 0.06 0 0.01 0.72
"35" -80.25 49.75 "Control" 15 0 0 20 0 130 0 0 168 0 3.52 0 0 0.15 0.64
"36" -69.25 50.25 "Control" 18 0 0 21 0 149 0 0 199 1 1.9 0 0 0.1 0
"37" -59.75 51.25 "Control" 15 0 0 17 0 102 0 0 146 0 1.37 0 0 0.09 0.12
"38" 53.75 65.75 "Control" 5 0 0 9 0 97 0 0 187 2 0.09 0.01 0 0.43 0.05
"39" 71.75 59.75 "Control" 29 1 0 18 0 179 1 0 128 0 0.04 3.75 0 0.41 0.09
"40" 80.25 62.25 "Control" 27 0 0 27 0 141 0 0 150 0 1.5 0 0 0.06 0.23
"41" 83.25 63.25 "Control" 13 0 0 15 0 58 0 0 99 0 0.03 0.15 0 0.5 0.16
"42" 87.25 60.75 "Control" 13 3 0 55 16 62 4 0 187 19 0.03 0.53 0 0.72 0.53
"43" 101.25 54.25 "Control" 21 11 0 40 2 100 14 0 150 2 4.44 0 0 0 0.35
"44" -158.25 62.75 "Control" 22 0 0 18 0 216 0 0 230 3 2.84 0 0 0.12 0.3
"45" -135.75 62.25 "Control" 60 0 0 37 20 405 1 0 211 49 1.44 0.06 0 0.08 3.35
"46" -120.75 61.75 "Control" 34 3 0 34 12 196 5 0 183 24 0.37 0 0 0 5.59
"47" -117.25 58.75 "Control" 43 11 0 32 3 205 12 0 126 4 0.4 4.47 0 0.23 1.31
"48" -112.75 61.25 "Control" 34 3 0 34 1 172 3 0 148 1 0.03 0.04 0 0.42 0.08
"49" -105.75 56.75 "Control" 37 0 0 28 0 300 0 0 214 2 4.12 0 0 0.02 0.85
"50" -100.75 57.25 "Control" 19 0 0 17 0 236 0 0 245 1 2.63 0 0 0.04 0.38
"51" -97.75 51.75 "Control" 15 5 0 24 0 80 5 0 139 0 7.06 0 0 0 0
"52" -91.25 49.25 "Control" 27 1 0 23 0 173 2 0 161 2 0.28 0.05 0 0.55 0.23
"53" -86.75 52.25 "Control" 18 0 0 20 0 142 0 0 174 0 0.15 0.16 0 0.55 0.15
"54" -65.75 51.75 "Control" 10 0 0 30 0 63 0 0 230 1 0.66 0 0 0.14 0.08
"55" 28.25 62.25 "Control" 12 0 2 16 0 123 2 13 142 8 1.02 4.27 0 0 1.83
"56" 40.25 64.25 "Control" 14 0 0 20 0 171 0 0 230 4 0.02 0.03 0 0.56 0.04
"57" 66.75 59.25 "Control" 24 0 0 24 0 174 0 0 173 0 2.03 2.04 0 0.07 0.67
"58" 98.75 56.25 "Control" 20 7 0 30 1 119 11 0 187 2 2.21 0 0 0.01 1.09
"59" 108.75 50.75 "Control" 39 9 0 40 6 233 9 0 195 12 4.54 0 0 0 0
"60" 139.75 53.25 "Control" 61 0 0 38 7 269 0 0 179 13 2.51 0.42 0 0 1.5
"61" -131.25 58.75 "Control" 0 0 0 34 0 0 0 0 372 0 3.49 0 0 0.03 0.1
"62" -112.25 56.75 "Control" 38 3 0 32 2 212 5 0 162 3 5.9 0 0 0 0
