"Lon" "Lat" "Scenario" "initial_recruitment_BNE" "initial_recruitment_IBS" "initial_recruitment_TeBS" "initial_recruitment_Tundra" "initial_recruitment_otherC" "recruitment_ten_years_BNE" "recruitment_ten_years_IBS" "recruitment_ten_years_TeBS" "recruitment_ten_years_Tundra" "recruitment_ten_years_otherC" "previous_state_BNE" "previous_state_IBS" "previous_state_TeBS" "previous_state_Tundra" "previous_state_otherC"
"1" -149.75 61.25 "Control" 40 0 0 20 1 380 1 0 185 12 2.62 0.01 0 0.01 1.68
"2" -125.25 63.25 "Control" 93 2 0 44 6 566 2 0 228 12 3.2 0 0 0 1.23
"3" -119.75 58.25 "Control" 44 2 0 35 7 221 2 0 168 10 0.47 1.79 0 0.48 1.97
"4" -109.75 59.75 "Control" 40 3 0 30 5 181 3 0 151 5 0.01 0.03 0 0.53 0.06
"5" -101.75 51.75 "Control" 24 4 0 31 2 102 6 0 135 2 0.33 0.43 0 0.8 0.65
"6" -89.75 50.75 "Control" 60 0 0 29 4 366 0 0 212 9 0.04 0.03 0 0.53 0.05
"7" -89.75 54.75 "Control" 16 0 0 31 0 92 0 0 200 0 0.05 0.14 0 0.57 0.11
"8" -87.75 55.75 "Control" 8 0 0 22 0 81 0 0 227 0 0.11 0.01 0 0.35 0.05
"9" -85.25 55.25 "Control" 10 0 0 19 0 123 0 0 225 1 0.01 0.01 0 0.41 0.02
"10" 24.25 67.25 "Control" 8 0 0 11 0 158 2 0 162 2 3.42 0 0 0.15 1.47
"11" 42.75 62.75 "Control" 23 0 0 30 1 167 0 0 288 12 0.03 0.03 0 0.58 0.07
"12" 43.75 59.75 "Control" 15 0 0 18 0 149 1 0 199 4 1.67 5.91 0 0.1 1.02
"13" 48.25 58.75 "Control" 13 1 0 25 0 106 3 0 192 0 0.2 8.93 0 0.09 0.54
"14" 48.25 61.25 "Control" 39 0 0 23 1 252 1 0 182 6 2.98 1.71 0 0.02 0.74
"15" 59.25 61.25 "Control" 15 0 0 17 0 139 0 0 181 0 1.48 0 0 0.05 0.15
"16" 66.25 58.75 "Control" 16 0 0 16 0 169 8 0 136 3 0.08 5.23 0 0.3 0.21
"17" 68.25 59.75 "Control" 10 0 0 13 0 108 5 0 139 1 0.01 0.01 0 0.29 0.02
"18" 69.25 57.25 "Control" 16 1 0 35 0 119 31 0 223 3 0.08 0.32 0 0.63 0.25
"19" 71.75 65.75 "Control" 13 0 0 24 0 73 0 0 137 2 0.22 0 0 0.08 0.1
"20" 84.25 61.75 "Control" 39 1 0 37 3 194 2 0 224 11 0.67 0.56 0 0.17 0.69
"21" 86.75 59.75 "Control" 16 1 0 38 0 118 9 0 216 2 0.01 4.52 0 0.08 0.08
"22" -151.75 61.25 "Control" 62 0 0 20 1 374 0 0 149 3 2.06 0 0 0.05 0.29
"23" -149.75 65.75 "Control" 32 0 0 23 0 254 5 0 190 8 0.68 0.77 0 0.41 1.61
"24" -103.75 54.75 "Control" 23 1 0 30 0 183 2 0 184 0 2.86 2.24 0 0 4.76
"25" -100.75 57.75 "Control" 49 0 0 40 4 229 0 0 236 4 0.89 0 0 0.12 0.35
"26" -96.75 56.75 "Control" 26 0 0 29 1 159 0 0 165 1 0.47 0.02 0 0.27 0.3
"27" 17.25 63.25 "Control" 57 0 0 18 3 381 0 0 164 11 0.58 0.02 0 0.52 0.27
"28" 45.75 66.25 "Control" 42 0 0 32 1 282 0 0 201 7 2.15 0 0 0.01 0.65
"29" 47.75 65.25 "Control" 48 0 0 35 2 267 0 0 233 6 2.16 0 0 0.04 0.02
"30" 51.75 64.75 "Control" 30 0 0 31 0 145 0 0 197 2 2.23 0 0 0.13 0
"31" 57.75 52.75 "Control" 34 5 0 38 1 125 12 0 107 3 5.11 0 0 0 0
"32" 83.25 57.75 "Control" 66 24 0 89 23 272 28 0 280 27 0.84 1.7 0 0.04 1.01
"33" 88.25 59.75 "Control" 2 10 0 81 34 8 12 0 264 51 0.05 0.4 0 0.75 0.49
"34" 95.75 55.25 "Control" 14 20 0 49 4 47 23 0 170 4 3.34 0 0 0 0.97
"35" 109.25 52.75 "Control" 61 0 0 27 1 372 0 0 188 2 0.46 0.02 0 0.35 0.28
"36" 137.25 47.25 "Control" 29 0 0 23 0 202 0 0 192 0 0.08 0.01 0 0.44 0.06
"37" 139.75 53.25 "Control" 30 0 0 22 0 283 3 0 182 15 1.14 1.28 0 0.03 1.34
"38" 153.75 59.75 "Control" 21 0 0 28 2 95 0 0 147 4 1.45 0 0 0.16 0.03
"39" -160.25 64.25 "Control" 0 0 0 19 0 0 0 0 134 0 0.69 0 0 0.12 0.03
"40" -107.25 59.75 "Control" 38 0 0 25 1 287 0 0 218 1 0.6 0 0 0.2 0.36
"41" -93.75 56.25 "Control" 35 0 0 27 1 213 0 0 185 1 2 0 0 0.21 0.07
"42" -82.75 51.25 "Control" 13 0 0 15 0 120 0 0 149 0 0.26 0.05 0 0.51 0.18
"43" -71.25 51.25 "Control" 7 0 0 18 0 90 0 0 210 0 0.07 0 0 0.23 0.03
"44" -62.25 52.25 "Control" 1 0 0 16 0 11 0 0 126 0 0.37 0 0 0.11 0.01
"45" 13.25 65.75 "Control" 34 0 0 21 0 198 0 0 110 0 2.96 0 0 0.01 0.24
"46" 18.25 66.75 "Control" 16 0 0 31 0 181 2 0 300 4 0 0 0 0.17 0.01
"47" 26.25 61.75 "Control" 2 0 44 26 2 12 0 292 147 4 0.01 0 6.41 0 0
"48" 31.75 66.75 "Control" 17 0 0 18 0 193 0 0 201 0 0.07 0 0 0.3 0.07
"49" 34.25 63.75 "Control" 25 0 0 21 0 219 0 0 197 1 0.02 0.01 0 0.45 0.02
"50" 37.25 61.75 "Control" 24 0 0 22 0 186 1 0 154 0 1.25 6.21 0 0 1.67
"51" 41.25 62.75 "Control" 38 0 0 30 1 295 0 0 241 3 0.35 0 0 0.2 0.32
"52" 44.25 61.75 "Control" 57 0 0 31 1 421 0 0 190 4 2.62 0.02 0 0.01 0.9
"53" 45.25 56.75 "Control" 20 5 0 29 0 132 16 0 185 1 6.37 0 0 0 0
"54" 50.25 66.75 "Control" 14 0 0 18 0 133 0 0 179 1 0.4 0 0 0.25 0.14
"55" 51.75 66.25 "Control" 8 0 0 10 0 122 0 0 177 1 0.24 0.02 0 0.35 0.14
"56" 59.75 63.25 "Control" 7 0 0 11 0 165 0 0 188 4 2.72 0 0 0.13 0.09
"57" 61.25 55.75 "Control" 40 27 0 39 1 183 29 0 159 2 4.5 0 0 0.07 0
"58" 62.25 63.25 "Control" 31 0 0 30 0 240 0 0 266 3 0.83 0 0 0.05 0.19
"59" 77.25 57.25 "Control" 34 5 0 39 0 179 6 0 196 0 0.02 4.95 0 0.4 0.13
"60" 82.75 57.75 "Control" 43 3 0 36 2 300 4 0 231 9 0.15 0.06 0 0.41 0.15
"61" 135.25 54.75 "Control" 18 10 0 99 48 73 10 0 237 49 0.01 0.02 0 0.39 0.04
"62" -152.75 63.25 "Control" 48 0 0 33 3 337 0 0 239 9 0 0 0 0.26 0.01
"63" -151.25 60.25 "Control" 41 0 0 13 0 351 0 0 127 0 6.36 0 0 0 0
"64" -108.75 58.75 "Control" 37 0 0 29 1 273 0 0 187 3 1.74 0.53 0 0.02 2.02
"65" -98.25 55.25 "Control" 27 0 0 22 0 195 1 0 199 2 1.01 0.17 0 0.1 0.6
"66" -83.75 55.25 "Control" 27 0 0 33 1 158 0 0 189 4 0.78 0.01 0 0.12 0.39
"67" -63.75 51.75 "Control" 1 0 0 12 0 8 0 0 157 0 0.01 0 0 0.16 0.02
"68" 20.25 67.25 "Control" 27 0 0 35 1 227 2 0 324 11 1.53 0 0 0.03 0.3
"69" 28.75 68.25 "Control" 29 0 0 28 0 228 0 0 257 3 0.68 0 0 0.04 0.14
"70" 48.75 60.25 "Control" 38 0 0 26 0 329 0 0 230 4 1.52 0.05 0 0.08 0.85
"71" 57.25 61.75 "Control" 30 0 0 20 0 320 0 0 250 5 0.57 0 0 0.12 0.18
"72" 59.75 57.75 "Control" 44 0 0 28 2 335 3 0 226 9 2.79 1.25 0 0.08 1.71
"73" 83.25 63.25 "Control" 3 0 0 8 0 60 0 0 115 0 0.16 0.23 0 0.37 0.21
"74" 88.25 57.25 "Control" 54 0 0 31 4 364 2 0 248 25 0.19 0.03 0 0.38 0.11
"75" 104.75 52.25 "Control" 45 10 0 35 6 276 13 0 198 10 3.75 0 0 0 0
"76" 161.75 57.75 "Control" 70 0 0 36 7 392 0 0 189 14 0.06 0 0 0.41 0.04
"77" -153.25 63.75 "Control" 38 0 0 17 0 374 0 0 224 4 3.27 0 0 0 0
"78" -131.25 58.75 "Control" 0 0 0 34 0 0 0 0 377 0 1.46 0 0 0.11 0.11
"79" -118.75 57.75 "Control" 37 1 0 24 11 209 5 0 161 27 8.03 0 0 0 0
"80" -117.75 59.75 "Control" 34 0 0 28 2 254 2 0 216 9 3.67 0 0 0 7.61
"81" -110.25 60.25 "Control" 56 0 0 24 2 341 0 0 159 4 1.2 0.04 0 0.15 0.78
"82" -95.75 51.25 "Control" 35 0 0 23 0 228 2 0 181 0 0.16 7.44 0 0 0.66
"83" -84.75 52.75 "Control" 96 0 0 128 0 1984 0 0 3088 0 10.44 0.04 0 1.4 1.12
"84" -71.75 50.25 "Control" 21 0 0 22 0 156 0 0 190 1 0.58 0 0 0.12 0.13
"85" -67.25 50.25 "Control" 4 0 0 8 0 135 0 0 168 1 0.01 0.01 0 0.33 0.02
"86" 27.25 68.25 "Control" 16 0 0 15 0 242 0 0 242 3 2.12 0 0 0.04 0
"87" 38.25 62.75 "Control" 28 0 0 17 0 329 0 0 188 2 0.47 0.01 0 0.27 0.41
"88" 44.25 62.75 "Control" 30 0 0 21 0 216 3 0 184 3 3.62 0 0 0.07 0.24
"89" 46.75 58.25 "Control" 17 4 0 28 0 124 12 0 175 0 0.22 10.43 0 0.11 0
"90" 61.75 63.75 "Control" 12 0 0 15 0 212 0 0 235 2 2.09 0 0 0.05 0.37
"91" 64.75 62.75 "Control" 19 0 0 17 0 208 0 0 201 0 1.34 0 0 0.07 0.3
"92" 93.75 54.25 "Control" 47 0 0 29 2 308 1 0 201 10 2.69 2.68 0 0 2.23
"93" 103.75 50.75 "Control" 45 1 0 46 16 206 1 0 200 18 0.48 0.41 0 0.69 0.92
"94" 139.75 50.25 "Control" 39 0 0 43 2 270 0 0 290 4 1.75 0 0 0.06 0.34
"95" -118.75 60.25 "Control" 31 2 0 31 1 258 3 0 223 11 0.93 0.45 0 0.52 0.93
"96" -116.75 61.75 "Control" 32 1 0 41 12 159 1 0 156 12 0.98 0.21 0 0.06 2.24
"97" -96.25 55.75 "Control" 22 0 0 25 0 174 1 0 192 0 1.17 1.16 0 0.01 1.63
"98" -91.25 56.25 "Control" 24 0 0 34 0 181 0 0 291 0 0.88 0.05 0 0.1 0.54
"99" -87.75 52.75 "Control" 30 0 0 23 0 225 0 0 193 0 2.8 0 0 0.02 0.41
"100" -72.75 49.75 "Control" 38 0 0 28 0 335 0 0 242 1 1.93 0 0 0.08 0.27
"101" -68.25 51.25 "Control" 6 0 0 17 0 62 0 0 189 0 0.24 0 0 0.14 0.07
"102" -61.25 53.25 "Control" 2 0 0 14 0 18 0 0 173 0 0.01 0 0 0.2 0.02
"103" -57.25 50.25 "Control" 41 0 0 31 0 243 0 0 200 4 0.22 0.01 0 0.38 0.09
"104" 26.25 62.75 "Control" 3 0 43 34 5 15 1 219 204 9 0.2 1.82 1.73 0.18 1.2
"105" 29.25 67.25 "Control" 29 0 0 99 0 283 0 0 906 3 1.86 0 0 0.03 0.17
"106" 71.25 57.25 "Control" 34 1 0 29 1 187 5 0 168 2 0.17 0.16 0 0.68 0.22
"107" 73.25 60.25 "Control" 25 0 0 23 0 156 1 0 130 1 0.1 0.55 0 0.82 0.25
"108" 99.25 57.25 "Control" 18 0 0 23 1 116 1 0 150 8 0.13 1.18 0 0.5 2.01
"109" 104.25 54.75 "Control" 22 0 0 22 1 122 0 0 144 2 0.09 1.2 0 0.54 1.69
"110" 110.25 49.25 "Control" 33 0 0 26 4 246 0 0 198 12 0.7 7.41 0 0 3.38
"111" -151.75 64.75 "Control" 21 0 0 17 0 314 0 0 214 13 2.81 0.85 0 0.01 3.55
"112" -142.75 66.25 "Control" 44 0 0 16 0 462 0 0 229 8 5.31 0 0 0 1.62
"113" -121.75 58.75 "Control" 35 2 0 24 2 266 5 0 175 5 5.79 0 0 0 1.81
"114" -99.25 55.75 "Control" 440 80 0 520 136 4336 160 0 3648 288 2.44 3.88 0 1.96 2.64
"115" -97.75 54.25 "Control" 17 21 0 51 2 86 21 0 213 2 0.38 1.57 0 0.52 0.83
"116" 18.25 66.25 "Control" 0 0 0 35 0 155 2 0 268 5 2.26 0 0 0.05 0.18
"117" 34.25 65.75 "Control" 35 0 0 26 0 328 0 0 202 0 1.04 0 0 0.08 0.32
"118" 45.25 59.75 "Control" 26 6 0 28 0 212 7 0 166 0 0.65 6.69 0 0.19 0.44
"119" 50.75 58.75 "Control" 36 15 0 41 2 183 16 0 170 2 0.2 3.18 0 0.5 0.58
"120" 60.75 56.25 "Control" 38 9 0 38 2 195 9 0 207 2 0.05 10.97 0 0 0
"121" 62.25 64.25 "Control" 11 0 0 17 0 153 0 0 193 1 0.46 0 0 0.21 0.12
"122" 68.75 59.25 "Control" 42 0 0 28 2 209 0 0 156 2 1.03 2.77 0 0 1.45
"123" 70.25 66.25 "Control" 32 0 0 88 0 752 0 0 1904 0 6.64 0 0 0.72 0.64
"124" 83.25 59.75 "Control" 16 2 0 41 0 95 5 0 195 0 0.79 2.32 0 0 0.81
"125" 102.25 56.25 "Control" 11 3 0 33 7 64 3 0 173 9 0 3.54 0 0.04 4.42
"126" 132.25 49.25 "Control" 37 0 0 29 1 292 0 0 249 7 0.02 0.01 0 0.41 0.07
"127" 137.25 51.75 "Control" 26 0 0 33 1 225 0 0 287 17 0.95 0.01 0 0.09 0.74
"128" 159.75 55.25 "Control" 16 0 0 24 0 200 0 0 167 2 3.43 0 0 0 0.17
"129" -77.75 48.25 "Control" 45 0 0 22 0 350 0 0 231 0 2.72 0 0 0.08 0.17
"130" 13.75 64.25 "Control" 8 0 0 13 0 167 1 0 194 9 0.47 0 0 0.16 0.01
"131" 15.75 61.75 "Control" 43 0 0 20 1 318 0 0 176 6 3.71 0.03 0.01 0 2.53
"132" 18.25 63.25 "Control" 64 0 0 19 2 382 0 0 153 5 1.1 0.03 0 0.41 0.68
"133" 39.75 59.25 "Control" 27 3 0 33 1 162 11 0 159 2 5.19 0 0 0 0
"134" 42.75 59.75 "Control" 35 2 0 25 0 273 8 0 161 0 3.26 4.91 0 0.02 1.02
"135" 42.75 65.25 "Control" 38 0 0 19 1 308 0 0 188 2 4.43 0 0 0.02 0.76
"136" 48.75 62.75 "Control" 20 0 0 17 0 311 0 0 181 0 0.03 0.01 0 0.31 0.02
"137" 53.75 65.75 "Control" 14 0 0 23 0 104 0 0 206 2 1.65 0 0 0.12 0
"138" 55.75 64.75 "Control" 17 0 0 20 0 121 0 0 166 0 0.01 0.01 0 0.35 0.01
"139" 60.25 62.75 "Control" 18 0 0 19 0 196 1 0 206 2 0.58 0.19 0 0.37 0.52
"140" 67.75 61.25 "Control" 50 0 0 23 1 248 0 0 160 1 1.92 0.56 0 0 1.09
"141" 72.25 62.75 "Control" 14 0 0 15 0 89 0 0 117 0 0.42 0.03 0 0.26 0.23
"142" 78.25 59.75 "Control" 25 0 0 31 0 127 10 0 184 1 0.05 0.03 0 0.48 0.09
"143" 79.75 63.25 "Control" 9 0 0 15 0 103 1 0 141 0 0.11 0.28 0 0.73 0.12
"144" 95.25 54.75 "Control" 57 0 0 27 3 363 0 0 203 9 0.64 0.02 0 0.32 0.29
"145" 136.25 52.25 "Control" 9 1 0 38 4 42 2 0 218 9 0 1.52 0 0 4.17
"146" 155.75 55.75 "Control" 49 0 0 19 0 337 0 0 159 0 1.97 0 0 0.03 0.44
"147" -150.25 65.25 "Control" 49 0 0 21 2 367 1 0 203 11 0.15 0.02 0 0.43 0.13
"148" -74.25 51.25 "Control" 11 0 0 17 0 132 0 0 203 2 0.12 0 0 0.21 0.06
"149" -63.75 49.75 "Control" 35 0 0 21 1 291 0 3 157 27 4.54 0 0 0.02 0
"150" 31.25 68.75 "Control" 18 0 0 19 75 201 0 0 232 85 0.02 0 0 0.23 0.03
"151" 47.25 56.75 "Control" 26 12 0 33 2 105 13 0 125 2 0.15 3.6 0 0.42 0.39
"152" 47.25 57.25 "Control" 28 15 0 33 1 130 19 0 152 1 0.07 10.04 0 0.15 0
"153" 53.25 63.25 "Control" 18 0 0 21 0 231 0 0 257 2 0.01 0.01 0 0.34 0.02
"154" 66.75 60.25 "Control" 21 0 0 21 0 129 3 0 159 0 1.03 5.33 0 0 0.96
"155" 78.75 65.25 "Control" 4 0 0 10 0 44 0 0 121 0 0.04 0.01 0 0.42 0.03
"156" 110.75 49.25 "Control" 27 0 0 24 2 214 0 0 191 7 3.49 0 0 0.1 0.3
"157" 112.25 51.25 "Control" 15 1 0 25 0 98 1 0 189 0 0.16 3.41 0 0.31 0
"158" 145.25 60.25 "Control" 0 0 0 8 0 0 0 0 227 1 0 0 0 0.23 0
"159" -160.75 64.25 "Control" 0 0 0 20 0 56 0 0 183 0 1.72 0 0 0.07 0
