"Lon" "Lat" "Scenario" "initial_recruitment_BNE" "initial_recruitment_IBS" "initial_recruitment_TeBS" "initial_recruitment_Tundra" "initial_recruitment_otherC" "recruitment_ten_years_BNE" "recruitment_ten_years_IBS" "recruitment_ten_years_TeBS" "recruitment_ten_years_Tundra" "recruitment_ten_years_otherC" "previous_state_BNE" "previous_state_IBS" "previous_state_TeBS" "previous_state_Tundra" "previous_state_otherC"
"63" 55.25 64.25 "Control" 11 0 0 11 0 114 0 0 197 0 1.65 0 0 0.12 0.32
"64" 56.25 63.25 "Control" 20 0 0 15 0 273 0 0 225 3 0.84 0 0 0.06 0.19
"65" 61.25 56.25 "Control" 29 1 0 39 2 182 2 0 203 2 0.53 3.85 0 0.18 1.16
"66" 66.75 59.75 "Control" 20 0 0 26 0 145 0 0 180 0 0.1 7.04 0 0.16 0
"67" 68.75 59.25 "Control" 33 0 0 23 1 268 0 0 179 5 2.93 2.99 0 0 0.69
"68" 84.25 58.25 "Control" 23 0 0 23 0 204 13 0 248 4 0.01 5.34 0 0.29 0.08
"69" 99.75 55.75 "Control" 33 2 0 39 4 188 2 0 233 7 0.5 5.78 0 0 1.13
"70" 111.75 50.25 "Control" 77 1 0 35 8 417 1 0 180 12 0.17 0.03 0 0.41 0.13
"71" -159.25 61.75 "Control" 30 0 0 24 0 218 1 0 227 1 0.02 0 0 0.31 0.01
"72" -147.25 64.25 "Control" 40 0 0 19 1 309 1 0 203 16 5.36 0 0 0 4.52
"73" -113.25 59.25 "Control" 30 1 0 25 1 179 3 0 147 1 5.58 0 0 0 1.28
"74" -106.25 57.25 "Control" 32 0 0 26 0 264 0 0 192 1 3.9 0 0 0 1.63
"75" -95.25 55.25 "Control" 17 0 0 18 0 189 0 0 197 0 0.22 0.73 0 0.86 0.3
"76" -91.25 51.75 "Control" 36 0 0 26 0 281 0 0 266 5 3.33 0.56 0 0 2.14
"77" -73.25 53.25 "Control" 4 0 0 18 0 40 0 0 250 0 0.36 0 0 0.13 0.04
"78" -64.75 54.25 "Control" 2 0 0 27 0 12 0 0 219 4 0 0 0 0.1 0.01
"79" 19.75 63.75 "Control" 34 0 0 16 0 361 0 0 163 11 4.62 0 0.02 0 2.58
"80" 25.25 64.75 "Control" 42 0 0 23 1 401 0 0 182 16 1.51 0.16 0 0.16 1.66
"81" 40.25 62.25 "Control" 18 0 0 93 0 321 0 0 913 3 0.02 0.01 0 0.43 0.05
"82" 63.75 57.75 "Control" 29 1 0 30 0 180 3 0 186 0 0.01 8.21 0 0 0
"83" 67.75 65.25 "Control" 5 0 0 10 0 55 0 0 124 0 0.01 0.01 0 0.41 0.01
"84" 71.75 62.75 "Control" 14 0 0 13 0 134 0 0 148 0 0.28 0.01 0 0.45 0.17
"85" 82.25 64.25 "Control" 31 0 0 27 1 106 0 0 120 1 1.4 0 0 0.11 0.28
"86" 85.75 62.25 "Control" 35 1 0 41 16 92 1 0 131 16 0.03 0.07 0 0.59 0.13
"87" 87.75 57.25 "Control" 46 11 0 62 8 210 16 0 223 10 1.32 6.38 0 0.01 0.3
"88" 103.75 54.25 "Control" 19 1 0 49 1 96 1 0 188 1 0.01 5.88 0 0.01 0
"89" 103.75 55.25 "Control" 41 3 0 34 21 211 3 0 167 24 0.04 2.45 0 0.01 5.17
"90" -154.75 62.25 "Control" 36 0 0 27 0 305 1 0 256 3 1.11 0 0 0.05 0.02
"91" -126.25 59.75 "Control" 66 1 0 32 13 344 1 0 163 25 0.76 0.07 0 0.43 0.5
"92" -94.75 51.75 "Control" 18 4 0 28 1 98 7 0 166 1 6.08 0 0 0 0
"93" -80.25 50.25 "Control" 23 0 0 24 0 174 0 0 174 0 0.64 0.83 0 0.27 0.83
"94" -71.25 50.75 "Control" 13 0 0 21 0 136 0 0 220 1 0.19 0 0 0.17 0.09
"95" -66.75 51.25 "Control" 6 0 0 19 0 48 0 0 190 0 0.52 0 0 0.12 0.02
"96" 11.75 64.75 "Control" 69 0 0 23 2 497 0 0 231 16 5.36 0 0 0 0.04
"97" 16.75 61.75 "Control" 54 0 0 24 2 360 1 0 154 20 3.64 0.11 0 0 5.61
"98" 20.75 65.25 "Control" 63 0 0 26 1 451 0 0 178 4 5.7 0 0 0 0.83
"99" 25.25 61.25 "Control" 2 0 51 29 2 6 0 228 119 3 0 0.09 9.61 0 0
"100" 31.75 68.75 "Control" 0 0 0 25 0 128 0 0 252 18 1.91 0 0 0.04 0
"101" 46.25 62.75 "Control" 39 1 0 39 1 174 1 0 186 1 2.78 0 0 0.08 0
"102" 54.75 62.25 "Control" 59 0 0 39 2 327 0 0 239 6 0.3 0.01 0 0.27 0.17
"103" 63.75 65.25 "Control" 14 0 0 19 0 66 0 0 116 0 0.1 0 0 0.36 0.04
"104" 68.25 63.25 "Control" 256 0 0 264 8 2400 0 0 2944 32 1.16 0.04 0 1.44 0.64
"105" 77.25 61.25 "Control" 30 0 0 24 0 166 0 0 154 0 0.69 0.01 0 0.23 0.29
"106" 77.75 57.25 "Control" 16 2 0 36 0 90 5 0 156 0 0.05 2.9 0 0.91 0.15
"107" 109.75 49.25 "Control" 34 0 0 29 8 249 0 0 219 26 0.61 0.34 0 0.64 0.96
"108" 113.25 53.25 "Control" 55 0 0 28 2 336 0 0 207 5 3.25 0 0 0.01 1.17
"109" 114.75 52.25 "Control" 15 0 0 34 9 83 0 0 225 16 0.36 0.51 0 0.23 1.96
"110" 139.75 52.75 "Control" 50 2 0 38 6 247 2 0 190 16 3.36 0 0 0.03 0.82
"111" 142.25 52.25 "Control" 57 0 0 40 10 330 0 0 229 38 0.31 0.03 0 0.44 0.28
"112" -126.75 59.75 "Control" 39 1 0 19 1 306 1 0 161 18 0.17 0.08 0 0.61 0.23
"113" -113.75 55.75 "Control" 33 2 0 40 10 200 3 0 195 17 1.1 10.55 0 0.02 1.73
"114" -111.25 55.75 "Control" 38 5 0 37 5 224 6 0 184 8 1.87 6.17 0 0.01 2.01
"115" -94.75 55.25 "Control" 33 3 0 52 3 184 3 0 236 3 2.35 0 0 0.24 0.4
"116" -89.75 54.75 "Control" 18 0 0 41 0 118 0 0 238 0 0.36 0.73 0 0.33 0.51
"117" -81.25 48.75 "Control" 18 3 0 22 0 127 4 0 152 0 0.7 2.1 0 0.06 1.06
"118" -76.25 51.25 "Control" 35 0 0 36 1 244 0 0 239 3 2.08 0 0 0.11 0.05
"119" 13.25 63.75 "Control" 0 0 0 24 0 135 4 0 230 8 2.75 0 0 0.05 0
"120" 28.25 65.75 "Control" 28 0 0 23 0 302 0 0 201 2 0.13 0 0 0.3 0.08
"121" 35.25 59.25 "Control" 37 13 0 32 2 175 15 0 160 3 6.18 0 0 0 0.51
"122" 39.75 60.25 "Control" 25 3 0 22 0 197 6 0 158 1 7.86 0 0 0.02 0
"123" 40.25 65.25 "Control" 26 0 0 32 0 185 0 0 186 2 5.94 0.66 0 0 1.71
"124" 45.75 65.25 "Control" 26 0 0 32 0 205 0 0 261 0 0.22 0.07 0 0.53 0.13
"125" 56.25 61.25 "Control" 37 1 0 31 2 185 2 0 174 7 1.51 4.48 0 0.1 0.65
"126" 60.75 64.25 "Control" 9 0 0 14 0 110 0 0 173 0 0.8 0 0 0.05 0.18
"127" 73.75 65.25 "Control" 10 0 0 15 0 84 0 0 149 1 1.39 0 0 0.09 0
"128" 76.75 57.75 "Control" 20 18 0 48 1 102 28 0 220 1 0.01 8.67 0 0.07 0
"129" 81.25 59.25 "Control" 39 0 0 25 0 315 0 0 182 5 2.81 0.18 0 0 1.8
"130" 94.25 54.25 "Control" 61 1 0 35 6 258 2 0 179 9 4.37 0 0 0.08 1.84
"131" 110.75 50.75 "Control" 58 0 0 27 2 419 0 0 210 12 5.57 0 0 0 0
"132" 139.75 53.25 "Control" 25 0 0 25 0 206 0 0 186 6 4.25 0 0 0 1.11
"133" -105.25 54.75 "Control" 30 0 0 25 2 220 2 0 171 5 4.89 0 0 0 3.36
"134" -99.75 55.25 "Control" 47 0 0 30 2 287 0 0 202 2 3.65 0 0 0 0.55
"135" -92.75 52.25 "Control" 45 0 0 33 3 302 2 0 245 5 0.07 0.02 0 0.4 0.07
"136" -62.75 50.75 "Control" 25 0 0 15 0 211 0 0 184 1 0.76 0 0 0.11 0.21
"137" 20.75 64.25 "Control" 70 0 16 24 6 370 0 144 147 11 5.85 0 0 0 0.26
"138" 22.25 66.25 "Control" 41 0 0 19 0 383 0 0 190 4 4.34 0 0 0 0.76
"139" 26.25 67.75 "Control" 29 0 0 15 0 432 0 0 229 8 3.13 0 0 0.02 0.17
"140" 26.75 64.75 "Control" 41 0 0 18 1 219 1 0 134 1 3.98 0 0 0.05 0
"141" 27.75 63.25 "Control" 48 0 0 24 5 285 0 0 167 9 4.69 0 0.01 0 2.82
"142" 30.75 64.75 "Control" 20 0 0 14 0 314 0 0 197 3 0.03 0.01 0 0.3 0.04
"143" 37.75 57.75 "Control" 1 1 49 22 0 2 1 226 100 0 0 0.05 6.67 0 0
"144" 38.25 58.75 "Control" 29 2 0 29 1 147 6 0 137 2 0.29 9.27 0 0.13 0.26
"145" 46.75 62.25 "Control" 10 0 0 18 0 122 4 0 159 2 0.03 0.04 0 0.53 0.05
"146" 53.75 60.25 "Control" 21 1 0 27 0 178 5 0 189 2 0.66 8.42 0 0.2 0.37
"147" 54.25 67.25 "Control" 5 0 0 15 0 40 0 0 133 0 0.74 0 0 0.11 0
"148" 70.75 66.25 "Control" 4 0 0 8 0 100 0 0 146 1 1.53 0 0 0.06 0.08
"149" 77.25 57.75 "Control" 23 2 0 39 2 135 8 0 233 3 0.43 3.26 0 0.34 0.28
"150" 83.75 60.25 "Control" 31 7 0 46 0 126 11 0 161 0 0.04 1.22 0 0.92 0.18
"151" 85.25 62.25 "Control" 28 0 0 35 2 133 0 0 193 3 0.07 0.01 0 0.29 0.08
"152" 155.75 50.25 "Control" 53 0 0 22 1 651 1 0 255 54 4.28 0 0 0 0.14
"153" -158.75 63.25 "Control" 19 0 0 15 0 322 0 0 268 10 0.23 0.01 0 0.3 0.08
"154" -155.75 63.25 "Control" 31 0 0 21 0 298 0 0 273 5 2.54 0 0 0.02 0.14
"155" -145.75 66.25 "Control" 48 0 0 24 5 296 4 0 199 21 2.27 0.57 0 0 2.77
"156" -125.25 58.75 "Control" 0 0 0 25 0 0 0 0 257 0 6.26 0 0 0 0.91
"157" -124.75 56.75 "Control" 75 0 0 35 25 424 0 0 191 59 2.04 0.01 0 0.04 3.09
"158" -120.75 59.75 "Control" 42 2 0 35 4 242 2 0 168 8 1.37 1.53 0 0.05 3.08
"159" -118.25 60.75 "Control" 28 0 0 32 3 137 0 0 132 3 0.37 4.83 0 0.01 1.07
"160" -114.75 54.75 "Control" 33 6 0 23 3 193 6 0 123 9 0.9 6.21 0 0 5.02
"161" -113.75 60.75 "Control" 50 0 0 34 6 215 0 0 138 6 1.08 1.79 0 0 2.3
"162" -100.25 57.25 "Control" 33 0 0 37 1 242 0 0 282 1 2.02 0 0 0.1 0.09
"163" -86.75 52.25 "Control" 26 0 0 30 0 182 0 0 187 0 2.59 0 0 0.19 0.77
"164" -76.75 55.25 "Control" 21 0 0 18 85 37 0 0 191 85 0.2 0 0 0.16 0
"165" -75.25 53.75 "Control" 8 0 0 15 0 100 0 0 236 1 1.35 0 0 0.08 0.08
"166" -67.25 49.75 "Control" 32 0 0 96 0 275 0 0 237 5 0.3 0.01 0 0.29 0.15
"167" 40.25 64.75 "Control" 35 0 0 25 0 320 0 0 225 1 0.07 0.03 0 0.5 0.08
"168" 41.75 63.25 "Control" 29 0 0 28 0 230 4 0 178 1 0.48 6.85 0 0.04 0.38
"169" 49.25 61.25 "Control" 31 0 0 27 0 248 6 0 221 5 0.36 6.66 0 0.02 0.37
"170" 60.25 66.75 "Control" 21 0 0 9 85 53 0 0 152 85 0.01 0 0 0.15 0.02
"171" 78.25 57.25 "Control" 21 0 0 28 0 119 8 0 171 0 4.85 0 0 0 0
"172" 98.25 55.25 "Control" 25 0 0 18 0 240 2 0 211 6 4.18 0 0 0.12 0.53
"173" 137.75 49.25 "Control" 51 0 0 20 0 332 0 0 185 0 1.84 0 0 0.07 0.44
"174" -117.75 58.75 "Control" 50 1 0 34 6 342 4 0 193 16 3.09 0 0 0 2.49
"175" -105.75 58.25 "Control" 50 0 0 30 1 378 0 0 224 5 0.38 0.02 0 0.34 0.23
"176" -103.75 57.75 "Control" 46 0 0 38 2 326 0 0 267 6 0.53 0 0 0.2 0.22
"177" -92.75 55.25 "Control" 31 0 0 33 0 202 0 0 240 0 2.09 0.14 0 0.07 0.59
"178" -85.75 48.75 "Control" 27 0 0 23 0 303 1 0 175 3 3.97 0 0 0 3.31
"179" -82.25 51.25 "Control" 25 0 0 24 0 158 1 0 145 0 3.25 0 0 0.07 0.92
"180" -61.75 50.75 "Control" 14 0 0 23 0 170 0 0 181 3 1.17 0 0 0.17 0.28
"181" -60.25 51.75 "Control" 11 0 0 33 2 48 1 0 184 2 0.1 0 0 0.16 0.05
"182" 17.25 62.75 "Control" 26 0 0 20 0 292 0 0 177 5 1.29 0.03 0 0.33 0.87
"183" 30.25 68.25 "Control" 19 0 0 25 0 194 0 0 232 4 0.3 0 0 0.21 0.1
"184" 53.25 61.75 "Control" 20 5 0 32 0 142 12 0 215 2 2.55 3.05 0 0 1.39
"185" 70.25 62.75 "Control" 37 2 0 39 1 167 2 0 203 1 1.37 0 0 0.09 0.3
"186" 71.25 60.25 "Control" 42 17 0 37 2 152 17 0 134 2 3.45 0 0 0.03 0.34
"187" 72.75 58.75 "Control" 19 15 0 48 1 85 15 0 136 1 5.26 0 0 0 0
"188" 74.75 63.25 "Control" 28 0 0 29 0 136 0 0 164 0 0.11 0 0 0.23 0.06
"189" 101.25 56.75 "Control" 17 6 0 51 30 76 6 0 196 34 2.72 0.26 0 0 0.41
"190" 138.25 52.25 "Control" 35 0 0 22 0 287 0 0 237 1 0.84 0.1 0 0.13 0.46
"191" -114.75 60.25 "Control" 25 0 0 18 0 196 0 0 144 1 1.75 3.58 0 0 2.48
"192" -107.75 54.75 "Control" 19 0 0 21 0 190 1 0 162 0 0.18 0.12 0 0.51 0.16
"193" -94.25 55.75 "Control" 23 0 0 28 1 139 0 0 189 1 1.5 0 0 0.11 0.5
"194" -87.75 49.25 "Control" 160 8 0 184 0 3584 48 0 2608 112 29.2 0.08 0 2.08 1.52
"195" -63.75 49.75 "Control" 74 0 0 29 13 224 0 0 133 13 5.37 0.67 0 0 5.65
"196" 30.75 68.75 "Control" 20 0 0 19 0 245 0 0 208 12 0.31 0 0 0.17 0.11
"197" 42.25 64.25 "Control" 32 0 0 29 0 297 5 0 204 6 3.82 0 0 0.04 0
"198" 46.75 65.25 "Control" 40 0 0 30 1 320 0 0 269 8 1.26 0.01 0 0.04 0.46
"199" 47.75 64.25 "Control" 30 0 0 26 0 237 0 0 214 2 1.25 0.21 0 0.03 0.71
"200" 50.75 66.25 "Control" 18 0 0 20 0 146 0 0 201 3 1.01 0 0 0.11 0.38
"201" 60.25 56.75 "Control" 45 1 0 26 1 360 2 0 171 6 5.09 0 0 0.01 0.3
"202" 73.75 58.25 "Control" 16 0 0 25 1 123 0 0 144 1 6.04 0 0 0.04 0.07
"203" 78.25 63.75 "Control" 11 0 0 14 0 112 0 0 161 0 0.5 0 0 0.11 0.14
"204" 113.25 51.75 "Control" 12 0 0 28 3 56 0 0 119 3 0.03 2.3 0 0.18 3.33
"205" 142.25 49.25 "Control" 70 0 0 27 4 559 0 0 207 31 7.58 0 0 0 1.08
"206" -134.25 61.75 "Control" 45 0 0 21 1 500 0 0 186 40 5.81 0 0 0 4.97
"207" -127.25 58.25 "Control" 0 0 0 17 0 112 0 0 303 2 0.01 0 0 0.32 0
"208" -120.75 59.25 "Control" 26 1 0 21 1 237 1 0 149 15 0.41 0.4 0 0.64 0.48
"209" -110.25 58.75 "Control" 28 0 0 22 1 216 0 0 113 4 1.06 1.26 0 0.18 1.51
"210" -104.25 54.75 "Control" 26 3 0 33 1 144 3 0 160 1 0.43 0.89 0 0.79 0.67
"211" -98.75 56.25 "Control" 28 0 0 27 0 211 1 0 165 0 3.36 0 0 0.13 0.91
"212" -97.75 51.75 "Control" 14 6 0 31 0 86 17 0 164 0 0.22 0.79 0 0.95 0.36
"213" -85.25 52.75 "Control" 18 0 0 23 0 206 3 0 229 2 0.59 0.23 0 0.25 0.39
"214" -78.25 50.75 "Control" 19 0 0 17 0 162 5 0 182 1 0.16 0.13 0 0.55 0.2
"215" -73.75 49.25 "Control" 47 0 0 24 0 375 0 0 220 4 4.56 0 0 0.01 0.5
"216" -58.75 48.25 "Control" 40 0 23 23 8 202 0 88 102 18 1.72 0 8.41 0 2.72
"217" 17.25 63.25 "Control" 59 0 0 24 3 402 0 0 197 15 1.34 0.04 0 0.4 0.63
"218" 31.25 67.25 "Control" 52 0 0 31 2 209 0 0 174 2 0.06 0 0 0.21 0.05
"219" 33.75 61.75 "Control" 43 0 0 30 1 298 0 0 258 5 2.41 0.01 0 0.01 0.75
"220" 37.25 57.75 "Control" 1 1 57 25 0 5 1 210 111 0 0.07 1.03 1.85 0 0.3
"221" 67.25 59.25 "Control" 7 2 0 32 1 40 2 0 121 1 1.02 2.84 0 0.16 0
"222" 102.75 56.25 "Control" 14 0 0 26 3 88 1 0 181 7 0.44 0.37 0 0.26 1.72
"223" 111.25 52.25 "Control" 24 0 0 37 9 124 0 0 200 13 0.11 0.14 0 0.54 0.42
"224" 132.25 49.75 "Control" 25 1 0 33 2 201 1 0 269 8 0.73 0 0 0.04 4.99
"225" -162.25 61.75 "Control" 10 0 0 19 0 61 0 0 134 1 0.28 0 0 0.17 0.18
"226" -122.25 58.25 "Control" 26 2 0 23 1 186 5 0 144 12 0.48 1.74 0 0.72 1.33
"227" -93.25 58.25 "Control" 2 0 0 22 0 38 1 0 310 0 0.01 0 0 0.27 0.02
"228" -87.75 51.75 "Control" 28 0 0 25 0 332 0 0 254 3 3.55 0 0 0 0
"229" 25.75 64.25 "Control" 70 0 0 34 6 374 0 0 189 15 7.4 0 0 0 0.98
"230" 28.75 66.75 "Control" 26 0 0 25 0 221 0 0 197 1 0.45 0 0 0.14 0.15
"231" 33.25 60.25 "Control" 1 2 0 32 0 4 2 99 159 1 0 0 7.98 0 0
"232" 39.75 63.25 "Control" 42 0 0 27 0 322 0 0 225 2 4.08 0 0 0.02 0.34
"233" 44.75 66.25 "Control" 48 0 0 23 1 293 0 0 195 4 0.53 0.01 0 0.32 0.16
"234" 58.25 63.25 "Control" 10 0 0 9 0 173 0 0 134 2 1.58 0 0 0.12 0
"235" 66.75 65.25 "Control" 9 0 0 11 0 113 0 0 133 0 0.27 0 0 0.21 0.08
"236" 100.25 57.25 "Control" 8 0 0 20 0 87 1 0 171 8 0 2.64 0 0 6.36
"237" 137.25 52.25 "Control" 35 0 0 31 5 173 0 0 208 6 2.41 0 0 0 1.09
"238" -114.25 54.75 "Control" 44 2 0 29 3 244 4 0 164 11 5.33 0 0 0 0.89
"239" -113.75 59.75 "Control" 49 5 0 43 10 219 5 0 169 14 1.67 2.45 0 0.07 1.91
"240" -106.75 59.75 "Control" 37 0 0 59 7 237 0 0 310 13 2.48 0 0 0 0.93
"241" -98.25 54.25 "Control" 30 10 0 33 3 129 10 0 137 3 0.3 1.72 0 0.78 0.79
"242" -95.75 51.25 "Control" 328 64 0 288 8 2736 128 0 2240 32 0.52 15.44 0 4.84 2
"243" -95.25 56.75 "Control" 26 0 0 35 0 174 0 0 210 0 0.28 0.1 0 0.41 0.19
"244" -86.25 51.75 "Control" 48 3 0 36 3 236 3 0 188 3 1.32 1.56 0 0.01 0.99
"245" -78.25 49.25 "Control" 39 8 0 34 2 191 9 0 187 3 2.85 0.34 0 0.01 1.66
"246" 46.25 66.25 "Control" 15 0 0 20 0 151 0 0 190 4 1.15 0.02 0 0.06 0.47
"247" 55.75 66.75 "Control" 2 0 0 7 0 36 0 0 103 1 0.71 0 0 0.11 0
"248" 56.25 60.75 "Control" 16 0 0 12 0 267 1 0 168 5 1.05 0.02 0 0.18 0.67
"249" 69.25 57.75 "Control" 6 0 0 20 0 90 1 0 175 0 0 7.82 0 0.03 0
"250" 69.25 60.25 "Control" 18 0 0 16 0 265 1 0 177 1 0.74 4.1 0 0.01 0.66
"251" 70.25 64.75 "Control" 9 0 0 14 0 109 0 0 167 0 1.39 0 0 0.06 0.1
"252" 75.25 63.25 "Control" 13 0 0 21 0 89 0 0 173 0 0.07 0 0 0.23 0.05
"253" 75.75 57.75 "Control" 22 0 0 19 0 144 1 0 138 0 0 7.22 0 0.06 0
"254" 108.25 48.25 "Control" 22 0 0 23 0 179 1 0 188 9 1.55 0.18 0 0.12 1.39
