"Lon" "Lat" "Scenario" "initial_recruitment_BNE" "initial_recruitment_IBS" "initial_recruitment_TeBS" "initial_recruitment_Tundra" "initial_recruitment_otherC" "recruitment_ten_years_BNE" "recruitment_ten_years_IBS" "recruitment_ten_years_TeBS" "recruitment_ten_years_Tundra" "recruitment_ten_years_otherC" "previous_state_BNE" "previous_state_IBS" "previous_state_TeBS" "previous_state_Tundra" "previous_state_otherC"
"79" 64.25 58.75 "Control" 22 0 0 28 0 154 2 0 189 1 0.04 0.02 0 0.51 0.06
"80" 81.25 60.25 "Control" 27 4 0 36 2 135 4 0 189 2 0.19 3.99 0 0.19 0.25
"81" 84.75 60.75 "Control" 32 7 0 47 2 138 7 0 179 2 0.15 3.58 0 0.38 0.22
"82" 99.25 54.75 "Control" 58 2 0 39 7 307 2 0 204 10 0.88 8.31 0 0 1.62
"83" 101.75 53.25 "Control" 40 13 0 52 6 205 14 0 222 6 0.33 9.65 0 0.13 1.16
"84" 105.25 53.75 "Control" 15 2 0 38 27 86 2 0 173 31 2.32 0 0 0.05 0.1
"85" 112.25 51.75 "Control" 31 0 0 46 2 205 0 0 241 4 0.9 1.54 0 0.01 2.43
"86" -155.25 61.75 "Control" 35 0 0 26 1 247 0 0 237 3 1.9 0 0 0.04 0
"87" -129.25 57.25 "Control" 0 0 0 45 0 0 0 0 285 0 0 0 0 0.19 0
"88" -128.25 60.25 "Control" 44 1 0 38 3 312 1 0 191 15 4.28 0 0 0 8.84
"89" -122.75 62.75 "Control" 18 2 0 57 26 107 2 0 329 49 0 0 0 0 6.62
"90" -102.25 54.75 "Control" 29 6 0 25 1 153 6 0 144 1 0.23 0.2 0 0.5 0.28
"91" -78.25 54.75 "Control" 13 0 0 16 0 200 0 0 234 0 1.39 0 0 0.06 0.13
"92" -60.25 52.25 "Control" 2 0 0 16 0 18 0 0 172 0 0.16 0 0 0.14 0.07
"93" -59.75 53.25 "Control" 2 0 0 17 0 20 0 0 189 1 0.07 0 0 0.17 0.05
"94" 25.25 67.25 "Control" 32 1 0 51 3 179 2 0 236 4 0.56 2.38 0 0.05 0.76
"95" 27.25 67.75 "Control" 32 0 0 29 0 260 0 0 220 2 0.11 0.03 0 0.41 0.08
"96" 31.25 68.25 "Control" 0 0 0 21 0 106 0 0 225 0 1.63 0 0 0.04 0.2
"97" 37.25 59.75 "Control" 26 9 0 31 3 153 19 0 180 7 0.39 10.05 0 0.16 0.2
"98" 44.25 60.25 "Control" 40 7 0 110 1 264 12 0 344 1 4.21 0 0 0.08 0.28
"99" 47.25 65.25 "Control" 48 0 0 38 2 271 0 0 207 3 0.03 0.02 0 0.45 0.03
"100" 48.75 61.25 "Control" 41 6 0 43 3 212 7 0 216 4 1.19 0.69 0 0.26 0.74
"101" 49.75 64.25 "Control" 39 0 0 41 2 215 0 0 246 3 0.75 0 0 0.05 0.14
"102" 52.75 62.25 "Control" 61 0 0 36 3 290 0 0 213 6 0.77 0.18 0 0.35 0.45
"103" 53.75 65.75 "Control" 24 0 0 39 0 109 0 0 207 1 0.06 0.02 0 0.39 0.07
"104" 86.25 60.75 "Control" 21 0 0 21 0 206 0 0 212 2 0.56 0 0 0.22 0.23
"105" 110.75 50.75 "Control" 53 0 0 21 1 422 0 0 208 10 2.93 0 0 0.01 0
"106" 112.75 52.75 "Control" 61 0 0 24 1 423 0 0 190 4 0.37 0.01 0 0.24 0.23
"107" 139.75 54.25 "Control" 91 0 0 34 6 425 0 0 181 9 4.51 0 0 0 0
"108" 140.25 52.25 "Control" 44 0 0 30 1 297 0 0 205 18 4.45 0 0 0 0.68
"109" -158.25 60.75 "Control" 6 0 0 9 0 189 1 0 201 0 1.07 0 0 0.1 0.23
"110" -154.75 64.75 "Control" 51 0 0 18 0 516 0 0 200 3 5.52 0 0 0 1.08
"111" -119.75 59.25 "Control" 30 4 0 26 2 249 6 0 188 15 5.17 0 0 0.01 1.37
"112" -113.75 58.75 "Control" 23 2 0 27 1 167 2 0 149 1 0.7 4.1 0 0.01 2.66
"113" -109.75 55.25 "Control" 33 4 0 35 4 183 5 0 144 4 5.56 1.82 0 0 1.54
"114" -108.75 57.25 "Control" 61 1 0 36 10 353 1 0 189 14 5.09 0 0 0.01 3.35
"115" -104.25 58.25 "Control" 47 0 0 31 2 328 0 0 243 5 0.19 0 0 0.29 0.08
"116" -101.75 56.25 "Control" 70 1 0 53 10 385 1 0 222 11 0.79 0.04 0 0.26 0.29
"117" -90.25 50.25 "Control" 45 0 0 28 1 282 0 0 192 1 3.2 0.14 0 0 1.73
"118" 33.75 62.25 "Control" 49 0 0 28 0 419 0 0 187 1 6.11 0 0 0 0.71
"119" 49.25 66.25 "Control" 35 0 0 25 1 235 0 0 171 2 2.77 0 0 0.1 0.22
"120" 50.75 58.25 "Control" 34 12 0 31 1 174 13 0 135 1 0.11 5.85 0 0.11 0.22
"121" 58.25 63.75 "Control" 2 0 0 7 0 110 0 0 147 2 1.03 0 0 0.17 0
"122" 71.25 62.25 "Control" 28 0 0 29 0 141 0 0 150 0 2.43 0 0 0.11 0.56
"123" 80.75 64.25 "Control" 8 0 0 14 0 63 0 0 139 0 1.37 0 0 0.17 0.13
"124" -153.25 65.75 "Control" 31 0 0 18 0 366 0 0 217 1 0.28 0.01 0 0.34 0.07
"125" -133.25 61.75 "Control" 0 0 0 31 0 223 0 0 309 0 0.05 0 0 0.48 0
"126" -112.75 58.75 "Control" 37 0 0 23 1 209 0 0 133 1 0.2 7.63 0 0.08 1.15
"127" -89.75 51.25 "Control" 47 0 0 21 1 278 0 0 170 1 0.6 0.02 0 0.24 0.34
"128" -69.25 50.25 "Control" 21 0 0 21 0 181 0 0 229 1 0.05 0.01 0 0.27 0.05
"129" -68.75 49.25 "Control" 51 0 0 19 1 395 0 0 191 2 1.53 0 0 0.05 0.42
"130" -64.75 51.25 "Control" 0 0 0 8 0 15 0 0 165 0 0.44 0 0 0.1 0.04
"131" 27.75 67.25 "Control" 14 0 0 15 0 187 0 0 209 2 0.06 0.04 0 0.52 0.07
"132" 38.25 62.75 "Control" 32 0 0 19 0 299 0 0 178 0 3.58 0 0 0 0.68
"133" 47.75 65.75 "Control" 34 0 0 23 1 278 0 0 211 7 3.65 0 0 0.08 0.31
"134" 48.25 57.75 "Control" 22 3 0 25 0 176 11 0 145 1 0.03 0.06 0 0.68 0.08
"135" 48.75 60.75 "Control" 23 1 0 32 0 186 5 0 185 3 0.17 3.26 0 0.52 0.56
"136" 59.25 55.75 "Control" 25 0 0 25 0 160 1 0 137 0 0 9.85 0 0 0
"137" 67.75 62.75 "Control" 21 0 0 19 0 184 1 0 188 0 1.82 0 0 0.05 0.14
"138" 110.25 50.75 "Control" 60 0 0 33 6 347 0 0 231 14 0.44 0.03 0 0.37 0.27
"139" 139.25 48.75 "Control" 15 0 0 18 0 193 0 0 219 0 2.97 0 0 0.13 0.14
"140" -159.75 63.75 "Control" 21 0 0 15 85 156 0 0 198 85 0.53 0 0 0.1 0.21
"141" -115.25 57.25 "Control" 32 10 0 30 1 196 10 0 157 2 0.37 1.44 0 0.72 0.98
"142" -98.25 57.25 "Control" 30 0 0 33 1 189 0 0 209 1 2.24 0 0 0.09 0.25
"143" -87.75 52.25 "Control" 30 0 0 35 1 195 0 0 227 1 0.26 0 0 0.26 0.15
"144" -78.75 47.75 "Control" 67 1 0 28 1 402 1 0 203 3 1.12 0.02 0 0.19 0.42
"145" -78.75 50.75 "Control" 30 0 0 25 0 187 2 0 193 0 0.33 0.55 0 0.53 0.43
"146" 30.25 67.25 "Control" 25 0 0 19 0 247 0 0 229 6 1.82 0 0 0.02 0.19
"147" 33.25 60.75 "Control" 60 1 16 28 6 331 1 82 145 12 3.8 0.94 0 0 2.26
"148" 45.75 58.25 "Control" 30 9 0 29 0 160 13 0 132 1 0.3 1.53 0 0.77 0.65
"149" 50.25 60.25 "Control" 49 0 0 38 4 340 0 0 221 18 0.1 0.04 0 0.42 0.24
"150" 65.75 64.75 "Control" 17 0 0 12 0 184 0 0 164 2 0.28 0 0 0.18 0.11
"151" 70.75 62.75 "Control" 7 0 0 7 0 131 1 0 146 0 2.37 0 0 0.15 0.1
"152" 76.75 64.25 "Control" 7 0 0 10 0 143 0 0 165 2 1.15 0 0 0.17 0
"153" 77.75 62.75 "Control" 14 0 0 10 0 191 1 0 153 0 2.19 0 0 0.14 0
"154" 114.75 52.25 "Control" 10 0 0 28 2 83 0 0 238 16 0.17 1.36 0 0 6.14
"155" 140.25 53.25 "Control" 72 0 0 29 7 301 0 0 167 7 3.45 0 0 0 1.56
"156" -152.25 60.75 "Control" 15 0 0 14 0 430 1 0 158 17 3.2 0 0 0 0.34
"157" -117.25 60.75 "Control" 21 0 0 20 0 123 0 0 130 0 0.06 0.09 0 0.53 0.1
"158" -110.75 56.75 "Control" 30 1 0 39 2 168 1 0 188 3 0.27 5.16 0 0.24 1.18
"159" -110.25 56.75 "Control" 40 4 0 39 2 248 6 0 221 4 0.65 9.34 0 0 0.99
"160" -109.75 60.75 "Control" 0 0 0 27 0 112 0 0 200 1 1.3 0 0 0.1 0.24
"161" -109.25 60.25 "Control" 25 0 0 20 0 214 0 0 162 2 2.04 0 0 0 3.35
"162" -107.75 54.25 "Control" 38 7 0 46 2 172 7 0 151 2 0.38 2.24 0 0.56 1.02
"163" -91.75 53.75 "Control" 37 0 0 26 0 234 1 0 193 1 2.9 0 0 0 0
"164" -89.25 52.75 "Control" 42 0 0 30 0 276 0 0 229 1 2.62 0 0 0.01 0
"165" -77.75 51.75 "Control" 37 0 0 43 1 224 0 0 232 2 1.16 0.3 0 0.04 0.65
"166" -71.75 51.25 "Control" 7 0 0 21 0 98 0 0 254 3 0.96 0 0 0.12 0
"167" -65.75 52.75 "Control" 6 0 0 43 5 29 0 0 210 7 0.16 0 0 0.19 0.01
"168" 21.25 66.75 "Control" 33 0 0 28 0 370 0 0 269 4 3.29 0 0 0.14 0
"169" 24.25 66.75 "Control" 192 16 0 232 0 3120 128 0 2944 48 4.92 9.48 0 1.36 6.16
"170" 32.25 59.75 "Control" 1 0 29 16 0 3 0 245 112 0 0.06 1.38 2.07 0 0.43
"171" 38.25 57.75 "Control" 1 0 34 19 0 6 1 278 114 0 5.93 0 3.01 0 0
"172" 40.25 66.75 "Control" 32 0 0 20 0 409 1 0 254 50 2.2 0 0 0.02 0.99
"173" 40.75 60.75 "Control" 36 1 0 25 1 229 6 0 157 6 0.41 5.75 0 0.02 0.6
"174" 64.75 58.25 "Control" 23 3 0 27 1 171 4 0 173 2 1.32 7.5 0 0.02 1.02
"175" 65.75 57.75 "Control" 27 4 0 30 0 117 4 0 117 0 0.11 0.47 0 0.65 0.21
"176" 74.75 58.75 "Control" 24 6 0 34 1 138 6 0 143 1 0 7.13 0 0 0.16
"177" 80.75 61.75 "Control" 38 1 0 34 1 177 1 0 160 1 2.5 0 0 0.03 0.73
"178" 83.25 61.75 "Control" 31 6 0 45 0 96 6 0 151 0 0.01 1.96 0 0.52 0.09
"179" 85.75 60.75 "Control" 33 14 0 55 3 112 14 0 212 3 0.48 0.83 0 0.25 0.26
"180" 150.25 59.75 "Control" 27 0 0 27 1 239 0 0 177 9 0.12 0 0 0.2 0.05
"181" -157.25 65.25 "Control" 272 0 0 200 0 4176 0 0 2704 16 12.04 0 0 0.52 0.84
"182" -147.75 64.25 "Control" 384 16 0 272 72 4640 32 0 2896 416 16.92 0.08 0 2.16 0.12
"183" -123.75 60.25 "Control" 38 1 0 34 5 220 1 0 165 8 4.94 0 0 0 3.32
"184" -119.75 60.75 "Control" 39 0 0 26 4 219 0 0 153 6 1.93 5.41 0 0.01 2.44
"185" -86.25 50.75 "Control" 184 0 0 176 0 3616 0 0 2976 16 1.64 0.24 0 3.16 0.8
"186" -72.75 52.75 "Control" 5 0 0 32 0 31 0 0 242 0 0.18 0 0 0.13 0.04
"187" 13.25 61.25 "Control" 58 1 0 39 3 401 1 0 272 15 1.84 0 0 0.05 0.8
"188" 30.75 68.25 "Control" 20 0 0 21 0 200 0 0 210 6 0.11 0 0 0.3 0
"189" 33.75 63.25 "Control" 46 0 0 22 0 382 0 0 193 5 3.24 0 0 0.02 0.26
"190" 38.25 63.75 "Control" 23 0 0 19 0 198 7 0 172 3 0.25 0.3 0 0.89 0.42
"191" 40.75 58.25 "Control" 8 6 0 27 0 52 20 0 161 1 0.12 3.45 0.05 0.51 0.55
"192" 44.25 65.25 "Control" 27 0 0 36 0 206 2 0 307 3 0.07 0.04 0 0.51 0.08
"193" 45.75 59.25 "Control" 34 6 0 28 2 182 14 0 190 4 0.15 9.8 0 0.18 0
"194" 46.25 61.75 "Control" 47 0 0 29 1 405 0 0 208 7 6.41 0 0 0 0.37
"195" 47.25 63.25 "Control" 33 0 0 28 0 293 0 0 246 2 2.26 0 0 0.03 0.37
"196" 53.25 64.25 "Control" 26 0 0 23 0 207 0 0 220 2 0.21 0.03 0 0.43 0.15
"197" 57.25 60.25 "Control" 57 0 0 24 2 376 0 0 187 4 3.93 0 0 0 0.76
"198" 61.75 60.25 "Control" 45 1 0 30 3 297 2 0 173 5 0.98 5.21 0 0.14 0.75
"199" 93.75 59.25 "Control" 21 0 0 30 1 124 0 0 176 2 0.23 0.04 0 0.4 0.33
"200" 136.75 53.75 "Control" 21 0 0 26 0 227 0 0 260 3 3.34 0 0 0 0.18
"201" -153.25 57.75 "Control" 18 0 0 14 75 561 0 0 150 149 3.67 0 0 0.01 1.63
"202" -147.75 66.25 "Control" 33 0 0 17 0 252 0 0 142 8 2.88 2.46 0 0 3.26
"203" -145.25 66.75 "Control" 38 0 0 23 2 292 0 0 179 14 0.17 0.14 0 0.56 0.23
"204" -113.75 59.25 "Control" 20 0 0 22 0 197 2 0 179 7 1.92 1.61 0 0.04 2.66
"205" -95.75 55.25 "Control" 32 1 0 28 1 183 2 0 167 1 0.96 1.22 0 0 0.91
"206" -92.25 50.75 "Control" 38 0 0 27 1 288 1 0 192 2 1.77 2.37 0 0.03 1.49
"207" -91.25 53.75 "Control" 23 0 0 30 0 169 2 0 230 2 0.87 0.26 0 0.11 0.67
"208" -87.75 51.25 "Control" 31 0 0 21 0 298 0 0 209 3 1.37 0.01 0 0.04 0.5
"209" -72.75 49.25 "Control" 288 0 0 248 0 4576 0 0 3872 16 2.56 0.16 0 3.16 1.12
"210" -64.25 50.75 "Control" 10 0 0 15 0 108 0 0 142 2 0.64 0 0 0.16 0.15
"211" 10.25 63.75 "Control" 70 0 0 23 1 609 0 0 206 13 9.4 0 0 0 0.6
"212" 18.75 63.75 "Control" 56 0 0 30 2 357 0 0 205 6 3.94 0 0 0.01 0.65
"213" 47.75 63.75 "Control" 37 0 0 32 0 306 0 0 248 0 3.1 0 0 0.06 0.1
"214" 49.75 66.25 "Control" 36 0 0 40 1 142 0 0 156 3 2.02 0 0 0.13 0.12
"215" 51.25 65.25 "Control" 312 0 0 304 8 3232 0 0 3504 16 6.96 0.04 0 1.12 0.04
"216" 60.25 55.75 "Control" 25 5 0 34 0 120 6 0 150 0 3.18 1.33 0 0.02 0
"217" 62.25 63.75 "Control" 41 0 0 55 3 165 0 0 213 4 1.88 0.27 0 0.12 0.77
"218" 93.25 59.25 "Control" 14 0 0 18 0 145 0 0 176 2 0.02 0.01 0 0.31 0.05
"219" 99.75 55.75 "Control" 26 1 0 36 2 147 1 0 170 2 0.06 0.06 0 0.59 0.1
"220" 110.25 51.75 "Control" 10 0 0 23 1 35 0 0 76 1 2.65 0 0 0 3.25
"221" 137.25 48.25 "Control" 63 0 0 29 1 346 0 0 210 1 0.73 0.01 0 0.17 0.24
"222" -156.25 65.25 "Control" 42 0 0 19 0 348 0 0 198 0 2.27 0 0 0.01 0
"223" -111.75 61.75 "Control" 29 0 0 17 0 346 0 0 163 7 1.21 0 0 0.32 0.81
"224" -109.75 55.75 "Control" 37 0 0 26 1 240 2 0 150 6 2.62 1.4 0 0 0.78
"225" -79.25 49.25 "Control" 21 0 0 17 0 187 10 0 179 1 0.63 1.14 0 0.24 0.72
"226" -75.25 51.75 "Control" 19 0 0 29 0 92 0 0 224 0 0.6 0 0 0.11 0.12
"227" 35.25 66.75 "Control" 29 0 0 23 0 234 0 0 205 1 0.94 0 0 0.05 0.29
"228" 41.75 57.75 "Control" 22 5 0 30 2 102 7 4 132 3 3.96 7.25 0 0 0.03
"229" 50.75 57.75 "Control" 36 0 0 21 0 251 1 0 145 0 0.25 4.61 0 0.29 0.49
"230" 54.25 65.75 "Control" 10 0 0 12 0 107 0 0 152 0 0.09 0.01 0 0.4 0.07
"231" 54.75 63.25 "Control" 648 0 0 486 0 23004 0 0 18549 0 18.27 0.18 0 3.15 0.18
"232" 62.75 63.25 "Control" 15 0 0 12 0 194 1 0 187 2 1.74 0.13 0 0.13 1.31
"233" 68.75 58.75 "Control" 176 0 0 120 0 4416 0 0 2432 0 16.72 0.16 0 2.24 1.08
"234" 83.25 63.25 "Control" 2 0 0 7 0 46 0 0 103 0 0.03 0.07 0 0.53 0.14
"235" 92.75 55.75 "Control" 18 1 0 16 0 158 3 0 124 0 0.27 1.89 0 0.77 0.85
"236" 102.75 52.25 "Control" 41 0 0 29 0 424 0 0 281 6 0.3 0.01 0 0.31 0.15
"237" 136.25 55.75 "Control" 7 0 0 17 0 121 0 0 248 1 0.25 0 0 0.14 0.11
"238" -125.75 60.75 "Control" 77 0 0 25 7 486 0 0 211 11 5.46 0 0 0 0
"239" -124.25 61.75 "Control" 600 0 0 208 72 7584 0 0 2976 224 15.56 0.04 0 1.96 11.72
"240" -116.75 59.75 "Control" 38 7 0 47 5 183 8 0 165 7 0.39 4.67 0 0.18 1.04
"241" -83.25 50.25 "Control" 32 3 0 34 1 169 3 0 198 1 4.61 0 0 0 0.71
"242" -70.25 51.25 "Control" 64 0 0 312 0 720 0 0 4224 0 0.08 0 0 0.96 0.08
"243" 29.25 61.75 "Control" 2 0 0 23 1 6 0 68 118 2 0.01 0 7.44 0 0
"244" 40.25 58.75 "Control" 26 1 0 24 0 179 19 0 138 6 0.16 6.63 0 0.23 0.37
"245" 40.75 58.75 "Control" 33 1 0 24 1 215 19 0 171 5 7.11 0 0 0.09 0
"246" 43.25 60.75 "Control" 43 0 0 17 0 385 1 0 154 9 0.97 0.01 0 0.19 0.52
"247" 49.75 64.75 "Control" 10 0 0 14 0 154 0 0 180 3 0.27 0.01 0 0.32 0.14
"248" 53.25 63.25 "Control" 15 0 0 19 0 256 0 0 241 4 0.45 0 0 0.11 0.15
"249" 57.75 53.75 "Control" 10 1 0 20 0 105 8 0 176 4 0.93 11.18 0 0.09 0
"250" 61.25 61.75 "Control" 13 0 0 17 0 166 6 0 191 1 0.21 1.93 0 0.52 0.46
"251" 66.25 60.25 "Control" 14 0 0 16 0 196 0 0 167 2 3.98 0 0 0 0.08
"252" 82.25 64.25 "Control" 8 0 0 13 0 105 1 0 146 0 1.6 0 0 0.09 0.02
"253" 101.75 53.75 "Control" 28 0 0 23 0 274 6 0 180 2 0.04 12.15 0 0 0
"254" 101.75 57.25 "Control" 9 1 0 19 2 80 6 0 162 27 0.09 1 0 0.78 1.29
