"Lon" "Lat" "sand_fraction" "silt_fraction" "clay_fraction" "bulkdensity_soil" "ph_soil" "soilcarbon" "time_since_dist" "Scenario"
"1" -158.75 63.75 0.238333333333333 0.438333333333333 0.323333333333333 1.25166666666667 5.36037490329211 1.395498 118 "Control"
"2" -122.75 61.25 0.46 0.395 0.145 1.495 6.65868823246909 1.3293959724 125 "Control"
"3" -121.75 62.25 0.41 0.455 0.135 0.266666666666667 5.17213302583092 15.547068 95 "Control"
"4" -108.75 55.75 0.405 0.376666666666667 0.218333333333333 1.575 6.45683504508497 1.1422699728 206 "Control"
"5" -87.75 49.25 0.613333333333333 0.331666666666667 0.055 1.495 5.34929730693229 2.7891689704 2 "Control"
"6" -87.25 52.75 0.613333333333333 0.331666666666667 0.055 1.495 5.34929730693229 2.7891689704 117 "Control"
"7" 14.75 61.75 0.613333333333333 0.331666666666667 0.055 1.495 5.34929730693229 2.7891689704 88 "Control"
"8" 24.25 68.25 0.341666666666667 0.346666666666667 0.311666666666667 0.17 4.56051352511204 12.877931664 134 "Control"
"9" 36.75 59.25 0.466666666666667 0.358333333333333 0.175 1.62166666666667 6.15981304240495 0.897836 116 "Control"
"10" 46.25 57.25 0.466666666666667 0.358333333333333 0.175 1.62166666666667 6.15981304240495 0.897836 60 "Control"
"11" 54.25 57.75 0.466666666666667 0.358333333333333 0.175 1.62166666666667 6.15981304240495 0.897836 59 "Control"
"12" 57.25 64.75 0.356666666666667 0.415 0.228333333333333 1.64166666666667 5.5044497115771 1.0323599408 190 "Control"
"13" 58.25 60.75 0.283333333333333 0.505 0.211666666666667 1.46333333333333 5.28167063425517 0.805807 239 "Control"
"14" 60.25 64.25 0.356666666666667 0.415 0.228333333333333 1.64166666666667 5.5044497115771 1.0323599408 39 "Control"
"15" 61.25 56.75 0.466666666666667 0.358333333333333 0.175 1.62166666666667 6.15981304240495 0.897836 54 "Control"
"16" 65.25 57.75 0.466666666666667 0.358333333333333 0.175 1.62166666666667 6.15981304240495 0.897836 149 "Control"
"17" 71.25 57.75 0.356666666666667 0.415 0.228333333333333 1.64166666666667 5.5044497115771 1.0323599408 216 "Control"
"18" 73.75 59.25 0.356666666666667 0.415 0.228333333333333 1.64166666666667 5.5044497115771 1.0323599408 47 "Control"
"19" 76.25 64.75 0.41 0.455 0.135 0.266666666666667 5.17213302583092 15.547068 327 "Control"
"20" 80.25 58.25 0.466666666666667 0.358333333333333 0.175 1.62166666666667 6.15981304240495 0.897836 96 "Control"
"21" 136.75 50.75 0.523333333333333 0.38 0.0966666666666667 1.48333333333333 5.46515788064764 1.8258 139 "Control"
"22" -157.25 65.25 0.238333333333333 0.438333333333333 0.323333333333333 1.25166666666667 5.36037490329211 1.395498 288 "Control"
"23" -156.75 57.25 0.53 0.31 0.16 1.37 6.7 4.461816 29 "Control"
"24" -142.25 67.25 0.238333333333333 0.438333333333333 0.323333333333333 1.25166666666667 5.36037490329211 1.395498 144 "Control"
"25" -103.25 52.25 0.405 0.376666666666667 0.218333333333333 1.575 6.45683504508497 1.1422699728 165 "Control"
"26" -101.75 55.75 0.47 0.353333333333333 0.176666666666667 0.308333333333333 5.41288364110832 17.225639892 43 "Control"
"27" -90.75 50.25 0.613333333333333 0.331666666666667 0.055 1.495 5.34929730693229 2.7891689704 86 "Control"
"28" -84.75 53.25 0.41 0.455 0.135 0.266666666666667 5.17213302583092 15.547068 73 "Control"
"29" -63.25 49.75 0.523333333333333 0.38 0.0966666666666667 1.48333333333333 5.46515788064764 1.8258 1064 "Control"
"30" -20.25 63.75 0.426666666666667 0.4 0.173333333333333 0.411666666666667 6.35693805637162 11.998873 6 "Control"
"31" 8.75 59.25 0.588333333333333 0.295 0.116666666666667 1.56833333333333 5.22942083956423 1.1550809702 287 "Control"
"32" 14.75 63.25 0.613333333333333 0.331666666666667 0.055 1.495 5.34929730693229 2.7891689704 119 "Control"
"33" 24.75 62.25 0.613333333333333 0.331666666666667 0.055 1.495 5.34929730693229 2.7891689704 186 "Control"
"34" 32.25 67.25 0.731666666666667 0.211666666666667 0.0566666666666667 1.47166666666667 5.42931421613724 1.9315059364 210 "Control"
"35" 39.25 58.25 0.466666666666667 0.358333333333333 0.175 1.62166666666667 6.15981304240495 0.897836 246 "Control"
"36" 41.25 59.75 0.466666666666667 0.358333333333333 0.175 1.62166666666667 6.15981304240495 0.897836 376 "Control"
"37" 43.75 58.25 0.466666666666667 0.358333333333333 0.175 1.62166666666667 6.15981304240495 0.897836 111 "Control"
"38" 56.75 64.75 0.356666666666667 0.415 0.228333333333333 1.64166666666667 5.5044497115771 1.0323599408 121 "Control"
"39" 59.25 60.25 0.523333333333333 0.38 0.0966666666666667 1.48333333333333 5.46515788064764 1.8258 52 "Control"
"40" 67.75 58.75 0.341666666666667 0.346666666666667 0.311666666666667 0.17 4.56051352511204 12.877931664 6 "Control"
"41" 90.25 60.25 0.498333333333333 0.41 0.0916666666666667 1.40666666666667 5.67850662747719 1.303076 41 "Control"
"42" 96.25 57.75 0.478333333333333 0.393333333333333 0.128333333333333 1.32666666666667 5.80838520634254 3.1768570248 13 "Control"
"43" 97.75 56.75 0.243333333333333 0.491666666666667 0.265 1.44666666666667 6.63807036966241 1.493238 247 "Control"
"44" 142.25 47.75 0.523333333333333 0.38 0.0966666666666667 1.48333333333333 5.46515788064764 1.8258 140 "Control"
"45" 161.75 57.25 0.57 0.365 0.065 1.105 6.26915616429432 1.370316 74 "Control"
"46" -162.25 62.75 0.238333333333333 0.438333333333333 0.323333333333333 1.25166666666667 5.36037490329211 1.395498 82 "Control"
"47" -157.75 65.75 0.238333333333333 0.438333333333333 0.323333333333333 1.25166666666667 5.36037490329211 1.395498 49 "Control"
"48" -109.75 59.75 0.53 0.31 0.16 1.37 6.7 4.461816 209 "Control"
"49" -106.25 56.75 0.613333333333333 0.331666666666667 0.055 1.495 5.34929730693229 2.7891689704 51 "Control"
"50" -105.25 54.75 0.613333333333333 0.331666666666667 0.055 1.495 5.34929730693229 2.7891689704 9 "Control"
