"V1" "V2" "V3"
"1" -386.607953234172 -151.2461460381 -30.727504406784
"2" -1796.16340256969 -42.8773385180075 -70.7781200486441
"3" -2825.11558580582 42.5775027888523 -78.4736334811577
"4" -681.277658243727 85.5116977454903 86.6314123755747
"5" -1703.66090280742 -48.5625557002877 -75.4379711762624
"6" 848.026707210195 -160.401026132256 -72.5258274526808
"7" -412.393764477619 56.3231990495109 -19.4197725183118
"8" -1804.99299174203 59.3213548410128 95.055829563352
"9" -382.42974969383 -48.2654892710518 -48.0678957204806
"10" -727.807642771285 -84.763922585986 38.3936921406584
"11" -92.8462686042191 -30.499180296377 -82.5365917446031
"12" -2963.63657954119 -20.4036974418454 0.705960563449269
"13" 2535.85103179991 -36.3546040845463 107.72939778003
"14" -3083.34563178476 4.19488392682029 -65.4299345004717
"15" -1675.61258993685 86.8563371079526 -96.1423142262346
"16" -1585.06263639285 148.600593247526 -78.0949013312458
"17" 26834.6183084159 -239.052921551134 14.5806973666417
"18" -3166.7135094867 57.1888341434894 55.368825488159
"19" -2126.27017093118 140.710681285421 -89.7658698392925
"20" -3059.63166581953 -109.89280273096 -24.1796977433124
"21" -2006.5862933746 209.226473410039 -75.893713173659
"22" -2707.3496333736 169.654535811371 71.675457395577
"23" -1072.84744012046 214.591505734327 -81.9198487587681
"24" 1438.22473642191 384.371770095953 18.4182660453358
"25" 1648.65975798579 282.131728330408 -40.1649952611794
"26" 2647.09324832988 56.877414594598 58.8483038309481
"27" -3277.50625975231 38.1168124840842 68.5322295483147
"28" -2740.77979460688 96.5953354506457 0.141712229091294
"29" -4343.38386304651 166.784520070741 -8.53296464577072
"30" -4977.56380542531 170.157811776648 20.5035231672267
"31" -3102.76478565168 205.774050868904 2.74034206590869
"32" -5066.85770216912 171.899916153078 14.508398750242
"33" -2309.7076476936 58.5580012688421 28.4986411826259
"34" -4923.67098893822 140.765565521001 2.59282518616118
"35" -3926.65285136442 98.3376928813486 50.5565078558769
"36" -4377.27818682512 130.308024178943 37.0952999679479
"37" -3724.96684699041 -21.5994108632517 -8.13623838604732
"38" -3949.29351204108 296.843399733413 37.9730842878915
"39" -3053.97210079466 -90.2433924744796 -8.34810403265671
"40" -3979.30188098122 -30.3333403725712 34.4314131015352
"41" -3786.95147469874 -181.540386902538 -3.26409452159545
"42" -3847.84774888727 9.32552207438776 68.8362723399725
"43" -3951.95112614131 -108.822716745937 27.1439145546129
"44" -3535.94164636218 -181.728816322747 69.152610547608
"45" -1331.39644090638 -199.276723012843 80.2985825421767
"46" -2039.85845453079 -261.260407013638 11.2487164213801
"47" -1422.84753303671 -224.447853068457 6.35988298617125
"48" -2228.41860425071 -170.168460166869 -8.56602277213876
"49" -1691.74031307473 -360.697617155172 -9.55990631658944
"50" -178.15978335069 52.649432816605 126.568004576709
"51" -432.558664797502 90.4426386339066 152.400744349061
"52" -2208.47622180914 143.510965748668 69.9262436191165
"53" -3961.49754841311 278.583769934879 20.6560160065778
"54" 434.390756582818 -212.004567811459 32.3876242994591
"55" 17.4791253806616 171.469043755197 119.838161751557
"56" -375.912281168666 10.4350306364689 128.88601058221
"57" -91.4800785036094 -101.643221699542 25.8046838609672
"58" -2957.9308288067 213.138849626642 62.5612576989806
"59" -721.912760312006 265.80971423385 84.8588050664602
"60" -1071.31118480604 253.471095091729 102.925012086663
"61" -2596.16363794988 273.896251458241 50.1801836390666
"62" -754.178469133361 -383.274752906175 -24.7765239021534
"63" -1040.95592004176 44.921683315663 101.591940516982
"64" -45.2840615380184 32.1566876937323 45.4928138925683
"65" -752.596373206147 -49.0001768005459 -19.996336240162
"66" -1633.38545377012 44.0252537114061 -0.302360713891968
"67" -1882.12930025395 144.386505026254 85.9628474654253
"68" -1908.02872052919 131.282049043078 103.341867388297
"69" -2747.27157221374 58.5384586730951 -32.6561097729527
"70" -1853.22686026247 132.790332454045 89.817423517017
"71" -1824.09846848356 82.7799433138331 24.2410918700671
"72" -3473.23481165411 371.050694101681 19.9211286760091
"73" -1786.92592708526 -69.4595535015398 59.8319353014238
"74" -1859.18904169194 160.608650246679 77.077702904842
"75" -2858.32966475184 268.925352212366 116.542601392842
"76" -2918.00113763598 32.9498646167936 -24.2747193876932
"77" -3026.67779722774 -22.6769436303578 31.6898212343251
"78" -2927.85692587841 -21.6602298661803 21.9655137591653
"79" -1876.87904119374 323.820228881217 127.508171004892
"80" -1845.96432744066 -257.92151429761 110.02799348385
"81" -1610.24315894277 187.337654732346 -6.14478800186755
"82" -2576.48241467827 259.918216328072 100.277363245712
"83" -2649.75665191149 -325.25590535636 88.5946925947356
"84" -2547.58783154703 219.109838472739 109.195224012691
"85" -2427.98652610134 247.053374764883 143.6121255963
"86" -2324.19027275421 180.181053844651 141.410456169739
"87" -2066.52399624944 13.8854954387844 60.9290805288905
"88" -3058.9595968196 227.51776123436 70.9524390851363
"89" -2182.82048968259 -30.9654874626392 -19.2330614810833
"90" -2427.44514410418 2.21862552850842 62.0943508199121
"91" -2379.06117326017 -34.4100065124535 -14.9810726135876
"92" -2442.33034879707 158.383025731104 117.859078179406
"93" -2074.93348176128 -27.5325607073988 -24.0669986711688
"94" -2067.43377187686 -67.7019821277929 -50.2983223763291
"95" -2790.03531734325 -31.1014363722249 -55.6674917584402
"96" -2303.64577583875 -66.6022255822887 7.40073280920872
"97" -1546.47479795793 17.0481302570335 32.2145702415105
"98" -2478.28208271918 -63.2347508338724 -32.0696830218818
"99" -2378.99279477942 -90.1966334716547 4.6260804223206
"100" -2091.32389294025 -14.1714846225208 123.656866683532
"101" -2419.54382052461 70.0117599424086 42.4913702235961
"102" -2190.93699805073 -206.445598449929 -18.6854570524345
"103" -1208.85981528964 -14.0483868178116 88.3745167852364
"104" -1812.75048855646 -276.528327817666 -18.8343751344579
"105" -1146.58415477107 -98.0856081649398 131.86828733814
"106" -1446.89637051624 -24.1725146019836 64.2852578372758
"107" -1880.89614044628 54.6859344973438 117.997537244454
"108" -1133.30418476075 43.8032308331754 66.5414237558765
"109" -2325.95001945428 -283.656755645683 31.8106794303406
"110" -678.735968518293 -219.428445704543 -36.2206480601984
"111" -1288.63940305152 -188.360220098217 10.0380244772062
"112" -634.289048226408 41.4071928919647 76.104812744153
"113" -1375.23386260531 -283.157007655823 -27.0460101389106
"114" -1537.55421369285 -159.576565073767 3.93165723320906
"115" -455.971136054257 -279.115404946151 82.1611039213183
"116" -2091.59000720771 -343.356808986948 -30.7195213869894
"117" -1752.11181755886 -170.535307268922 34.7269270613183
"118" -994.042598386489 70.1753390645212 125.185045492789
"119" -213.332832729799 -122.716597888867 132.939233909866
"120" -336.454473169393 69.4718643873316 102.290793063386
"121" 1613.57207214012 -246.434278794249 95.2820517798438
"122" -1276.67042316058 -162.039311670907 160.777422261287
"123" -1055.72878533828 87.4826746453337 111.452333039204
"124" -1542.96808841477 -36.9622407988845 27.8299916210607
"125" -1024.74174586206 -7.38696126099324 130.811416779929
"126" -658.058631942043 -43.9139573227154 123.370017924841
"127" 1065.9151368286 163.730688791823 -8.20845758600634
"128" -1932.84968906847 63.5274019830591 124.532204329511
"129" -550.963593169345 69.6566831306515 5.97799025383823
"130" -769.868201909297 17.5143738095733 99.3815321282652
"131" -369.498661722716 11.4447926084001 107.442838830211
"132" 1001.04222643627 436.691250907686 -95.8685414147091
"133" -277.979027725342 178.308607878232 39.4845853377978
"134" -128.273393288066 231.78478970068 -21.230951568303
"135" 1626.17391985077 308.19167978933 -44.4756922293785
"136" 250.245167147345 17.4989093979306 56.5526707474232
"137" 1505.87585476942 448.941226425575 -85.2830268505689
"138" 1983.9885335549 359.989757913958 -70.1768696427113
"139" -2.35572421235626 300.585463897698 5.70163699364921
"140" 755.692871916638 154.445785366276 -28.1751536441542
"141" 1945.3452853903 278.716452275553 8.12191691347819
"142" 1671.53828385253 291.088757745438 -55.8518499167592
"143" 2133.17321506217 290.227035362633 -49.7118034911361
"144" 2198.92161064441 271.665713449841 -49.5625678112117
"145" 1281.26171423302 259.226498550839 -3.13209898830832
"146" 3047.5592158889 432.939873524678 -54.0868781281818
"147" 791.779624027317 320.932974500553 -76.2875994894274
"148" 2915.47844943558 209.3688975971 -43.6802555787862
"149" 2384.34359479595 335.52414463465 -33.2121187971782
"150" 781.469208218046 330.247698189567 -70.9310471680884
"151" 969.121738515814 623.947999178415 54.6162063101339
"152" 625.537064357428 287.108204409831 -0.683630297692401
"153" 2840.25712910301 443.251551544075 21.9017205283193
"154" 490.248766980347 223.857774203546 -9.4512814823716
"155" 3112.8239941276 181.337225507251 -57.128613467525
"156" 2512.61309809229 270.513696488664 -36.4191813803838
"157" 788.256514272474 191.915166698848 45.1577026715713
"158" 3828.16724157525 3.69142112263866 -24.9198110834545
"159" 1890.07472246468 -211.908524804682 23.5906820286015
"160" 2738.59145107295 -103.558477114759 -3.77177885865098
"161" 2949.66793015312 -46.8429872538512 57.7156098239157
"162" 3469.90577671145 -7.78797733654376 97.4075005482541
"163" 3650.9656125258 -67.6543937840052 53.6386866572997
"164" 3452.3431492216 -417.899738251132 -17.2725546251622
"165" 4130.33336841885 -122.811370829278 -2.88611292396231
"166" 2548.58607429958 347.682018355009 89.238656747053
"167" 2336.04399704765 264.164694284514 70.4979210764893
"168" 4699.00011004562 114.160076780672 66.5842913085438
"169" 2757.62997665056 464.722447752993 43.0059105149138
"170" 2623.40995224339 502.556680959204 15.9255637532057
"171" 2693.06095620419 467.484585480015 -23.216468539382
"172" 2899.40311313849 385.443023311489 39.5856493892159
"173" 4998.36577818157 256.706832919317 32.9446738687938
"174" 5191.97788077824 486.663705333796 111.840796156171
"175" 3369.93020747231 325.413792151239 95.1400890481908
"176" 3703.66856744086 140.370272722876 97.868208210906
"177" 4710.0881232238 205.286750950293 23.1040422909082
"178" 3860.62364926996 417.222774887178 18.6693641832647
"179" 5760.89063582576 32.439500744657 54.4566629668018
"180" 6391.76349923579 -551.428742162333 -64.0279790065648
"181" 3342.33369687049 -9.8009229021147 33.8129565205436
"182" 4300.62298409721 217.792827555854 130.014375499188
"183" 3643.46346376972 67.6718366764591 -30.1882947488676
"184" 5302.03390391051 -244.551649673928 127.635563343558
"185" 5688.56984158907 176.566173958648 49.4333158240232
"186" 6383.53417547746 -59.7085017294787 47.733642180831
"187" 3891.50277388815 66.6317252886225 98.2323530032816
"188" 5120.72693553016 -385.572825256047 70.3737228199403
"189" 3733.90493865626 -61.4913262129816 41.0469880012456
"190" 3416.93069582334 88.7001633071074 104.401833237131
"191" 2929.52927992318 -6.33850893797099 -79.6992707464459
"192" 3669.62543915838 -237.838480726336 -48.3983260041187
"193" 4327.68057470313 -397.763187620434 75.1356826956539
"194" 3843.98109158143 -241.679159915798 -9.60856881509258
"195" 4331.53707678561 -355.768864192091 -111.790485088805
"196" 2890.83372896844 -139.715352357553 80.0474629184767
"197" 7274.43469421865 -562.279461468627 100.914886401675
