"V1" "V2" "V3" "V4" "V5" "V6"
"-110.75/55.75/Control" -3080.75341030129 225.653438870805 68.9689614786473 20.6294933415599 -4.73937603800458 18.9013532219601
"-91.25/51.75/Control" 488.616658931857 259.724539277072 313.53127091032 -33.8043535554178 -81.0345303664571 4.11462530099834
"-87.25/52.75/Control" -307.051864963933 170.124050297355 198.557177300191 -21.1684377419867 -23.0068770849572 18.6630734456371
"-74.75/52.25/Control" 1792.8301467451 156.357541117053 112.802257928767 -3.70319404892581 -4.67371651418536 16.5099704842303
"-61.75/50.75/Control" 4733.2871248625 -378.605526293991 -203.288089615947 1.64125594246774 -22.8342136908286 2.39018600780056
"13.25/62.75/Control" -993.449721245148 -140.621105809493 21.8505423677176 -3.2881921508249 -7.90183267615721 26.6100123114578
"15.75/61.75/Control" -1095.09967840569 -178.052226063855 23.6559851062981 34.317186466143 25.8116844836271 18.2063153171819
"16.75/62.75/Control" -1004.52204345263 -106.047114450375 52.6386399561669 11.3104043513865 3.53025938405878 19.9953909082474
"20.75/64.25/Control" 1035.37203605521 17.0990082919793 189.21956928304 -26.8112374810807 -27.5455761222559 44.0202061990678
"43.75/58.75/Control" -1060.99917628193 -168.92570739585 9.78375403035068 39.0487591762408 24.5942009698941 24.2798102247886
"43.75/65.75/Control" -738.579381456619 -38.7080832450757 75.4843824622933 8.67213197875576 -4.23532873094426 18.3302408613838
"45.25/56.75/Control" -309.705060518754 -197.282583571883 51.8614994080541 58.8521342143929 20.4702525313128 17.1999993233525
"48.25/62.25/Control" -1043.31331737287 -237.169466037114 30.2867447502856 37.0557919483747 29.1020884404861 10.160192263181
"50.25/60.25/Control" -720.170993354899 -349.253094220072 -18.8230268190818 53.4487028554349 48.3265204436374 7.49219317510052
"52.25/64.75/Control" -1058.00304690218 -120.166551858085 83.6824591065307 34.7965460673842 0.826006731386276 5.15588317488446
"60.25/62.25/Control" -1659.25268289017 -203.428958157896 17.4936914560381 39.5084728355609 17.0793415161361 15.0795944189273
"60.25/63.75/Control" 1375.44971789203 -300.825205223935 12.7783333617147 48.7986825848027 4.43019467023975 23.9272782771592
"70.75/59.25/Control" -1413.21033443845 -92.5276011374919 92.2480307602219 -13.4744813609067 -18.4782166669419 18.5295758778762
"86.75/58.25/Control" -1897.48735826862 -25.355755792492 39.522889595318 -37.101635675152 -12.1817092486486 6.29835711468701
"87.25/56.75/Control" -2730.08674650857 -6.804594477315 27.2377718416929 -40.7087076234769 -6.27316892904986 6.35970122519719
"112.75/53.25/Control" -3979.03938736385 -171.70050249945 -64.1050197344865 19.3086887548325 41.2835448197829 13.3691569805026
"140.75/52.25/Control" -906.366424249721 -161.38580558935 24.5205778795106 76.6002839220536 -25.1704003417581 -1.09134141614682
"142.25/59.75/Control" -1413.65433257597 4.23487969764089 192.485860727558 44.1299876324628 4.83877934443072 -0.924269733779751
"-154.75/62.25/Control" -3023.74666579625 -76.795127459712 4.92744010379141 29.150770866125 -2.37899214732498 11.0020601842043
"-153.75/66.25/Control" -2679.84440653034 100.182723781193 107.690519303789 19.0641462251974 -32.1210016929669 12.0968439516755
"-148.25/66.75/Control" -4656.06965595778 5.57008546171559 71.647064345917 20.9623363961239 -15.5199470989486 1.4342342172496
"-135.75/62.75/Control" -4137.18865954547 -31.1870838631365 64.8634472966348 6.43172767309555 -0.617111582817227 3.25234522999512
"-108.75/56.75/Control" -2711.87198885801 309.265285462416 131.600695046373 -4.24516754019193 5.72493081772065 10.8892840278565
"-94.75/52.25/Control" -1343.05354216389 220.869102989362 192.604238318024 11.393181216913 -13.5178167660677 -4.6487276952705
"-75.75/53.25/Control" 912.969708943891 152.813683613486 103.30282774667 -16.6819738230834 -15.9510396917878 22.4556110379477
"-68.75/50.25/Control" 3477.62151811133 -156.056410393326 78.1211223051468 19.7412102613283 -44.1644048378179 -5.92267797217468
