"V1" "V2" "V3" "V4" "V5" "V6"
"-157.75/61.75/Control" -52.0646181153514 1.66296318552095 -1.65789142004876 -0.262361863083388 -0.0560504276735406 0.160582896637288
"-90.75/52.25/Control" -23.6415425851734 -1.91557883777813 -2.23841453495156 -0.23603487902603 0.41161862526746 0.565824530060467
"-86.75/49.25/Control" -13.9399458865447 -2.32957509594792 -2.95255161624813 -0.34123591243128 0.335368622772925 0.348707854607089
"-86.75/49.75/Control" -16.594252312708 -2.19963738200966 -2.7597788724589 -0.263262795407984 0.293518781206022 0.357964321113036
"-83.25/51.25/Control" -24.8491277952305 -2.53030783904209 -2.61952509753573 -0.0158230743451112 0.247774679877496 0.403930290572971
"-80.75/48.75/Control" -5.58295976460928 -3.20630906815493 -3.1429246145412 -0.0875310478912134 0.285449980725718 0.261937389576087
"-57.75/48.75/Control" 11.6530677547143 -5.1296476991914 -3.29985005863908 -0.00161219945309883 -0.174896606307476 0.0988618588488625
"14.25/60.25/Control" 14.9123173854273 -4.79265702666276 -3.10890041608772 -0.214517047570697 0.0738940136992838 -0.338545316758816
"25.75/64.75/Control" 4.74024724989812 -2.36955376633468 -4.39471228678017 -0.379605523345919 0.741014561965263 -0.922229722336493
"26.75/63.25/Control" 16.6173669286917 -3.87044435169665 -4.24230335389891 -0.217879874565577 0.610560508081795 -0.664608354361536
"35.75/59.75/Control" 17.0321203234326 -4.1496409995158 -4.32997124506216 0.0912806125109228 0.658444788065676 -0.0613100135116494
"39.25/57.75/Control" 26.2709101095115 -5.91531336013647 -4.1018073759527 0.196615590754167 0.614737961027849 0.234999600392675
"48.25/65.25/Control" -32.5814343898115 -1.87249925333936 -2.64119661424751 1.33090681987557 0.717488070205584 -0.336644014027878
"52.75/61.25/Control" -7.90974398723088 -4.17714841793841 -3.26509906248588 1.02658383419854 0.51290261931643 0.0840643986484234
"61.75/59.25/Control" -6.97109596916818 -5.02609213445878 -2.90131509331892 1.03794515025277 -0.0675767523409292 0.241290633524072
"65.75/59.75/Control" -12.0518231320583 -4.53512054411631 -2.41129835492444 1.02114872214236 -0.215502313448649 0.197764180684887
"66.25/62.25/Control" -40.4449171111383 -2.45574828328638 -1.56406719689859 1.28692142644317 -0.114714412495912 0.0487974208438409
"67.25/62.25/Control" -39.9907504180079 -2.5547855817024 -1.45613878818234 1.30104685532321 -0.205139696352653 0.074622384461793
"68.25/58.25/Control" -10.1334470363805 -4.67713553667887 -2.64290546826293 0.835026131239095 -0.394363813304781 0.19507604094244
"72.25/66.25/Control" -75.1299641025214 0.666900897502298 -0.230079799881303 1.65724707210035 -0.445181298363442 -0.135816946114441
"74.75/61.25/Control" -41.1117982835291 -2.35496352345599 -1.2391632436746 1.26198857972375 -0.672294034043047 0.142372722026164
"79.25/60.25/Control" -35.8443610523828 -2.65292974107388 -1.27064878560669 1.14888067480354 -0.845829812078573 0.171294071503628
"85.75/58.25/Control" -19.0441285431041 -3.59724566681124 -1.86874335637799 0.87715630444922 -1.04945178503334 0.123663079891298
"112.25/51.75/Control" -52.3885395974964 0.380880415633953 -1.66696176596715 0.354684578104412 -0.930949751627713 0.112247571578464
"142.75/48.75/Control" -11.4732989051992 -4.48504128757294 -3.28762379693424 1.08755358931019 -0.608595244283292 0.271739557378514
"-149.75/66.25/Control" -73.2917261325175 3.49617182349527 -1.48959885190688 -0.569966845203153 0.29361427035337 0.081985341412053
"-142.25/66.25/Control" -87.6931083270433 4.77986643697576 -1.02334912088259 -0.578997646080734 0.438604873635053 0.0444624619648861
"-118.25/61.25/Control" -50.6676433234712 0.398777323385997 -1.59733399314634 -0.725861497468385 0.240812478026021 0.0405598697916069
"-95.25/58.25/Control" -82.4598840471639 3.09220495012936 -1.64242632347351 -0.439216809691154 0.9316835960939 0.285040869300617
"-91.25/56.25/Control" -62.9049386200766 1.29915669402921 -1.76522171693135 -0.108716754435062 0.834763056731077 0.377681174646867
"-78.75/52.75/Control" -36.9783781987077 -2.12354420388405 -1.86205534288886 0.634355781251343 0.490457107637929 0.562379222951185
"-75.75/53.75/Control" -52.072941454983 -0.738617943872893 -0.95197518726359 0.465662471115971 0.418312354564455 0.437551307581844
"21.75/66.75/Control" -22.4960782360235 -0.348511244247707 -3.56747422756593 -0.375087506384829 0.506136125385005 -0.863268879530512
"42.75/58.75/Control" 14.9737279798368 -5.135073191013 -4.17938011639746 0.590624756875032 0.481620157494699 -0.01837668430056
"46.75/58.75/Control" 12.903912035721 -5.11144160596653 -4.31915927323677 0.779535510451929 0.446450880297188 -0.0490267841573063
"46.75/63.25/Control" -16.6117529617989 -2.54629399347902 -3.48490949751327 1.21950282412086 0.703014771004256 -0.471393028373799
"51.75/63.75/Control" -22.4614731250529 -2.89028067141105 -2.90429165429547 1.42757974491713 0.674615823142187 -0.392399487264756
"61.75/59.75/Control" -11.5018848072235 -4.52414897212611 -2.75557867764097 1.24707211620194 0.0651269771581513 0.0626834979024135
"65.75/62.25/Control" -40.1976626830151 -2.36109898019698 -1.71628097011872 1.42530546587298 0.0762590165849538 -0.120930057983347
