"PC1" "PC2" "PC3" "PC4" "PC5" "PC6" "PC7" "PC8" "PC9" "PC10" "Cluster" "scenario"
"X71.25.57.75.1" 905.514068338084 35.8881268648188 -48.2413893516158 12.9571284513727 74.1954731069673 -15.3629966975294 -24.224784291271 11.0089997079071 -20.1494447535182 -7.72296231054935 4 "Control"
"X90.25.57.25.1" -436.358779777207 620.596130209965 84.020973020763 128.503206326176 6.87787629935427 25.4692736695358 9.7595914623857 -3.36768717000294 -0.0929303748228215 -0.721288465494972 1 "Control"
"X138.75.48.25.1" -948.273584603385 -53.8504182486657 -15.3103739811592 37.2858159998788 7.26176368599788 -3.8866387112332 -43.1968836774895 -33.7442942897766 -1.88747689913389 0.32502848208644 3 "Control"
"X142.25.52.25.1" -950.737865373892 -96.6280203536753 4.92727894847733 -15.112057723039 10.8986154652003 29.6790183091711 -23.3022913433071 -24.8463665524291 -1.35001337103097 -0.11943266998331 3 "Control"
"X.125.75.61.25.1" -1060.77782790234 -259.350607718891 -100.459072277109 58.2513890174135 -33.1944026134271 58.6920254865401 -50.704722290269 -20.5454826635039 0.659985761280661 -5.67780835132072 3 "Control"
"X.122.75.57.25.1" -787.898298962869 504.143460078894 49.9111608580212 86.28979625197 38.659084477388 28.4037418159869 40.7539559435737 7.26126955337534 4.91594604563816 2.1740553023086 1 "Control"
"X.92.75.56.25.1" -791.554417580875 100.748659751455 20.978336098852 40.4121938327362 28.2447843249362 -29.8860544334115 -43.1993673193178 -36.7703412023397 -2.41885215420928 -0.4887563011455 3 "Control"
"X.88.25.49.25.1" -735.139620512801 3.61621601343198 58.3623686870379 -46.1415937958665 36.153905951994 22.7422539256187 -14.3672767932161 -17.7203083064085 -2.12386368503449 -3.78294582171014 3 "Control"
"X.77.75.51.25.1" -709.145932984706 29.2829306691223 10.9618087941169 23.7713523266189 27.6155491142212 -13.6457258793203 -37.1975493105305 -30.9346561492722 -4.35033214100625 -0.504282660349419 3 "Control"
"X.56.25.53.25.1" -792.485245802037 360.70266728041 78.867546866158 61.4703981801279 48.0825624734675 -70.3141597969105 -50.4369566071846 -40.8257410766904 -1.84225322338365 2.12352565157136 1 "Control"
"X49.75.64.25.1" -986.866456655651 -97.227365535808 -32.3090612785355 40.4433353392354 -3.71170738712628 14.039049672742 -46.9449976185889 -27.9573361822151 -2.04828172891476 -0.645691647218316 3 "Control"
"X53.75.65.25.1" -922.391616884781 39.0313658023515 2.02942980378219 45.6068136122404 14.0703676278075 -16.4957401461485 -46.7831945007785 -35.1810016527912 -1.78366832621162 0.236299507002874 3 "Control"
"X57.75.62.25.1" -723.312543806242 40.755621268329 19.0517348197126 18.7355048007209 30.986798682469 -20.8756446011352 -35.7305637463007 -34.8344303238233 -4.29279231567088 0.435349540969534 3 "Control"
"X64.25.57.75.1" -835.15589191225 -38.7937047932988 33.5816491731333 -25.8192437899648 23.3446422522202 20.9571276102233 -23.4073431227804 -21.3620714519525 -1.35322313147385 -3.71493725688086 3 "Control"
"X81.75.64.25.1" -882.762823072548 149.834824430711 11.563596869501 72.0841674576775 21.2947430339772 -42.1787838465576 -54.7996752526491 -39.6770122554545 -2.09336522640127 1.62726431901673 3 "Control"
"X82.75.57.25.1" 801.155637108742 66.9699329766438 -35.4117754611894 18.9438125695737 74.973695301598 -20.8065909012448 -29.7676262074568 11.0070438866982 -20.9491183652627 -9.87941168693843 4 "Control"
"X92.75.58.75.1" -895.86829706407 20.1659541358485 52.2212243845013 -27.9330859982831 32.7912200087466 1.63963435635136 -18.4595888479085 -33.9702949674432 -1.18441697625482 0.140928196425976 3 "Control"
"X94.25.56.75.1" 439.415855529306 79.2316335097673 41.505569809887 -6.85790069022831 71.1918204902378 -13.5064888831673 -43.147200096778 28.2378832280162 -20.5461714321525 -10.2470920167759 2 "Control"
"X94.75.54.75.1" -831.535878307816 575.750043893464 24.4344814546557 135.417384174496 35.6881919189291 6.67889020996554 26.6947653249467 7.6339518183547 4.71157869126253 4.12545896729348 1 "Control"
"X95.75.58.75.1" -776.692249410206 311.056880149406 104.719603635983 -13.4545198158021 51.9787706162149 -23.0583435288284 -21.4805446407789 -26.2117631794776 -1.94052358151354 2.90711742478233 1 "Control"
"X142.75.49.25.1" -968.989801617416 -97.71348379545 -3.80447930479464 -5.10751183227024 6.58746509478395 32.9721201202817 -27.3426345484905 -24.6116235202394 -1.32084765356524 -0.53084516361015 3 "Control"
"X.155.75.58.25.1" -747.657880937208 450.172184234304 105.471559313696 58.8032698496291 58.5492490180613 -85.2259670356428 -50.7275577561576 -41.8538827707983 -1.55509147630533 1.61202379540483 1 "Control"
"X.136.25.62.75.1" -770.341599486525 74.8619875326493 107.149751242023 -104.509908919551 54.0597705865203 28.6266325192658 11.0217256568186 -20.9382826930058 -3.46329784599955 3.79038006460803 3 "Control"
"X.92.25.52.25.1" -892.424263005734 -33.7747565758234 6.77167511671866 7.07563199822021 14.992299948929 14.4258622859039 -31.7415794166053 -28.1297139619094 -1.16171392794547 -2.25533161885344 3 "Control"
"X.74.25.53.25.1" -802.306995121861 344.997648536119 62.2258406056229 70.0790312318516 40.5276079741645 -60.7468983890491 -53.1662233219087 -36.7108126448819 -2.44580416354182 2.88110922953588 1 "Control"
"X27.75.61.75.1" -545.996343111559 669.944736314239 -50.6523189693267 -95.4772343896194 -62.9179271304751 -21.587515530844 -28.2863877573477 20.1205711656461 -2.40284212625674 -4.99878583828248 1 "Control"
"X29.75.63.75.1" -154.214432249114 63.6617130492084 38.5309252662307 -20.6237065761536 56.3857434504709 -9.96256474516392 -25.3401700502326 -8.47412512512863 -12.1132391826358 -3.37606228378648 2 "Control"
"X30.25.65.25.1" -1029.33264309791 -179.784011849391 -59.2237822670371 31.7268099137649 -18.1781894860729 53.6606452354546 -41.4111469881483 -17.9813172449462 -1.41237053211924 -1.76295397081678 3 "Control"
"X35.25.62.25.1" -667.118613734314 -28.267659100097 33.0503876514595 -30.1543448338148 29.4527035597543 22.6036654114437 -22.6459610936304 -14.7158804810452 -4.42569948356688 -3.85790673675615 3 "Control"
"X42.25.56.75.1" 196.927535183811 22.2213241265936 35.2970069061306 -3.68971012634156 55.2262112274632 5.11597235714347 -48.8281953309578 31.1876893139447 -19.2876174979391 -11.1910917995132 2 "Control"
"X53.25.64.75.1" -879.732179676005 58.4761146755585 2.32840122866192 49.4889865556339 15.7646198898935 -18.319078553183 -48.6957237753136 -34.367214305602 -2.3161682200666 -0.104840091550212 3 "Control"
"X59.75.66.25.1" -790.34708504627 376.042281444161 50.2283699148404 98.2644405556022 38.8942854309388 -79.2756909293591 -63.6751666817211 -42.5320419626838 -1.92637797371125 2.06205658171336 1 "Control"
"X61.25.59.25.1" 355.834979100977 69.0177521099666 27.1970529620358 1.39221484143799 65.6252791128885 -10.9742715510973 -43.3803340278032 22.8255068240239 -21.0119905417086 -8.50007758483697 2 "Control"
"X62.75.60.75.1" -845.71948991031 -10.5788467093485 30.2720184132305 -13.9920670413092 25.2833865356801 7.65421818571174 -25.7778741042027 -29.05227384059 -1.97826378718181 -1.58777107464574 3 "Control"
"X69.75.59.75.1" -732.075313921256 592.623216624383 57.7459065036831 113.696794139924 33.4625040699347 16.7488290504352 27.4636655412711 -0.784443807306524 4.50647797748644 2.31881404546631 1 "Control"
"X78.75.60.25.1" -939.679852201066 -29.9149142004057 -10.9601573230067 32.0136099236094 7.60601968412476 6.01638255775386 -41.0757540468192 -31.6237430576787 -1.11329045498457 -1.30609338906463 3 "Control"
"X.144.25.65.75.1" 843.584024647456 -94.6955583544411 85.837842919992 -13.5868672808071 -55.430847351947 -5.05366894211036 15.047297091578 -6.80309372580131 -19.0784066846839 -6.46483184359432 4 "SSP1-RCP2.6"
"X.104.25.58.25.1" -1069.02916755448 -309.808290567719 -60.2960460562376 25.89619677669 -18.6045773857637 -19.8558244397744 24.0930178161311 26.1328294105279 -1.14956414603115 -0.205719377172375 3 "SSP1-RCP2.6"
"X.75.75.53.75.1" -1078.17205722917 -330.286195265562 -70.4909588291594 38.3281701762486 -22.6711078956056 -34.2233249902339 33.6483385321965 37.2876618473427 -3.17232220116235 -2.46997083965329 3 "SSP1-RCP2.6"
"X.70.25.50.75.1" -1083.69221734797 -331.679034059059 -78.4770436372338 48.6636314502999 -25.8638414014924 -36.879905494943 29.698390206281 37.9826350620434 -3.05591874486574 -2.95533011069931 3 "SSP1-RCP2.6"
"X.59.25.51.25.1" -1008.21055194668 -274.046980148423 -26.4353306315794 -3.75468265113545 -5.5376783680885 -24.2279790175856 42.7755357399413 26.9124101768977 -1.94430323236601 -3.40971250175077 3 "SSP1-RCP2.6"
"X28.25.63.25.1" 577.008090237113 20.6900837742427 42.8118940341503 -46.090397492708 -24.8343326866488 -7.67456242270598 -10.3229142149426 15.4678350510347 -17.1834973859089 13.2543604768922 2 "SSP1-RCP2.6"
"X33.25.62.25.1" -1068.90351857124 -324.357046067829 -61.9666190844069 24.088434196165 -19.5836783084049 -27.4066022661281 38.1395151416703 36.6707613429996 -3.01621727436821 -2.07849791299886 3 "SSP1-RCP2.6"
"X33.75.60.25.1" -253.571452653009 487.609790465356 -55.8896756838549 -92.3053786890565 -39.3313639747429 -12.1778015670382 -29.517255812015 24.7227804275053 -15.3496366980258 8.20503714334434 1 "SSP1-RCP2.6"
"X44.75.65.75.1.1" -1014.57516383495 -257.29120693309 -15.6093794544986 -16.7734343518761 -0.739699680802471 -26.2648973126248 48.567511079909 28.8105704100548 -2.63887975530148 -1.38308965045327 3 "SSP1-RCP2.6"
"X47.25.58.75.1" 1318.04007139698 -111.754807745942 4.21880726826766 17.7280819925648 -73.5360259814381 -2.35738285618586 29.7920310973957 -31.6441606552625 -18.7275763762682 -9.42793009833786 4 "SSP1-RCP2.6"
"X70.75.61.75.1" 1117.37067903578 -112.512576817248 68.2236965443925 35.0627737362608 -76.5760443754966 -20.7205884418104 -10.8255997652877 -9.4261276966891 -24.46312444225 -7.83975059658429 4 "SSP1-RCP2.6"
"X71.75.61.25.1" 1244.90884748556 -126.736065022851 43.2484110772651 32.584918727642 -78.3305739227642 -13.1177721315002 2.89754750559025 -15.7098046935595 -25.232755986081 -5.78769255484521 4 "SSP1-RCP2.6"
"X72.25.59.25.1" 1336.35309179483 -119.240094675281 9.31125932140169 27.5778980605716 -76.4271505307669 -6.87425453067054 21.909235496176 -30.0921512545603 -19.787473610967 -8.3967511880307 4 "SSP1-RCP2.6"
"X73.75.58.75.1" 1318.64094466508 -112.676552469315 -0.613219360214953 21.8139758818875 -60.1384103338751 -5.00209527218367 18.2266442806689 -24.4077715323975 -3.37658702020347 1.14875854621513 4 "SSP1-RCP2.6"
"X.121.25.61.75.1" 1201.44057297687 -111.391440657785 53.5201562422964 10.3576316022932 -76.6399979105456 6.01455133446203 12.944503543675 -5.62628246513041 -24.4111988835711 -2.96046662929459 4 "SSP1-RCP2.6"
"X.113.75.60.75.1" 1024.53439493465 -72.4707540251966 13.9634608934504 -1.60293703739515 7.59946996660535 -2.65178394037087 -16.6945690951554 15.605243641019 17.7532307497245 9.42731152301354 4 "SSP1-RCP2.6"
"X.88.75.51.75.1" -803.232744780881 -127.485735383108 72.6852982529278 -59.554556668653 24.8299031488591 -36.6589651264212 47.1079891580888 7.89473511869723 -0.998546450861144 -4.80927378921738 3 "SSP1-RCP2.6"
"X.86.25.51.25.1.1" 1227.97158392401 -139.402261764526 47.6129462694432 26.9580121882221 -80.0693618682373 -5.84201277361064 1.30992391984023 -10.4571080363869 -26.2032743313189 -4.01389296300904 4 "SSP1-RCP2.6"
"X.82.75.50.75.1" 1288.8371512817 -123.06580971636 27.9219604890947 26.1919117939867 -77.4471658676957 -2.29748127483573 14.2806722937654 -18.9799900771588 -23.457468831474 -4.51215763502639 4 "SSP1-RCP2.6"
"X.71.25.50.25.1" -1086.54237819032 -339.801493405905 -80.5467787600114 49.7462804004123 -26.7545411709964 -38.4829176420781 28.677824389643 38.1302145599969 -3.53359342313433 -2.30439330005235 3 "SSP1-RCP2.6"
"X.55.75.47.75.1" -312.080070806654 462.832066692355 -56.8224940157117 -127.289074835707 -43.4853818097037 -7.7568314984165 -14.6823344992621 24.8654882517017 -20.9979715385086 24.5963732305689 1 "SSP1-RCP2.6"
"X.53.75.47.25.1" -177.766661125574 345.931472885039 -40.8338291294136 -117.110529177646 -9.05155062211445 -0.55809636889764 -0.184519652435497 10.8898975663075 -19.9147377942515 21.7353303743742 1 "SSP1-RCP2.6"
"X153.25.59.75.1" -1082.76395539248 -329.020074005684 -68.2855989090707 33.0906809474579 -23.2221969631792 -27.5421023807732 34.4187403673551 40.1530962540276 -3.77895177296914 -1.23862016845321 3 "SSP1-RCP2.6"
"X.77.75.53.75.1" -1062.49436966177 -327.133522591755 -63.7816698841341 28.1650089802251 -19.3946580880416 -30.3757603864644 33.4614743272808 31.6009260694366 -1.9769695929745 -3.31406055244799 3 "SSP1-RCP2.6"
"X24.75.61.25.1" -234.365835225277 637.747324202763 -148.741910597178 -125.127193152467 -73.2980582563156 -26.8342063740056 -3.70651186780261 -1.03888065898499 -15.9625075572737 27.6751088463081 1 "SSP1-RCP2.6"
"X28.25.62.75.1" 291.701322808425 211.962950605765 -57.1033486026455 -81.5111337256248 -5.96105370636113 -14.392212037627 -14.3386011468495 17.824885197954 -27.0696460973424 31.6153326889524 2 "SSP1-RCP2.6"
"X29.75.65.75.1" -1061.68394134252 -303.214764009236 -60.3418273651756 35.6256566595804 -18.0067981347645 -40.2500474688194 29.5920637074899 31.6237826299506 -3.03180322963984 -1.88629421996136 3 "SSP1-RCP2.6"
"X38.25.63.75.1" 1228.9558054005 -116.082444414361 15.4709928448297 13.2876952115268 -67.2772403286732 -2.36374802814044 23.869500495944 -22.3617376860015 -16.2737154471108 -5.49624872630229 4 "SSP1-RCP2.6"
"X40.25.61.75.1" 1186.57119425968 -124.087830902931 30.4747294247088 14.3873917895665 -72.1535099208672 1.05664441462415 16.2980036241888 -15.7952257846552 -19.2704294735834 -3.94455299569202 4 "SSP1-RCP2.6"
"X44.75.58.75.1" 1326.69882528218 -119.701151299402 4.37994782837963 18.7862593717259 -71.6948774286987 -3.30183693962366 24.6891578376198 -28.9546957720238 -15.9573806512809 -6.48678433896288 4 "SSP1-RCP2.6"
"X53.25.60.75.1" -1042.36505683952 -289.557482542338 -36.4609581630579 -5.2724916164685 -9.80834039100136 -16.1647709368921 45.2851145236635 32.5562738600277 -2.34859376019682 -1.01293724505074 3 "SSP1-RCP2.6"
"X61.75.57.75.1" 1354.43654367884 -111.164091321366 -4.83487344736715 21.9677533058313 -72.5353578961615 -0.44016842959595 30.894485737496 -32.2288836376608 -13.9196374491939 -7.74585703344212 4 "SSP1-RCP2.6"
"X66.25.61.75.1" 1264.96953767483 -122.837273073236 27.7663309200917 28.7227721129096 -72.4454173584213 -12.7314173451312 7.73222035940394 -20.1120601924955 -20.2302891281902 -4.28876379889218 4 "SSP1-RCP2.6"
"X95.25.55.25.1" 1340.61268401624 -106.555527567821 -3.27263526193173 20.9317299195463 -64.9432665452089 -1.27051591354918 25.3958320413942 -28.2576639843418 -7.24516202339002 -1.74143409462949 4 "SSP1-RCP2.6"
"X152.75.59.75.1" -1091.66341615385 -346.471965086206 -76.6926616099814 39.8198136454523 -26.8806247406691 -25.6033481682696 29.0228299379057 37.7576975684559 -2.87886692028442 -2.6326264053516 3 "SSP1-RCP2.6"
"X.99.75.56.75.1" 1218.66261022248 -109.890360867663 40.3718937889742 31.2624647573187 -71.9951377425484 -12.6957895536053 2.4971843058133 -15.687065744537 -15.7135312198026 -4.19736519300571 4 "SSP1-RCP2.6"
"X.92.25.54.25.1" 1244.0097243887 -123.442856321046 35.0508898667879 28.2089896504142 -72.3248469488052 -8.74161091352408 4.49641612557754 -14.8973018320074 -17.0259942965332 -2.5146737324448 4 "SSP1-RCP2.6"
"X.90.75.56.75.1" -545.878884928258 -129.810701114693 61.6689753999193 -22.712629647874 1.79572586974682 -34.276629667366 26.8913251489094 4.58293411058999 -1.07101988684212 -5.75971104589727 3 "SSP1-RCP2.6"
"X.88.25.53.75.1" -996.712060309036 -218.357288583626 -3.94994236977724 -16.7382978867853 6.5166103600186 -20.1079896571245 29.4962689773276 8.22183005821614 1.289930515989 -0.318494452749248 3 "SSP1-RCP2.6"
"X.86.75.54.75.1" 505.766407816218 -81.9110399504975 95.640813051523 7.69192520206482 -31.5972503693505 -25.2422159432302 -11.7902053562618 14.0633639022267 -8.93588619931294 -7.19824554450939 2 "SSP1-RCP2.6"
"X.85.25.50.25.1" 760.687049840134 -158.587784719128 143.03347159286 4.1992001969389 -88.2456930597855 25.2613328159731 -32.5861015863111 35.5766454344612 -15.9247793908213 -11.9436738444103 4 "SSP1-RCP2.6"
"X.83.25.48.75.1" 1184.5272956953 -135.220586803121 62.1516864011886 19.6672357332507 -74.1492423328623 1.02101966824002 -4.9033742267856 2.87653033311501 -23.7817656631858 3.84685196043062 4 "SSP1-RCP2.6"
"X21.75.67.75.1" -1095.01411070758 -357.600379237385 -81.2298549674624 29.1089413811619 -29.3105440486456 -7.53213357360112 34.10315082172 41.493338301484 -2.38475172553971 -1.63876526712945 3 "SSP1-RCP2.6"
"X24.75.66.75.1" -1057.14392318145 -321.233809947908 -64.1700149856911 22.8351857892881 -19.3307641555881 -23.2216881066412 36.6213830095104 34.1130497641718 -2.18916196670676 -1.32751317479783 3 "SSP1-RCP2.6"
"X42.75.62.75.1" 69.4400344798549 469.408021411599 73.6142554169935 103.000098469646 -14.3238414471408 53.6778163306954 18.2834886549405 8.60244554964969 -6.32868455467499 -0.0983186043772836 2 "SSP1-RCP2.6"
"X45.25.59.25.1.1" 1250.22773457767 -126.827517721253 27.1458664802855 16.848105080639 -70.2652857925874 -3.53350042455158 11.9962568048173 -17.1854946096127 -16.4575221570931 -1.78370363496211 4 "SSP1-RCP2.6"
"X67.25.63.25.1.1" -990.810191729908 -143.657995545856 -14.431919166154 -7.34603414884719 1.43453667339439 34.8161066454645 -25.609115423051 -21.0630334860671 -2.23582911964613 1.88510834697583 3 "SSP1-RCP2.6"
"X67.75.66.25.1" -984.710803322345 -200.938519702038 19.0890212909799 -30.4386054108739 13.5791721721147 -40.9509382506176 44.3627578010644 17.2129794652566 -1.71496277608671 -1.44705395489738 3 "SSP1-RCP2.6"
"X84.25.59.25.1" 1227.49103880638 -106.738405968268 18.599255055157 25.0793127855135 -45.2329467419385 -12.4885571706818 -2.61832101487987 -8.73386188999426 2.69723364593456 8.24746858934524 4 "SSP1-RCP2.6"
"X94.25.57.25.1" 1283.21934129852 -120.402228752924 23.3156649815865 22.5090856835041 -71.1983525535169 -1.77116222506519 13.512317009458 -17.4367717711847 -16.4965589843487 -1.06629868024116 4 "SSP1-RCP2.6"
"X138.25.50.25.1" -885.304092057608 -168.32136236451 41.9778502972432 -47.3974494133323 15.098937674296 -22.3912882969472 45.8548948579548 5.27478220093363 0.869916963566929 -4.18883603359633 3 "SSP1-RCP2.6"
"X138.75.48.75.1" -1071.89683304952 -310.462972208262 -61.4524108198676 32.465236025938 -19.6857470423412 -29.1778052924206 28.8944506837371 31.8681902144721 -2.01110752516304 -2.55819865816645 3 "SSP1-RCP2.6"
"X142.75.48.75.1" 130.275440344485 -98.0291659514602 126.062279495913 -65.4572386913699 -23.271807683869 5.30919505021545 25.5446916541574 8.3588689883827 -7.2743755530025 -2.51414744603378 2 "SSP1-RCP2.6"
"X.153.75.57.25.1" -1047.88236537661 -272.185048209762 -14.2618690860557 -29.3560171785265 -3.97230055316812 3.27392364774016 47.0389602013774 29.9912845335869 -1.11934078524443 -0.364365251729193 3 "SSP1-RCP2.6"
"X.124.75.60.75.1" -1100.94364656095 -365.211456478509 -80.0874030014516 23.7600931900983 -29.2099422150776 1.92690400531089 35.1920190842812 40.5642831311951 -0.925171143652461 -2.49407995252943 3 "SSP1-RCP2.6"
"X.118.75.59.75.1" 935.872722424564 -93.5597935110222 75.5176547013549 -15.4338199932294 -49.9930998370915 -0.333377192650287 12.4034215252185 -3.32228492272402 -11.744083597779 1.42820708525348 4 "SSP1-RCP2.6"
"X.106.25.54.25.1" 137.903746819076 461.749975839222 66.162675438324 106.664179022771 -16.856677965077 55.5017689902039 17.9914633729543 9.3052084222396 -7.17274780541939 -0.0601388433226992 2 "SSP1-RCP2.6"
"X.102.25.52.25.1" 1342.79626843227 -109.589017141 -6.26076593862102 17.5925925239424 -64.7362698615277 0.777196045410662 26.9428414584622 -28.2059528631021 -7.25468024576031 -1.71013776165367 4 "SSP1-RCP2.6"
"X.94.75.52.25.1" 1358.43090896029 -98.3542231508792 -15.0584923290585 21.1775514126569 -63.5616902204681 1.19346420038339 32.5783517016907 -32.5897950428511 -4.00864841660016 -4.23351876583743 4 "SSP1-RCP2.6"
"X.91.25.52.75.1" -526.058027560324 -147.80656663495 98.8818525345933 -52.8604731888928 -14.1842024373079 0.0241260512324831 25.4034521017996 4.62319988614843 0.977239131102889 -9.46238971605028 3 "SSP1-RCP2.6"
"X.83.75.50.25.1" 1266.99458295478 -118.935394396107 24.5318112247003 22.8666215481584 -66.8741390070532 -1.36891790945394 10.1770070222565 -13.9239833877236 -12.9874714083855 2.2105941893318 4 "SSP1-RCP2.6"
"X.78.75.49.25.1" 1061.08996202617 -23.4536571179524 -55.8847621977045 -2.70407960232909 63.3562378761787 0.319189768895145 -14.1700840400557 15.0030779593018 -9.83126395349299 -2.14684329879698 4 "SSP1-RCP2.6"
"X16.25.62.75.1.1" -1032.99326977919 -260.011602544068 -25.4535029411137 -19.2563738406927 -6.2118699417206 -1.56625532907516 45.4818306954596 26.6681613471517 -0.0378224826874464 -1.53959224493988 3 "SSP1-RCP2.6"
"X50.75.57.75.1.1" 1369.06532875948 -98.9583523144293 -18.1683215454858 19.9618446090871 -64.2599748230047 1.25274686657053 33.9827979117788 -35.0370130168789 -3.13282209901569 -5.22947999985443 4 "SSP1-RCP2.6"
"X58.75.63.25.1" -836.621028459244 -196.267479772989 -5.15582596071291 -8.43127232834466 8.20438287460795 -41.4484483058491 39.4701708529428 9.98022824908097 -1.40930835178527 -1.54681664923871 3 "SSP1-RCP2.6"
"X68.75.58.75.1" 1053.24122565968 -125.241810215042 84.5069141617559 21.0563763276343 -72.0408223566377 -1.48406359400386 -16.6292661493448 10.157509177543 -15.880344131384 0.552668207534328 4 "SSP1-RCP2.6"
"X93.75.57.25.1" 1280.41223554725 -83.2674705554926 -36.3816804413749 8.99898544158654 -10.3066693831316 -2.25551736263167 10.0605869770986 -11.5786378279488 22.7474124370781 9.35794724547171 4 "SSP1-RCP2.6"
"X97.75.55.25.1" 1143.59618722312 -131.797399956429 62.2420102927619 18.6195953986879 -70.3446615415982 -1.43070619634902 -7.6705527324021 2.59723579990914 -16.1216139227099 2.43821608526699 4 "SSP1-RCP2.6"
"X.124.25.61.75.1" -511.466983337051 90.6894650932059 128.87219972537 -129.787459819897 74.2084552086555 17.2783370670736 22.7162121517685 -18.5952738665978 -5.06742379545648 3.30576191367516 1 "SSP1-RCP2.6"
"X.115.75.57.75.1" 1194.42457951687 -98.0652653066272 27.0269117226686 5.75434441331517 -56.1564094564877 6.1309849317112 17.8899838469057 -12.0603897792493 -5.24268111009488 3.61222002585733 4 "SSP1-RCP2.6"
"X.109.25.58.25.1" 773.975961962935 -115.479113746482 118.689348604996 -5.3385507111963 -60.0273354211034 2.91202653070055 -17.8760550848545 16.7399698950633 -7.88213108245492 -0.571104514080605 4 "SSP1-RCP2.6"
"X.97.25.54.25.1" 1304.74349764903 -113.272562573582 5.68835724945715 20.7433501976379 -60.3991792031975 -3.02376667912825 16.1194817827006 -20.563354882061 -5.00166610170828 2.71560811907076 4 "SSP1-RCP2.6"
"X.97.25.55.25.1" 1292.02103609193 -109.408167211816 9.37365276289906 22.1582955984807 -59.2967242672307 -4.47563833379578 13.9189134524237 -19.1674630591308 -5.33960906140839 2.98373635062268 4 "SSP1-RCP2.6"
"X.86.75.51.25.1" 1286.65881572818 -115.431380572139 12.1554845542544 21.4437048614096 -60.9370896825184 -2.82799088764537 12.6460078212142 -17.3145370743018 -6.25140537133169 3.61619131412641 4 "SSP1-RCP2.6"
"X.84.75.48.25.1" 1159.1762865955 -143.503835152127 52.5495346841724 11.1049938696756 -66.4485278943128 10.9011703776567 -5.08270041515591 8.37092498584309 -13.0332659925158 8.05037396501204 4 "SSP1-RCP2.6"
"X.72.25.48.75.1" 1308.63138398626 -111.648185721969 3.10748325971296 16.4603227410182 -59.9991126963633 2.69930962750459 19.87289510032 -18.9311548995387 -5.12625260088801 3.74668676726093 4 "SSP1-RCP2.6"
"X16.75.62.75.1" -970.276428282247 -191.165483751203 8.00756269966171 -44.7140071407462 9.66855731387122 -12.9433192646855 48.4976372428475 16.5939355192034 -0.25533473301702 0.593028799270505 3 "SSP1-RCP2.6"
"X25.25.65.75.1" -951.314571998655 -177.330749547152 31.438334718948 -57.5100628909105 19.5143409767694 -15.8805691225996 50.8073442337493 10.9767846428369 -0.57137726790124 1.17598942822891 3 "SSP1-RCP2.6"
"X27.25.65.75.1" 1024.06402523275 -103.194599305103 40.1419696144556 3.94016054723886 -46.6558506597481 -10.0660438503485 9.45812439848909 -8.51840345891048 -6.32856350952417 3.26750832103446 4 "SSP1-RCP2.6"
"X38.25.66.25.1" -1013.38605592821 -211.625286235191 -26.6618021133545 -14.722626774559 -3.21494795754886 38.7865991747701 -9.27363641974067 -12.0526907471906 0.562376959813615 1.68444592470319 3 "SSP1-RCP2.6"
"X48.25.57.75.1" 1309.67316239567 -117.437470591809 1.64294308568335 16.7957821227038 -60.1931716444708 -1.76960896487077 17.7128178970139 -20.8081468391966 -4.52795144638931 2.59921026515159 4 "SSP1-RCP2.6"
"X53.75.63.25.1" 1088.66501420169 -105.715517035775 51.6711591995488 17.5263906973843 -58.8004837090858 -8.74009735165619 -3.44050188548703 -6.16776523579589 -6.39433935196014 1.26326222061012 4 "SSP1-RCP2.6"
"X67.25.62.25.1.1" 1285.57246701704 -114.766763570865 10.4630963406008 26.4666979961861 -59.6459492340843 -12.3867942365679 9.30681339052406 -21.2132781710217 -4.16260141646536 0.800262903531118 4 "SSP1-RCP2.6"
"X78.25.59.25.1" 1334.80279801672 -99.2705522890221 -11.0065447688743 22.7051109588448 -57.1571437661788 -3.6409629358026 24.2230651976977 -28.8409714152093 -0.938105977830571 -0.704862635407874 4 "SSP1-RCP2.6"
"X78.75.58.25.1" 1315.67459222483 -110.141650607646 -1.17500949860895 22.1048130400918 -58.9158128288576 -4.88171367757106 18.2154785210305 -24.2302982811042 -3.48519131026919 1.07342906571049 4 "SSP1-RCP2.6"
"X79.25.65.25.1" -691.47331205134 -60.3346888963562 56.3232755030772 -45.7188385686232 45.3974491180667 -66.3189324525187 47.4230370601274 -7.75793368857798 -3.90410176792106 3.98795436653628 3 "SSP1-RCP2.6"
"X79.75.64.25.1" -1083.23439653809 -338.441207993928 -75.0469635188294 36.2023468208553 -25.0761262709726 -21.2696835581342 23.7316149771569 30.9103937811527 -1.57948529778959 -1.40633696090972 3 "SSP1-RCP2.6"
"X140.75.53.25.1" -326.195650832151 -119.049199164031 110.859354140747 -69.9242984903991 -13.4339229347857 13.2398167513266 32.3120189116951 4.09173046928209 3.44311397281459 -4.34877285251764 2 "SSP1-RCP2.6"
"X163.75.58.75.1" -1095.60945854343 -351.919313563916 -75.0465778978453 22.0458406466332 -26.5069619698888 4.08927854949373 31.4605943270946 34.1352492884969 -0.031496746055498 -2.32044699102368 3 "SSP1-RCP2.6"
"X.161.25.62.75.1" -774.210464185944 -80.8403343471361 26.0991454664279 -30.4265071645158 29.1884994325596 -11.1315701370323 -2.26700494428282 -24.7225792052889 -0.211069169861288 3.61598303436738 3 "SSP1-RCP2.6"
