"V1" "V2" "V3" "V4" "V5" "V6"
"-124.25/61.25/Control" 63.8142409669343 1.28269456966509 0.405197815808207 0.196275215538211 0.0772315100470624 -0.00108043952272025
"-123.25/57.25/Control" 64.3815884960006 2.50037865091071 1.09002724606367 0.0728398098544401 -0.1011199609442 -0.164722033914076
"-74.25/50.25/Control" 13.9956934862814 0.656626894743811 3.04229659949838 0.548567038806224 -0.150447766847102 -0.274574310309963
"23.25/66.25/Control" 35.2002693032858 -2.9442454686729 2.63175749941748 -0.179728468497837 -0.217131426620151 0.283154502164142
"27.75/63.25/Control" 9.43865966679256 -1.87049173860919 3.51682360996833 0.967484481992356 0.0145813009260128 -0.171447343760889
"36.75/57.25/Control" 2.54985372248773 3.136884568986 2.59752823572803 -0.123546072102939 -0.249424936092312 -0.3651216613816
"52.25/61.75/Control" -8.73723205555871 4.2344430642807 0.837049188741692 0.172644084452967 -0.19256975536332 -0.651095151722278
"61.75/58.25/Control" -20.9341737712876 0.967165010228683 4.1048645818159 0.406107737476604 -0.674315418221185 -0.625731241715698
"62.25/64.75/Control" 8.30537827755937 1.52907474361775 1.72402225232279 1.69015740810758 0.115634417322403 -0.692239056640379
"89.25/59.75/Control" -12.6668220868926 2.00878075155357 2.12827236319637 0.70879696608117 -0.286423650805392 0.551426979725192
"102.75/56.25/Control" -0.22478602789541 1.53105016437091 0.984970841914716 0.0841624064534963 0.159700017096674 0.228114386840644
"140.25/50.75/Control" 34.326728006204 2.08599514728416 -0.169292312077036 -0.339181298323172 -0.237055998427384 -0.238911015705291
"-154.25/63.75/Control" 46.1514176670718 -0.457080133085058 -1.19940182623772 0.803456904171232 -0.389300304324973 -0.125465965149174
"-144.75/63.75/Control" 47.7883409401748 -2.3866667270969 -0.386893212297703 0.0522673363149989 -0.276668528177298 -0.684457733715561
"-129.75/60.25/Control" 53.8869107902413 -0.329038897056175 -0.295124511976551 -0.50411357367195 -0.293359406319069 -0.362393827534496
"-127.25/60.25/Control" 55.2472982564791 -1.09910354164266 0.754628626230032 -0.115040988247508 -0.264062137054038 -0.215380762860757
"-118.25/61.25/Control" 21.2119009276422 6.44339183830924 0.832240443679054 -0.297174262972433 -0.103452061036492 0.529744782485465
"-116.75/59.75/Control" 18.1000018174831 7.80756936197934 -0.296137700145867 -0.809532698625894 0.105275413024293 0.604044110302061
"-109.25/54.75/Control" 8.99798046604698 8.74989135070833 1.37928173343248 0.642488472175481 -0.595070188681577 0.267865478607246
"-101.25/54.75/Control" 5.49160145215684 14.3732424423105 0.0922069186580818 -0.167434441964351 -0.242492083173782 0.346562968362667
"-72.75/52.75/Control" 47.5264578341145 0.120616423583318 1.96333039118653 1.28917456643543 -0.236812411142839 0.0460054298112494
"27.75/65.25/Control" 26.4406574403907 -3.33434877464894 4.25226579858914 0.726928152694725 -0.088795283081746 -0.0864108901073944
"28.25/65.25/Control" 27.4679337402474 -2.85761189599286 3.93148030265032 0.612027296767713 -0.103422245166342 -0.0736111173724832
"33.25/63.25/Control" 22.8139692239079 -1.23077128050929 3.19291513376993 1.28864315355078 -0.301872480041708 -0.201296457425983
"35.25/57.75/Control" 8.88828309693721 2.50999281347401 2.31318198252008 -0.0349714033583487 -0.296840677072807 -0.281800467358493
"44.75/65.75/Control" -1.13742299254489 1.959787013493 1.14136156439138 1.32393679672217 -0.40753328167506 -0.60947140905435
"48.25/64.25/Control" 0.861101168633755 3.00092795020696 1.26064978695207 0.809523192283296 -0.450474237167036 -0.830655939236194
"60.25/59.25/Control" -14.3555393958913 -0.225929704076515 3.07286453305852 1.12623646815735 -0.666149725273608 -0.624945210974182
"61.25/64.25/Control" 6.37067150015269 0.874695313569347 1.96290223099751 1.85807636856715 0.023597151345658 -0.651319088729214
"64.75/61.25/Control" -11.9015062061564 0.69079300313108 4.0378843361734 1.63003766909789 -0.199680308612196 -0.421063656067767
"75.25/58.25/Control" -22.1902462865756 0.501474859586991 5.0306140872536 1.80295889713177 -0.526825225346943 0.11561358905427
"79.75/63.75/Control" 6.15614276030093 -1.30376220897767 1.63265295959704 1.66501527620239 -0.283408967717182 0.160577085880102
"80.75/64.25/Control" 5.76943139737789 -0.970356855602875 1.31866232116708 1.67359505115228 -0.252531100650408 0.220432614868122
"140.25/49.75/Control" 31.0976678067689 2.22776683734228 0.0647625796719368 -1.1516423283988 -0.378124798381206 -0.0633986672717951
