"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8"
"-93.25/54.25/Control" 36.4813223186752 1.12273107867324 2.08669464808361 0.0130209731307659 0.748690256062614 -0.377453382778192 -0.0474477648275823 0.00334129042540723
"-89.25/54.25/Control" 46.0013390674545 0.709536738764688 1.84830841588777 0.174379725879049 0.673292049066297 -0.461112147328906 -0.00425146909708278 -0.00302842396586061
"-84.25/49.75/Control" 15.2831479114064 2.39865398139052 2.90192747958972 0.0756124863711787 0.594383416676673 -0.289676827532448 -0.059224464154801 0.00852234805821352
"-80.75/51.75/Control" 31.8710018230565 2.28520321359282 2.59463029053361 0.485401824375554 0.612473577289602 -0.528925941557692 0.0124577999514499 0.0189362327551098
"-58.75/54.75/Control" 38.4454273982055 1.36379820078006 0.490686708426558 0.0113774048429276 0.18660549037132 -0.254082544579197 -0.0748000604643259 -0.00564170700292025
"-53.75/48.25/Control" -29.5551227543979 5.92876419463485 4.05142851151296 -0.00900767935077383 -0.13603384219791 0.0148367309828675 -0.0840880489574551 0.0229102292981184
"24.25/67.25/Control" 14.8491685950586 0.526041457111473 3.9880617367278 -0.227593717166049 0.660648060593307 0.923861671094997 0.116831757719871 -0.00642580340675597
"33.75/65.75/Control" 7.98894713947369 0.929976582679436 4.68530038794676 0.082651384379045 1.14335737117993 1.11884655202147 0.0652630060966037 0.00849690605204235
"35.75/58.75/Control" -22.7439176571239 4.44839703754747 4.47187223496952 0.262736311847448 0.699425526118899 0.252097400017505 0.0437986104044582 0.0130658357103954
"42.25/59.25/Control" -12.4907501760877 4.59648830186944 4.03513999425742 0.738968400071402 0.849351924730367 0.170630206218877 0.0293656171348032 0.0172637570658452
"46.75/65.25/Control" 28.1339960919978 1.88683539727949 2.87420853369299 1.36772802850832 1.21873898477002 0.735885601579387 0.048109326429356 -0.00763704269272106
"46.75/66.25/Control" 32.8311727814408 1.75235389257235 2.68214088425914 1.54190462901488 1.39148434404361 0.921308089348001 0.09579447801845 -0.0189667807530332
"47.25/64.25/Control" 24.300836950916 2.04490860144929 2.97650774276653 1.30252115046312 1.17248686206804 0.651781651411057 0.0164933391202968 0.00665010339438016
"54.75/61.25/Control" 12.8527497756871 4.03228272498649 3.05231726180212 1.44064371522328 0.968960142958759 0.211449674437527 0.0325135394574709 0.0147487778782176
"75.75/61.25/Control" 42.7025307671418 2.27187698338572 0.786179429537532 1.35831722585553 0.191885713415917 -0.0767133896338036 -0.0328424562281791 0.0423452008827872
"92.25/59.75/Control" 56.5729265687574 -0.0669569258131375 0.677380112989457 0.917943308437447 -0.66426103520792 -0.0350506204837262 -0.0385996336707636 0.044633675843066
"142.25/59.75/Control" 91.9220472765506 -1.77553991387776 0.381915808885767 0.875814463078551 -0.460693361857056 -0.200748681395523 0.0586514976366228 -0.0691919146408513
"-158.25/60.75/Control" 44.8537167315889 -0.808826619472249 1.89105470213676 0.0191848441946494 0.0320913371449449 -0.358097245522457 -0.195503389873624 0.0477487001848542
"-143.75/67.25/Control" 92.0325809447231 -4.76373548428286 1.12203888975619 -0.464338815650755 0.347409768300628 -0.0419260770330378 -0.232130263985903 0.0444044637897015
"16.25/61.75/Control" -5.52799317771652 3.01975012095282 3.15438178499128 -0.604930933759316 -0.00821873832342396 0.420288873492509 0.0955816454285711 -0.00050793194438322
"39.25/60.75/Control" -9.35997234164506 3.23151759488649 4.23126781749136 0.592933049233216 1.05382429095517 0.431138191313289 0.0631198793111598 0.00842069395348148
"44.75/61.75/Control" 4.84904621712187 2.66883938866144 3.66259464810067 1.02146471007581 1.2555980261165 0.530205132669427 0.0693932056223382 0.00709745353548448
"46.25/63.75/Control" 20.3053465897933 1.83541910973097 3.02617449945758 1.21808957049522 1.49812943132548 0.680617089740017 0.102258510977911 0.00352819228826635
"69.25/58.75/Control" 17.7641435537531 3.79175508416375 1.89188555211759 1.15944517176219 0.633694402543956 -0.109227487412124 0.00114533593636619 0.0143204060933715
"71.75/65.25/Control" 72.113277493175 0.168065910629355 -0.507647248458665 1.66567233389136 0.73225477161378 0.0487305390498053 0.139292560769427 -0.0106137979985951
"96.75/55.25/Control" 24.6593672177181 2.13252363192069 1.52016503295814 0.51848508867685 -0.589595075122178 -0.37038945494865 -0.0623559583386398 0.0124380307130176
"99.75/57.25/Control" 36.0875802359859 2.18936760304294 0.801916071812843 0.726880636159012 -0.735412717682074 -0.527462667546508 -0.0184664394317068 0.00328657047477323
"104.25/50.75/Control" 52.1859774879836 0.20227671279653 1.13504345752605 0.349401184909209 -0.656504319713876 -0.14194496374147 -0.0188285908892348 -0.00266984983877162
"110.25/49.75/Control" 53.5280829217529 -0.223980051382544 1.169482316762 0.49194652180985 -0.681723772764579 -0.35051893685256 0.00241869741606716 -0.0032275181175769
"-147.25/64.25/Control" 49.2199561968482 -1.75025331197553 2.13352821507554 -0.358686669022514 0.583594142325956 -0.110799228489633 -0.217494720414943 0.0472880080310748
"-111.75/58.75/Control" 31.2112546200171 1.3353688721032 1.82886936657832 -0.546038279286208 0.873066578349528 -0.172126951944194 -0.220881459159559 0.0179175267192087
"-109.75/57.75/Control" 37.588603983412 1.00790355792453 1.66027244305217 -0.426484043781413 0.988634912075956 -0.206715596247463 -0.230257219291488 0.0120211849716393
"-93.75/55.25/Control" 46.0958521550704 0.317576432990441 2.08443682955438 0.27776834553955 0.753632748921418 -0.327156937305498 -0.0605491799680962 0.00223437583997387
"-70.25/51.25/Control" 45.2372070317678 0.613039611493095 1.61474809843857 0.543455084838101 0.0828405940477924 -0.0689684196053531 -0.129883207106881 0.000697525779382391
"15.75/61.75/Control" -5.26623075358463 3.07521129985683 2.838580354158 -0.667415571368608 0.12990230698409 0.160261997898337 0.0432624490552146 -0.0304105403210016
"26.25/62.25/Control" -17.8268992528346 3.07719203817797 4.03552567582819 -0.284746670216842 0.631085372202666 0.409668998325556 0.0404423650885449 -0.0275781908769487
"31.75/65.25/Control" 11.5232337856232 0.291626590609516 4.06426688972179 -0.00481870334627512 1.06821552863975 0.733459275461639 0.0689188622653299 -0.0280108016611759
"35.25/66.75/Control" 16.7622332947446 -0.0547290956343771 4.0799393803577 0.203296866569338 1.40303270067391 0.958839480662809 0.142398796881754 -0.0257449896722925
"43.75/62.25/Control" 2.18284851713284 2.66384799286447 3.7006939848205 1.12101585995294 1.45966239868451 0.603596254867062 0.107296206679954 -0.0152307561340633
"46.75/58.75/Control" -11.9396781677159 4.57068443814396 4.02893169847874 1.15219473211769 1.07295663370873 0.256239090086713 0.0767126565475034 -0.0162773404047204
"57.75/54.75/Control" 3.09554072569329 4.45061662355138 3.41269355287523 0.746813251723296 0.63794308616526 -0.00659957117943763 0.0473149942522762 -0.0140348506489837
"65.25/59.75/Control" 13.392762108739 4.16132111760174 2.06633242655963 1.40895806267822 0.998124608189113 0.0550204761968337 0.100665968502267 0.0128542027852546
"71.25/64.75/Control" 66.8018432048456 0.337561417602541 -0.430646107378995 1.57391301603187 1.00521783029518 0.135970686633121 0.21311273518025 0.0227894889888847
"85.25/60.75/Control" 43.0933424170158 1.38067134581184 0.198604850797116 0.990542238370146 0.381443145030675 -0.0909616625646707 0.0284708509412173 0.040281882822779
"89.75/58.75/Control" 27.3269926494589 2.52189003137062 0.67067907269377 0.777664393634322 0.0581962745405757 -0.272559233701015 0.00526485518425334 0.0304267669464384
"92.25/55.25/Control" 9.50831694321326 3.24026569278683 1.83127873914541 0.520704270844594 0.0545972314146638 -0.341318382616741 -0.0265367292507471 0.0214653013325684
"136.75/55.75/Control" 67.8178268505549 -0.696168795013862 1.94938608450328 0.799715430624071 -0.12024688810062 -0.345666276826977 0.127403724787727 -0.0345444675007313
"140.25/58.25/Control" 88.9126423690387 -1.97835581057143 0.607136306049677 0.894912790589367 -0.351994932905094 -0.168500536698124 0.149099752671356 -0.0355962476133179
"-130.75/59.25/Control" 48.9245896210903 -0.945961972935943 1.36029396377812 -0.767550833297313 0.595200055034587 0.0782648039563557 -0.143280592030793 0.00261168212465928
"-122.75/57.75/Control" 23.3922867183825 0.976001971201956 2.39560686299809 -0.663759874568632 0.693560006078715 0.224588899707393 -0.171464791439256 0.00447992881483397
"-116.25/60.25/Control" 48.4182024331855 -0.196830830694273 1.74997124290989 -0.488061974568975 0.842985246236435 -0.131486814002885 -0.210300758548736 0.0143667128609821
"-114.75/58.25/Control" 19.1890379556433 2.31442849999429 2.29409439748398 -0.487227828166836 0.865461785145517 -0.142854560152459 -0.206094483851921 -0.00502939414147057
"-96.25/56.25/Control" 57.4293718227149 -0.768503070194136 2.27078198127953 0.211304329063297 0.583290266726151 -0.182338314604072 -0.0730175564613885 0.00950949972279004
"-95.75/51.25/Control" 6.19042727200226 2.88784612824088 3.18920750189462 0.489221843224708 0.753145938341552 -0.295639397502615 -0.111188426721058 -0.00503306208064331
"-94.25/51.25/Control" 5.79966221887287 2.7568193758303 3.01018898012844 0.57486449967172 0.651125380324019 -0.276910671743746 -0.108500260284647 -0.0113134761060471
"-88.25/53.25/Control" 36.0830615129044 1.41423301951769 2.3389625026088 0.674277627670948 0.337668821035326 -0.261560145347269 -0.0261547333636023 0.00433731512942335
"-88.25/55.25/Control" 56.9581097724145 -0.199046919281012 2.03053818758862 0.608026902872186 0.466489639210855 -0.312746010625486 -0.049070520664541 0.0172732243253856
"-87.75/53.75/Control" 42.5066503696037 1.09365952208228 2.23881445231996 0.705298391444336 0.328266916879876 -0.288376805711091 -0.0171768812036137 0.0114803518049031
"-73.25/51.75/Control" 44.9780379883393 0.888214832632438 1.71796898374191 0.698672886263368 -0.00827703185572003 -0.0614895646669763 -0.133528617208982 0.00861591710141748
"33.75/61.75/Control" -8.75011323894241 1.88428132514586 4.20437473922085 0.395639344233508 0.94053691410265 0.395402509687344 0.0105620710738155 -0.0512505966785198
"35.75/63.75/Control" 2.90351013290232 1.06984989302057 4.09538502180537 0.419701475051039 1.17962173398397 0.676767848179397 0.0554004341932782 -0.0488153911950416
"43.25/56.75/Control" -26.9076826624353 6.06083536977406 4.03532484061379 1.18340345301335 0.910841132416112 0.0864521522164499 0.0770214336112947 -0.039690810397528
"44.75/58.25/Control" -15.9126667569663 4.91282040925029 3.95571557485989 1.17482988561242 1.00140955386849 0.208932770188476 0.0861170113982749 -0.0370474271898135
"90.25/58.25/Control" 26.4238053019242 2.19955367299343 0.444787704228339 0.642200686584925 0.643084137928322 -0.46495339449181 0.0504191898077779 0.0418363468933234
"98.75/55.75/Control" 24.7259013600762 1.84460337423524 0.825412349985758 0.466328464919258 0.218825960250835 -0.827012063553131 0.00936558881560309 0.0373377100463387
"-157.75/64.25/Control" 73.3441780728428 -3.63900972184377 1.83663937563653 -0.0507316840180633 0.482917496805817 -0.387920891511141 -0.116748292979076 0.0169303225633298
"-110.75/55.75/Control" 18.322298842915 2.88172811903202 2.44077830592904 -0.121788320369479 0.792262109298704 -0.103171426657004 -0.165438796751295 -0.0183015005730626
"-109.25/56.75/Control" 24.744677634594 2.3502480089329 2.45987776212147 -0.0228503308271683 0.919286221900082 -0.0238351219821212 -0.170147125993768 -0.013756447850294
"-104.25/59.25/Control" 67.6797020580106 -1.64074115545168 1.70553726427794 -0.0465353140099769 0.631239834415884 -0.199564592654335 -0.122738910586214 9.75705496034548e-05
"-101.75/52.25/Control" 16.6721055768746 2.90354689133992 2.87032746477598 0.100804229535121 0.699886391720264 -0.196030198082439 -0.0923682063702019 -0.0147043383454929
"-77.25/55.25/Control" 69.4641486729737 0.752619455548192 0.705008615033708 1.04012441988501 0.0673628570301233 -0.434278914484468 -0.134946371236932 0.0023066319136729
"-73.25/53.75/Control" 58.1609475034846 0.51001028608678 0.82177108736863 0.663730453992004 -0.00896708948079615 -0.245409965828326 -0.176135585920436 -0.00831629983654548
"15.25/61.75/Control" -4.09900874940744 3.03553313067915 2.71853925276855 -0.55230000710196 -0.048836804578966 -0.112065229723503 -0.0106736175154831 -0.0471663410440099
"28.75/62.25/Control" -14.2409052324394 2.79430032853734 4.07224699942776 0.141093400902733 0.255644572886312 0.295078430235423 -0.0217148196656955 -0.0579510915371326
"41.25/63.25/Control" 3.32222881247391 2.29714452253065 3.9112779388077 1.18314425147612 0.747629846951995 0.833337263729081 0.125947896117679 -0.0379975029513335
"52.75/59.75/Control" 0.979877488947214 4.35129658539057 3.51608824697799 1.72978548183874 0.702983081112242 0.493894418901522 0.180202371289869 -0.019299857565374
"55.75/58.25/Control" -3.80896361898411 5.10647013155334 3.51964408977861 1.69448545501562 0.605493264786092 0.297432849516237 0.153739506778889 -0.0160581080488578
"73.75/62.75/Control" 52.5955217478826 1.13187106170093 0.0975615135238544 1.2510671521095 1.02853904928171 0.290162864077189 0.182657922920542 0.0324930383622511
"82.75/63.75/Control" 65.9197303200406 -0.422065685872354 -0.882102503111252 0.815375490801605 1.18386728802984 0.113739435094166 0.189932232279173 0.04371296632129
"96.25/57.25/Control" 28.3282491790559 2.51379159791 0.45135654683332 0.803109650315313 0.242584350213258 -0.68609376201711 -0.0134207597260918 0.00729830702226261
"106.75/52.25/Control" 18.6916418478823 2.61606791500907 1.18608027754909 0.654258285044414 -0.0607768104129244 -0.334865845144961 0.00677626293704222 -0.0084422135948601
"143.75/49.75/Control" 15.6302350007339 3.89196417752788 2.15160129235268 1.68600035267818 -0.0388817902147193 -0.366381909577252 0.218227760599799 0.00604882733479526
"-115.25/55.75/Control" 6.16785062237487 3.0298485924353 2.8276028233171 -0.124674974752056 0.948049352900698 -0.00714804977201285 -0.118708485632982 -0.0401484303550037
"-113.25/55.75/Control" 12.6551527616291 2.67916483020864 2.66166775457078 -0.0786103814411916 1.00546768750045 -0.0813210886003267 -0.127105095494532 -0.0321035636114353
"-95.25/52.75/Control" 16.0189189060273 2.33980566961309 2.73566791879777 0.825222545889866 0.78285678993966 -0.24725080297517 -0.0665349842160194 -0.00367807183535233
"-91.75/53.25/Control" 31.1566407913645 1.32294122602167 2.33786422041283 0.883390311276966 0.597278142257282 -0.255079742348865 -0.0431449161482321 0.00238193740417294
"-90.75/55.25/Control" 52.7969800506174 -0.444716480873192 2.06778499741471 0.664432619843209 0.490207592065984 -0.318459774900629 -0.0633536074767169 0.0180146761288224
"21.75/66.75/Control" 23.1359325371849 -0.372745136747172 3.29476806706751 -0.287732921192908 -0.367358093912405 0.114375453480281 -0.0216567441058271 -0.0562446015703251
"36.75/66.25/Control" 9.44986379812361 0.634406239106689 4.22526019126055 0.529986478121134 0.170759911976701 0.882732475350461 0.155768402597947 -0.0587378181657421
"63.25/64.25/Control" 56.6645767252073 0.696183924715265 0.865173512240927 1.28663861773518 0.581368685721631 0.665645093446776 0.345891359251711 0.0363993038220206
"68.75/61.75/Control" 38.4465827422306 2.30204350097674 1.05362947873685 1.23310909658127 0.859367446593165 0.483483093406812 0.222591336941649 0.0371044333775354
"74.25/64.75/Control" 69.5322167619716 -0.163607851953645 -0.710316566483692 1.20683951262558 0.941200534156327 0.446374261140439 0.320014165695928 0.065990101234632
"159.25/57.75/Control" 47.404192920439 2.19308195073501 0.153618465535183 1.29400445138922 -0.503308543005513 -0.471775464780561 0.144157037459863 0.0451793295517898
"-153.25/63.25/Control" 48.5378707854286 -1.87466095013933 2.49865362638232 0.251737920814668 0.0482933091091257 0.183314847143428 -0.0355899313486807 0.00933849571006083
"-149.75/64.75/Control" 45.3944065773777 -1.60096862530461 2.72381044704135 0.0956628122137595 0.135768638299349 0.135174503625834 -0.0270479765081542 0.0124470556414648
"-149.25/64.25/Control" 42.461185477956 -1.45111601766758 2.9800106891636 0.136218528122363 0.152678062182948 0.213089658718571 -0.0400403584482206 0.0109054957797943
"-133.25/60.75/Control" 49.8023506489233 -1.13849158714808 1.9606286065386 -0.522371686982104 0.1856082479752 0.3458047629046 -0.0525287892597702 -0.0185024913279085
"-114.25/55.25/Control" 8.08344692434888 2.57326867457427 3.1949401387887 0.0548040236857924 0.959080125534592 0.0719721182748691 -0.0376828112886205 -0.0217123405252538
"-94.75/55.25/Control" 43.5576587414807 0.289607899943947 2.31803184677308 0.730280001011214 0.303272072857585 -0.145112122585834 -0.0507669498018831 0.0124732019791873
"-92.25/51.25/Control" 14.2049937438561 1.81543940096265 2.71543009793226 1.04926429865676 0.677395376751918 -0.18001601287107 -0.0392838418705899 -0.00232921034281694
"-87.25/55.25/Control" 61.4278221865631 -0.599882914323644 1.93118777816184 0.925405641082808 0.114993145906637 -0.205640947869609 -0.080703715944762 0.027763536500703
"-76.25/53.25/Control" 47.7439528771951 1.05727176892944 1.41669750155288 0.858262812047347 -0.0275681960526118 -0.1880746264145 -0.143433583870247 0.0216082145045463
"26.25/67.25/Control" 16.1379063445103 -0.707355771421991 3.77566429934285 -0.296171744828517 -0.301288301540779 0.074084470743555 0.00539190285178869 -0.0407041426196191
"31.75/67.25/Control" 28.8579131939842 -1.58555964121401 3.67332378424529 -0.126020671070869 -0.13817488305803 0.300360369934499 0.055015863451971 -0.038407397988678
"33.25/66.25/Control" 12.003188573249 -0.505533087560293 4.27953468453392 0.042789051315837 0.00817679382353233 0.43696282080354 0.0746988364216308 -0.0489750901161583
"34.25/60.25/Control" -15.8310387193278 2.68471401164182 3.91242861311243 0.682280532316549 0.343626321219891 0.0546375873976496 0.0233142776994183 -0.0559303317760915
"38.25/63.25/Control" 0.808230029080515 1.43951283269032 3.87576076112446 0.720081717235049 0.336608634559751 0.480577797096192 0.0670244315297428 -0.0476556954802555
"43.25/61.75/Control" 1.30778616892137 2.18119579049082 3.55542083542142 1.0512961175475 0.51475310074878 0.543177411881154 0.141627385695793 -0.0379776795386186
"60.25/63.75/Control" 52.6393844028639 0.700955681216842 1.23827711436971 1.05048081333167 0.224492987570274 0.761860810388221 0.275669949231595 0.016513758957201
"62.75/58.25/Control" 2.03765357849999 4.58498169280452 2.53386931270227 1.5443165180299 0.472297792725268 0.151180991932421 0.16279783681013 0.00300586051722443
"67.75/61.25/Control" 33.1991888738335 2.59202287857615 1.40291354129889 1.17372751487959 0.600047320105286 0.532390338157427 0.20125815425026 0.0275331546755871
"71.25/63.25/Control" 54.2861239397811 1.05128824178636 0.363196100550539 1.09676313823988 0.571358982005636 0.52077413036682 0.221211128771857 0.03685954710118
"86.25/57.75/Control" 17.3074047674754 3.09790517271428 1.06238505516503 0.74420020501953 0.525113712659304 -0.0865049941192584 0.0791221070615081 0.0363749215090555
"102.25/53.25/Control" 16.8656653498138 2.29147924473019 1.25137862533781 0.496315753975004 0.368420090973315 -0.461706011621695 0.0410914305554764 0.0186206250332143
"136.75/51.25/Control" 32.1191844355331 2.35085697845054 1.59003148142055 1.44954121807363 -0.0637248462172449 -0.56367154225223 0.192997152751229 -0.00764466544395394
"139.75/53.75/Control" 43.181369585193 1.32896925294022 1.67545148439195 1.53430539626711 0.078777252643574 -0.414924067808234 0.238436291458399 -0.0168426099852167
"-156.75/64.75/Control" 68.6863510943579 -3.41448908615874 2.47201481505053 0.353695545582248 -0.107448984160752 0.123571698964356 0.0411065914324186 0.0109295765590233
"-143.25/65.75/Control" 77.6691917367452 -4.29408495080653 1.99182771926595 -0.0311846950750348 0.0904094062991263 0.502968205766031 0.0129050467118264 -0.006142530587541
"-132.25/59.25/Control" 34.9144630502454 0.416658780350005 2.34830822043994 -0.29316937443073 -0.157590876179271 0.367149803951704 -0.0210467485183021 -0.0331213009909838
"-104.25/54.75/Control" 27.4627917681522 2.13139755586418 2.81990353594471 0.415339354989315 0.806033625685849 -0.0784237348878686 -0.0163470620873146 -0.0179868567708183
"-90.75/56.25/Control" 64.7243503741312 -1.67110819393618 2.34089903968119 0.842867649661923 0.00138586419060535 -0.0360710831411236 -0.0893579209891638 0.0337208658656324
"-84.25/55.25/Control" 58.714009617751 0.305729337159649 1.84024016289114 1.18469217664988 -0.334122019299336 -0.119159383999056 -0.0743807810427607 0.0406531587804162
"-78.25/53.25/Control" 45.2888958169444 1.48174580903376 1.71047139835334 1.18158892019975 -0.222582056891767 -0.0840185525488162 -0.135309477890169 0.0300138612450754
"38.75/63.25/Control" -0.22377653724866 1.37738898593592 3.46108173091089 0.601104022788963 0.384324396139517 0.213833142780679 0.0405107846160989 -0.0598663675232496
"55.25/65.75/Control" 44.1303839082911 0.234065210416759 1.39651622150973 0.640618970236684 0.339970183540449 0.784744493030656 0.297652166934059 -0.00572559906289768
"67.25/62.25/Control" 41.430190948439 1.6425900433372 1.04805022344309 0.801395094289655 0.448489238826717 0.491498981975421 0.217064725998027 0.0356733438485157
"69.75/61.25/Control" 36.7124897324649 2.10457649556175 1.15134453016865 0.844904831385689 0.606387474962549 0.508145500432987 0.199378913538445 0.0401363181491239
"74.75/63.25/Control" 57.4322658775828 0.474867275501375 -0.0209418382432722 0.714798300666507 0.512177659741403 0.515893882432494 0.200450609030689 0.0524227299294415
"86.75/61.75/Control" 51.7496102072941 0.0662554840632378 -0.0095576409535177 0.414993096829425 0.717981587546759 0.297034559272949 0.123807142188585 0.04309135083313
"106.25/52.75/Control" 37.5208565383091 0.614583093173977 0.540620494665711 0.449336682944529 0.39957893818593 -0.399312253759534 0.0397578536043343 0.0178635222119342
"154.75/59.25/Control" 66.421690865887 0.213384794962256 0.0289581219101665 1.27533171147801 -0.463234055044123 -0.30979020126866 0.157507194117167 0.0615682842872803
