"V1" "V2" "V3" "V4" "V5" "V6"
"-124.25/61.25/Control" -24.8620505781253 -33.3919002679121 10.7587931189217 0.152228922507973 -10.2472049819957 5.11294894711153
"-123.25/57.25/Control" -30.0416076431017 -12.7633932657631 14.6032304629442 -1.54976355352107 12.4358538236027 9.51344780597305
"-74.25/50.25/Control" -71.796126448321 0.664249856658578 2.24630158494712 0.212105765140365 2.47774490253649 7.13757137869962
"23.25/66.25/Control" 11.6374695168165 -19.2605594544892 -5.49998719321993 -2.02721389950686 -1.49694810656249 4.34177606801004
"27.75/63.25/Control" 4.11752389262937 -9.01422619739269 -9.02444299621894 -0.370714765192671 -0.143618184249121 -2.74218982360501
"36.75/57.25/Control" 20.3799155839887 14.3018363572394 3.65610208823798 -25.0264841541887 1.15793976562323 15.5167737793262
"52.25/61.75/Control" -83.255284358845 -27.9248901895956 -13.3859416475178 -17.2086829940636 -8.34403539391479 -18.8802062558753
"61.75/58.25/Control" -68.8168856417307 -10.5674055917055 -29.4195175448405 6.54000997627466 2.24867431203988 -1.61447256775653
"62.25/64.75/Control" -194.692836042743 -2.00815361937264 4.57604294896744 -18.4406954361384 -8.47354162418243 -5.8167618268093
"89.25/59.75/Control" -21.446870377694 -7.90360960244986 -4.61809091536825 -4.87032804555387 -4.77035690841863 1.59042405391289
"102.75/56.25/Control" -86.2217267705262 -32.5001129514234 1.91366963828643 8.22937008813216 -19.4573430868269 4.01803020001923
"140.25/50.75/Control" -104.010986808533 -15.923866774207 12.2044974155851 -4.12656840730295 2.5107012076636 2.90841859118353
"-154.25/63.75/Control" 19.2281230386398 -12.9288925237624 -9.60578777804227 -4.50244273142273 -2.94002047687659 1.80635800589797
"-144.75/63.75/Control" 9.17907073304933 -14.013952309974 3.90948640042274 -0.303346187649947 2.69402883159407 4.54960134169397
"-129.75/60.25/Control" -44.7779426674582 -0.702467813793162 -7.165642385893 24.170247513078 -9.09683775309344 5.47461743144255
"-127.25/60.25/Control" -63.1523933501488 -25.0965711178574 -10.0875236848919 -5.4504803265311 -5.55147289273171 2.92128264570292
"-118.25/61.25/Control" -20.6829097082721 2.63318985389557 -10.4976275143185 -0.253895375971887 3.92228194733258 -2.01664690770065
"-116.75/59.75/Control" -34.5120212725631 4.76817813022079 4.6689939854308 -10.0307903653118 5.30060174176744 -3.28968347233528
"-109.25/54.75/Control" -46.1400997607583 42.0481941586072 -15.5683542447897 -7.7882899593589 -10.1902894609645 -1.90490027986649
"-101.25/54.75/Control" -5.40142191799948 -19.4604810790698 -0.15202697135316 -4.27230238412269 4.07776596791404 -1.56053710529859
"-72.75/52.75/Control" -50.6921436423906 -7.42737525739515 0.110043263892228 -2.73441244670489 4.23323113373984 1.96186581380024
"27.75/65.25/Control" -85.7431552722449 -9.52495766128837 3.72931764812093 7.35173138580851 -6.2412682529549 -6.46844255927596
"28.25/65.25/Control" -115.802671240661 -19.7229690297112 -0.972348011784313 4.64168458121301 -14.9008964091594 -8.22847843579954
"33.25/63.25/Control" 33.1396596505762 6.25951883553432 -5.97139338368562 5.37793208356026 4.12014480095437 -1.30865715998375
"35.25/57.75/Control" 35.9911463723148 4.45088792041137 10.4199414706122 22.977490997067 -5.11960580873342 -5.29867449931769
"44.75/65.75/Control" 31.820833605014 -18.3194034518821 -1.3501211076845 -8.4268694812649 -0.0689769223516795 0.785731181351772
"48.25/64.25/Control" -73.3654703845331 0.790109455845564 1.50405188045066 -21.3388922828752 -7.96341652118098 -6.0542681025712
"60.25/59.25/Control" 13.6351866890794 7.46495103627613 -6.17517723197063 -2.39472592249852 -3.39309242123943 1.05087908806763
"61.25/64.25/Control" -35.4515671081308 -6.73040813448938 -0.457193963804792 2.60350998736873 2.07250640531101 -2.01466193894907
"64.75/61.25/Control" -127.473328917913 -14.8298201269911 6.24989475889318 24.8562718779086 0.0318960648965073 -2.76460132366214
"75.25/58.25/Control" -49.4351319939618 -3.92301214892699 2.29716281573212 -6.01165070467798 6.56825455742471 5.6095894243391
"79.75/63.75/Control" -218.983055071841 0.945977249736359 -19.9598140454914 16.3441934295623 11.6776731687542 -11.0706568483711
"80.75/64.25/Control" -247.366474610234 4.40913011460082 -21.8636331991653 12.1486022871726 13.0748120078086 -5.84230563064839
"140.25/49.75/Control" -12.5889267374052 -24.439577153079 10.1828168066601 7.31235024933745 -1.68695788911948 -2.2171312895319
"143.25/51.75/Control" -13.1082436779826 -5.83649869990881 -7.40637827651803 2.06173081002289 3.16285116148129 -1.17096277676714
"145.75/59.75/Control" -136.074083919481 21.7702385149909 -22.3085726216704 7.87668341539906 -1.26670252861931 18.7955951852301
"-125.25/57.25/Control" -51.7547508088914 -11.7465843931264 0.403093948410742 8.8824513330257 -7.61810954891779 -12.4100213513165
"-123.25/59.25/Control" -3.20426670055106 4.55078915720109 -19.0683750796732 0.348578503886689 11.7816422474579 -0.15728599727554
"-98.75/55.75/Control" -65.9187944283798 -2.62243315894028 16.7555271546257 0.455316664817941 8.86796859480899 -0.730319628544347
"-96.75/52.25/Control" -45.7130680747017 -0.558395326703569 -1.63902864261769 5.1406420186794 4.35634622138158 3.65284710274633
"-93.25/54.25/Control" -60.1619456978257 8.92414201456801 -23.3983357126243 -8.52166178696731 4.05325419427855 -6.34479304006201
"-89.25/54.25/Control" -148.497044785029 2.52319594577422 2.01556488954214 -3.68559535364051 13.9975481715727 5.93014466790869
"-84.25/49.75/Control" -25.9312949188227 -8.32512481263522 10.3517521431524 3.8148921184474 -3.67671637633374 6.76069468955082
"-80.75/51.75/Control" -134.969560209268 -24.221310337443 5.46949780167028 -2.29575805845619 15.0873060264038 1.08944914530288
"-58.75/54.75/Control" -61.5716569138196 -5.04578294694442 1.94878529972456 -1.15573677450674 6.24918501662455 3.08821468403994
