"V1" "V2" "V3"
"1" 9205.48845918108 -69.7228490412242 -218.454988640132
"2" 11534.4259184066 -294.783616753032 -197.766622572336
"3" 1799.26880476864 49.9982010339402 -85.1949181058757
"4" -2509.51361928572 42.1666389455516 -88.7632337568054
"5" -1001.49436399006 429.44947794221 74.2916880616585
"6" -996.608794072752 33.9633785005498 26.1402767574373
"7" -2121.70379087345 24.65219157586 -60.9897400954887
"8" -1978.2722260151 45.8517611800434 17.5212138805803
"9" -2170.66296327166 187.668665945553 -53.3499726679859
"10" -1716.28983776319 194.947987736718 75.7021698082803
"11" -3104.4516349007 6.32507742373197 43.9964257339939
"12" -3294.03021776903 49.7815276239966 -54.2290709437516
"13" -1970.06649103145 -40.7134616703404 78.6225219625724
"14" -404.682898072959 -20.4526913928017 -20.5060036559933
"15" -2106.90391313385 86.013436835801 -104.042343307406
"16" -1854.07028142486 48.780132794206 -99.8870143682636
"17" -3584.14017323992 22.6242140016382 -18.431955144015
"18" -2200.39742164213 -11.412311420782 121.833967018487
"19" -3415.87914329857 25.1755974568006 87.5669084625008
"20" -2607.37390764224 142.75801330116 -72.1882012267327
"21" -21.1841564447274 192.736318687796 62.5825942784072
"22" -5306.41212521598 145.803027202131 -9.28042283265111
"23" -4010.15837939092 -16.4966792311473 20.8142768615183
"24" -3897.84577064058 156.279913284152 -28.3477448688776
"25" -4637.91141654284 -81.5885779490107 -33.1736181958098
"26" -2944.27502118536 -278.231386659107 -82.1890809186212
"27" -1846.05401364781 -257.741363913277 20.8381221034148
"28" -545.187300483159 -59.5050463758611 -170.688674023085
"29" -1698.93966718769 -223.440710839941 -22.2547404659558
"30" -2589.12275252339 -149.957895042093 -128.012900760686
"31" -1546.94919401601 -184.09042017636 -65.9424091760332
"32" -2596.44010951279 -376.492147214547 46.289261235448
"33" -2218.96731858271 -290.778172402274 16.7931084921506
"34" -2842.36799034936 -162.270897398413 -115.273698008445
"35" -2811.23493671416 -306.015822303067 25.3696256426354
"36" -1829.81224193132 -155.944602402775 -100.548170075575
"37" -2063.47547490708 -266.660965650723 24.4851580498081
"38" -917.240364780094 -26.5890406715528 -83.614871794787
"39" -1898.07759571682 -116.153603112135 -146.016695804101
"40" -1995.78943365067 -200.63829735816 -55.2671085744977
"41" -1764.56668706424 -111.417443045065 -5.43965201189235
"42" -3665.44971736916 -118.166417834317 -87.3679497680717
"43" 343.914571646844 -84.5699534460739 -172.439476566629
"44" -3721.45942978217 91.9763056311458 29.4522902771164
"45" -526.891641979268 -153.511625981492 -113.769683364328
"46" -3144.10820995124 445.769440652505 -8.00873304563838
"47" -823.574553542296 88.2281953185497 -95.6980153973732
"48" -2826.71911835798 289.272190905772 -27.567729465487
"49" -2574.23903575707 272.782186209686 -96.2099104929381
"50" -1835.63442629556 178.04048037978 -60.651045395076
"51" -1758.77338120529 326.134055416458 -63.5986242053263
"52" -788.050530584291 385.224367131626 -118.736740685035
"53" -2035.02662156703 309.889787301822 -94.2316008368584
"54" -1650.09744065175 -24.1945151265256 -88.5189010670648
"55" -3517.07901958737 248.296901821579 -20.8293069677656
"56" -2611.95739240212 118.691581896242 -39.421910111598
"57" -1895.88485648411 377.449320462037 -125.632661465582
"58" -2327.66083396404 -440.635413066671 -107.455968220416
"59" -3090.95655071289 -313.325742579295 -161.71004003837
"60" -2156.18451786843 -306.915317272618 -107.247445659572
"61" -2912.49521520743 -358.805822208228 -106.95824388644
