"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8"
"92.25/59.75/Control" -969.97115117552 61.5855539050051 -113.923879739793 13.9117153120531 37.7422903246023 35.2585945071764 1.34928701603037 5.59658199664188
"142.25/59.75/Control" -1375.78312901369 -63.7138863407354 -187.648356700966 -17.3666987897312 83.3681133426551 -17.5454085431559 -3.49131081481381 2.90352244058125
"-158.25/60.75/Control" -1567.82126858451 -54.2576906048872 -37.192045193275 13.9112510177115 30.7744048436186 24.2617435547226 17.5009222604439 1.95789380563514
"-143.75/67.25/Control" -5395.4062150468 -145.355054498074 -121.648902278382 8.74197754344434 54.3564805325527 32.0740281630229 1.15566242092531 5.87813094299846
"16.25/61.75/Control" -1157.03016960652 177.366398914431 0.29641894376878 -38.7252300548832 -9.02065729616555 -26.5228956572481 5.82659003510388 0.855132296731828
"39.25/60.75/Control" -200.752712656225 139.051290283548 -74.7670986715356 -38.6918969064807 -22.9391681243631 15.283652238243 4.17483270548809 13.1322339917863
"44.75/61.75/Control" -921.699242787759 98.3031586648969 -46.1700950779893 -34.889162521921 -9.09299405377695 13.1948833739375 0.704462800157515 10.7242445201415
"46.25/63.75/Control" -1201.59922190313 138.587326949697 -65.1315168344224 -50.7543845474805 5.53904391001133 5.31807169289289 -5.97048149419403 9.30021139163986
"69.25/58.75/Control" -1921.25904433108 79.8631560356829 -58.0106461323631 -17.5070619292836 -2.16716109199159 19.3345790700722 0.494210267517799 3.2881320019694
"71.75/65.25/Control" -91.1630464982655 187.50300306415 2.69448814195499 -19.0315676930404 63.5875592119182 26.0468030930445 15.6976099596294 12.5094121985807
"96.75/55.25/Control" -2003.52856718117 205.911605892939 -60.9165577771331 30.7022934545639 0.982372309106322 34.374491731725 -1.28837554495629 -0.283399519438751
"99.75/57.25/Control" -3667.71525521504 -45.3358118209756 -64.7008121308719 20.9095657055653 8.45626090949435 27.8563895190466 0.787012901791362 4.73393480816683
"104.25/50.75/Control" -1767.92019370941 275.522052344364 -26.2237587079741 -24.7743490116326 41.2214278819072 -10.1339348029326 7.44433661325217 3.71096952902528
"110.25/49.75/Control" -2825.83019357237 202.615442499846 -14.8843928251113 -6.51157743759212 35.5560970883024 3.19836570176861 25.7879688506985 -2.57467750872566
"-147.25/64.25/Control" -3889.44974779256 -42.3105190832942 -80.0010008059933 -18.096186459064 14.1359796741838 43.7406417216036 -2.17685371163802 2.97115823369199
"-111.75/58.75/Control" -3913.80865378788 -138.26933898769 -89.2085168352339 -21.3442503824548 6.81292481181607 3.40184583533235 3.99323010280405 1.94429318747563
"-109.75/57.75/Control" -2857.72121295208 -219.621415243617 -107.639657686175 -20.2987307933155 18.3699505675139 6.76430142144877 4.80831181368702 -5.21877665925072
"-93.75/55.25/Control" -2120.44988505035 -29.7553600975761 -111.862656683818 -23.8157431218872 24.1674345343846 21.8275704587414 -5.57181644435045 1.51795105525283
"-70.25/51.25/Control" 1825.21343932009 -13.0259102818039 -96.1974447334571 -22.5797769746608 42.7844413542118 29.1174530204652 -1.68335550626085 -2.3254908951585
"15.75/61.75/Control" -1066.48053515097 185.466343396931 -18.0114340624489 -38.3568253097145 -13.4366050220968 -11.5097148915368 5.14798046955876 1.51236643181437
"26.25/62.25/Control" -569.515743684639 21.7297747805407 -113.903719085963 27.4463406183282 -25.4737156308891 -4.15912118327354 -4.69555744068834 5.73720283778084
"31.75/65.25/Control" -1441.89845631026 30.9244335640515 -103.449299335003 -15.4561207224448 -7.66081701904107 20.2861445437295 -12.2960805147981 6.07524916848337
"35.25/66.75/Control" -1364.65600012641 -85.6665847577659 -106.475711788599 0.845005519396261 0.0357393202654431 21.6483896456509 -11.7293902938058 2.25815339925676
"43.75/62.25/Control" -935.16137455327 135.095695944233 -24.5245777606779 -49.4013262774834 -16.7069581102846 30.5150161497548 -0.03650310350784 9.22613005003497
"46.75/58.75/Control" -960.688303027196 249.502122262629 39.7601796544312 -73.1791609881817 -11.2126388091308 -40.5054422299571 -7.38540638725897 4.37613501679809
"57.75/54.75/Control" -300.086447776643 -15.4798583587715 56.3643785039034 -20.2649415031546 -4.78697734637082 30.5041125706108 0.158712776630603 1.93521422547811
"65.25/59.75/Control" -2404.60926986198 72.285664253486 -26.4199444379654 -36.0957100494008 -5.19314186472497 7.69436593537984 -0.499941991810543 3.29681147150494
"71.25/64.75/Control" -453.229945065538 346.530774518252 108.376464842276 -32.3480823931013 63.5783624739721 9.64754916079768 8.40982724071281 7.8015825388018
"85.25/60.75/Control" -915.691574431049 172.69561567085 44.8222679116825 -14.0534581862501 33.0188402692942 22.3016997688051 2.44894457164452 2.42454622120119
"89.75/58.75/Control" -1649.41017251697 19.6530467494805 -76.6384111198648 15.9626403304828 9.60315434084179 23.2335175269605 -2.56886243256366 7.43535023950272
"92.25/55.25/Control" -2688.54731711175 114.145136307392 -91.6365920524951 20.501499530651 -13.7916542629764 14.5662915496016 -2.97726578186283 -2.09942792106705
"136.75/55.75/Control" 1949.64684353466 315.708593155833 -349.178333082483 -34.9945940337187 35.285709325854 76.5182652283181 29.9724501086659 -9.61370788580279
"140.25/58.25/Control" -946.856684719514 206.736137450574 -129.760326166808 -55.1249589301054 65.7288311240255 33.7588219781842 19.6304610971638 -3.25108720016748
"-130.75/59.25/Control" -759.508330489183 29.5183469676208 -168.647072319267 12.5796541189715 30.327564782603 29.1967616231625 -2.01076505861169 -6.91718941621253
"-122.75/57.75/Control" -1485.31093155708 -103.149070067526 -174.218203844227 12.1182188272057 9.57673687902154 -1.04610026786045 -1.77040456365172 -0.603074134963117
"-116.25/60.25/Control" -3087.58376085579 -59.7042954955749 -79.1553993649569 -23.6089538231435 20.6963496463154 32.7807048181735 -11.0076950188108 0.163615864520042
"-114.75/58.25/Control" -3198.57286488484 -154.31515836029 -48.5582349151148 -17.5246923517485 -2.79888190746729 16.6996608658157 -8.32480353752835 -3.75571829270711
"-96.25/56.25/Control" -2316.26860205593 57.6623829978202 -124.601582518802 -21.005445460504 34.6173292068637 17.1427765482926 -9.22115056349253 -1.1953533760199
"-95.75/51.25/Control" -1757.54744446034 -55.4631512827283 -53.8626362138643 -31.9456604468033 -6.74206861029741 1.58684780217402 -11.8103456123934 -6.01185399128607
"-94.25/51.25/Control" -88.4808800455229 -222.917950200756 -143.043334860439 -6.6905803345032 2.64157234040842 -5.60563506774694 -19.5443745556864 -10.9180682834684
"-88.25/53.25/Control" -702.859866576297 -201.932292290067 -182.858891096435 -3.09440032264231 27.4963036853467 -2.33825175793658 -5.86367034714829 -2.79779981637303
"-88.25/55.25/Control" -1191.79775328779 -166.478345621995 -168.277120511228 -8.9904688493219 37.3798312613133 30.7681674848189 3.08965406421604 1.38259801998716
"-87.75/53.75/Control" -958.779192566448 -172.260864298568 -170.09448334494 -12.4758730108157 28.3691793522649 13.007450637477 -1.7774204033537 -2.65516707865985
"-73.25/51.75/Control" 2751.41571985305 -174.885429071824 -170.6012072364 -12.1885289738392 49.5520857870777 16.5366842957636 -0.992389078600318 4.46024679471979
"33.75/61.75/Control" -418.610893369092 -73.0816633724529 -156.268878350173 -20.7286801935827 -21.6280663856836 8.18932738082504 -14.055979712728 6.39710579742138
"35.75/63.75/Control" -503.842852063207 17.7414853768864 -87.770669424235 -24.8620396783186 -10.9390408608676 19.6373994331053 -12.7648534479388 5.85603767707578
"43.25/56.75/Control" -455.136995087779 283.838252042378 -30.9926485893082 -74.0074883122128 -35.123430990908 -16.4324810407369 3.30794967306369 3.46279101858976
"44.75/58.25/Control" -617.274262120446 225.555817782641 30.3961698938569 -57.7358957414521 -17.1446124283726 -25.619753702875 -1.76731970501823 2.38555552991068
"90.25/58.25/Control" -1606.02592123166 -77.1859749354412 -100.457853989754 41.3717459406715 13.4482283895878 11.5572134586813 -6.81834846365988 6.26407302108455
"98.75/55.75/Control" -2630.41187310351 40.9720098483696 -93.8745856846598 27.4515264316766 3.34734819183071 15.622072508748 -9.5983587811839 2.7558736074064
"-157.75/64.25/Control" -2655.1240768677 -113.150013973417 -64.7662508781842 16.364755797399 53.6537409556894 27.1703533509215 0.767925603807748 5.25324471932582
"-110.75/55.75/Control" -2998.21034348617 -253.877292636308 -23.8457934066366 -5.53311068812486 3.59404663084274 4.91291806994109 1.00385414022788 -3.10715677469312
"-109.25/56.75/Control" -2883.30076465095 -296.87776422847 -68.8875653359281 -5.43291262502879 12.0411161773071 -5.67798045201528 -0.995464057616126 0.146716139649991
"-104.25/59.25/Control" -2355.36976150694 -204.302589511015 -117.507451662094 -21.4643681976689 48.6315559251779 18.0483545292858 -3.1082534474141 -2.42872949213883
"-101.75/52.25/Control" -2203.22029385306 -312.568827249209 -101.761171894215 1.58132033764694 2.6329511868374 7.71245698723973 -15.0234350231866 -1.71477064324319
"-77.25/55.25/Control" 459.86935468994 -108.100103692643 -162.627337683157 30.7348872180282 69.8583129322509 -2.34096831458116 -16.4888971528372 1.78081161769636
"-73.25/53.75/Control" 1692.87656016253 -146.310358331397 -70.8632376406206 6.65061747258585 67.09730842666 3.26672870095743 -7.66425142560462 5.75525566357996
"15.25/61.75/Control" -474.87621819127 248.230026195846 -8.07699560641089 -36.4110338256055 -13.6734722400698 4.44943038058313 3.81359636787152 0.586127956865038
"28.75/62.25/Control" -287.175130731793 -11.4555012216434 -147.89044898249 -6.98927251664492 -22.9139956858217 -4.31300802931967 -16.6605601062863 3.85013972859357
"41.25/63.25/Control" -1098.45033321169 162.463466876868 62.3940414221814 -45.4264221049176 -9.60020378916558 22.0722773145212 -3.26488544854718 4.85835592132102
"52.75/59.75/Control" -381.898049654422 403.826042032341 11.5046302473798 -70.0095888704797 -1.55242634628683 -28.269947092491 -6.60298535693382 9.9081419001332
"55.75/58.25/Control" -645.678158825312 326.767934248939 35.6173233388064 -58.7401932337014 -2.45918808073766 -37.9399882934694 -5.96392693761138 6.68397124983718
"73.75/62.75/Control" -558.323204795891 294.945859183258 44.1820199337998 -38.8308104313062 49.5503908501127 -6.20264375993141 11.4091186527159 9.49178568764886
"82.75/63.75/Control" -1072.86121657956 357.202712770347 23.2271749987512 -41.0133212704018 60.3466876055153 -11.1221848670693 -3.89364858834425 7.03631415379873
"96.25/57.25/Control" -3080.53161317164 -14.7037519195004 -67.1252494144436 42.9252591911593 6.81534396033793 18.1831372356686 -6.49725604664777 0.1893218367577
"106.75/52.25/Control" -4063.63212274807 115.000794216068 -53.3119992182494 -33.8164729042795 -3.05469483522518 -19.5631140916356 11.7329475393697 9.14763901869087
"143.75/49.75/Control" 1932.87282058012 161.708329723094 -40.6387203603587 -90.7895451053491 10.5799380966541 27.1064253303564 -5.16098206895012 -17.7419370424981
"-115.25/55.75/Control" -2407.80908948596 -48.7045164968923 -39.9252828194206 39.3779448976879 -4.54798518844131 -4.83271052786465 -7.55061167346468 -6.12692665828243
"-113.25/55.75/Control" -2843.1073437112 -268.105073220109 -103.816204810031 30.0534077678876 -2.92547517520158 2.46631343250551 -9.20561187978154 -3.49277477801804
"-95.25/52.75/Control" -2204.67853436387 -282.845596147916 -103.87817334426 -18.7496762014916 6.41702821233686 -14.1873836733752 -9.46174718624749 -0.155343134768492
"-91.75/53.25/Control" -1435.43132867065 -266.408059670281 -193.641214092026 1.47697076518962 21.9532923836972 -12.5703130268999 -14.0783698285419 -1.14224591627997
"-90.75/55.25/Control" -1517.56961804547 -163.181577632873 -119.094041530703 12.0317425444935 42.2921268093083 4.65772186369197 -10.7651789151177 -2.51675742331696
"21.75/66.75/Control" -748.403909506351 -300.186642252459 -241.166547026554 34.6726712135398 7.9153166457898 19.5588696876057 -8.87912186347192 1.49263769380705
"36.75/66.25/Control" -3029.20370483421 -45.5800280338013 -40.2769572863907 -9.91223768517347 -12.0920565313165 14.974459002973 -10.8785006386201 -5.13251022891511
"63.25/64.25/Control" -1013.6116585943 390.926008895174 82.0928668074666 -29.7370388729753 42.8086175421995 29.8090297173375 3.19432460795834 3.71776136639084
"68.75/61.75/Control" -1311.88231275853 285.025523580509 68.9804594914948 -39.6746741676823 31.5504277986669 -3.44563031613594 3.94871391056093 10.683478056283
"74.25/64.75/Control" -214.577754064531 345.352929730724 39.1036165259484 -35.988989193843 69.216018247708 -9.08933913620771 -1.71126382327251 10.5162050547261
"159.25/57.75/Control" -1624.24970652763 405.824795447233 9.61368100386007 -75.4306776858266 24.323228837606 27.952280334341 1.99353137240221 2.34144180516887
"-153.25/63.25/Control" -3553.65179424929 52.5352080646943 -2.11638709532852 -20.1323742947175 25.0039104513104 17.4760239214927 4.39124981760443 3.31938612200061
"-149.75/64.75/Control" -3819.66919102467 -20.7401110503901 -28.1908828932118 -22.9234526017285 14.4749363749177 37.4201806086936 -2.04936237615288 0.851745188238093
"-149.25/64.25/Control" -3455.51122355995 -63.638582107068 -28.1609166051656 -14.8000610186211 14.0093132085647 38.9023395290621 -7.34568561383855 -1.0380193446554
"-133.25/60.75/Control" -3687.91064674178 92.3688495183608 -57.0993330355843 -6.21158192735323 23.9004243647273 13.6135172838894 5.34797153377969 0.67557340142371
"-114.25/55.25/Control" -2325.23600524065 -34.3461505718671 -59.6883128463562 10.0269947819105 -8.47241274473199 8.44220259407573 -3.37448342196417 -1.15565413672299
"-94.75/55.25/Control" -2007.35390512691 -41.3873719492395 -38.25584719975 -17.2662207464458 34.0850864974229 -5.50553633268028 -12.2662913309482 -2.08620156548314
"-92.25/51.25/Control" -461.569596476354 -392.626468087547 -175.562723875653 -18.5176267783325 5.97040202875382 6.87147041656282 -14.6739010460804 -11.3906714378177
"-87.25/55.25/Control" -1296.89036610909 -139.375916435954 -113.576422000276 -4.76181509034167 50.6349296497302 8.13576218037674 -10.8185733350396 -0.51045672200065
"-76.25/53.25/Control" 741.360260810821 -131.793756623794 -92.2939681757983 -8.72965315915109 48.7706587777343 5.58488147716165 -18.1528707210966 1.27172529705435
"26.25/67.25/Control" -1516.78495910079 -125.914004579822 -163.761472513113 10.6235622269451 1.61049323247812 3.6621038146042 -12.0019329533004 -1.18094958067834
"31.75/67.25/Control" -1333.27133416075 -63.3347518896894 -132.963852588676 -2.76660643143056 11.8183074467775 19.0660135556476 -17.5285583629166 0.113517234901963
"33.25/66.25/Control" -1076.76130451656 -81.5732838729689 -84.3242510911293 -1.90149416031305 0.24464672499737 12.7343209147697 -20.4983118945334 -1.27922814357022
"34.25/60.25/Control" 671.680906505933 80.2094435188899 -79.5527859490429 -26.6903575499499 -18.6870168253846 -2.56131689688819 -7.89353489577106 1.96524463552328
"38.25/63.25/Control" -1114.54749799665 45.2231798608555 -14.27745369192 -18.8352694025682 -10.7860668472472 13.1497166115318 -15.7367114502756 5.78983857523735
"43.25/61.75/Control" -1112.46887070565 88.333116544177 9.11042009713555 -12.7877918546961 -7.7050840904447 6.37134472227734 -5.63760420114337 8.34665226475217
"60.25/63.75/Control" 1333.2678813643 282.1502895452 4.93371790757835 -39.8886572687373 49.4213457422336 25.1355329558884 -5.89259796436323 6.3431218655542
"62.75/58.25/Control" -1560.6527299561 -33.0662480225994 -44.9259703351221 8.58880684687482 -4.20541813008063 -12.6714029511093 -6.77782582407197 -5.48172047211216
"67.75/61.25/Control" -1502.09262154797 218.493719078495 53.5020390437911 -24.5621317832782 27.2697951471535 -8.02934077765571 -4.79494896321697 11.4304753865758
"71.25/63.25/Control" -43.7384566320083 357.602494898482 108.524334542136 -34.5399010195947 55.8712881117795 -3.0190555462352 12.1504468031418 8.31945940956221
"86.25/57.75/Control" -2334.52717606645 32.8035915681923 -26.8742234902827 32.9391137504968 12.7951041054817 -27.6064084119111 -9.27989728338535 10.329483169107
"102.25/53.25/Control" -2725.07287362838 105.349575888763 -46.3160806697291 -7.41318550617796 -0.742746238764478 -2.46234800794005 9.37565434203627 5.82909570066828
"136.75/51.25/Control" -538.403203807272 32.3585367542866 11.5563881553962 -14.6818099408942 21.7674631756798 30.5061843282633 -14.1157954226249 -3.4446352488554
"139.75/53.75/Control" -50.7823467300141 141.690227033649 15.5480477869624 30.9409877453279 34.4475106182252 37.1115351171313 17.2301534874273 -6.46874387368462
"-156.75/64.75/Control" -3523.95480994844 -179.024529156421 -90.1959835113164 6.03753289948482 44.4974190292114 22.7938554548358 2.07301433842058 2.17856281192394
"-143.25/65.75/Control" -4651.48159449219 105.504470758527 -41.8630909557692 -25.9674622278496 45.5062203594319 21.2072322773808 3.95853507357316 1.85224381432851
"-132.25/59.25/Control" -3060.34705760942 -14.7960413242547 -94.5682411584851 5.35912970693915 15.0167784142451 2.0797722097278 -0.0882176394401509 -2.94390383453505
"-104.25/54.75/Control" -2257.80606287953 -277.594214793948 -6.69289258238284 -34.738089530217 12.625522486753 21.0993894050437 -12.7327958505474 1.76464051436003
"-90.75/56.25/Control" -3717.2069985463 35.7935707188421 -41.9410114245324 -3.73473761190399 44.3102364788139 2.0332908472161 -4.99929892348792 -1.46090175305986
"-84.25/55.25/Control" -781.259194697489 47.49713159094 -99.7174531543908 -26.6429285874295 48.3088615760568 5.28508672164691 0.0394346772695688 -1.32456348109432
"-78.25/53.25/Control" 254.353543278423 -123.175130243651 -109.150827973972 -25.7849981616543 36.1467235514124 26.5100390546487 -17.2643082065584 -5.98380224910813
"38.75/63.25/Control" -1274.77797409389 54.0369395109962 10.6779868026888 -8.57833974415191 -9.2309200560535 6.64701720322508 -16.1363535274094 4.30535597315494
"55.25/65.75/Control" -1416.64474657215 107.89049642259 12.8834397422015 -24.5612272075589 38.8105121129864 -8.68563653135073 -1.9120878543611 0.0677871801419051
"67.25/62.25/Control" -786.521509304472 399.810122758259 123.540542911482 -33.2151433911302 36.3978659088296 6.31519608277891 2.17559584911414 11.8956385247834
"69.75/61.25/Control" -1335.89580120316 176.559326693606 11.1118716612816 -27.9629037397434 28.7673000654916 -3.30932108037139 -8.18607933551346 12.3562271593348
"74.75/63.25/Control" -837.995369647635 282.983641296067 28.9769277634095 -33.8132027623383 49.7380008848967 5.26115005968229 0.29273026651556 11.7049847981605
"86.75/61.75/Control" -1076.01253002761 133.616518112351 9.23991484602931 0.903310989365043 50.476323116214 -12.8908808503256 -9.28566989806928 -0.0557067795415549
"106.25/52.75/Control" -4694.48456929094 30.1411768899138 -58.1289239298413 -19.5375460868096 16.6209352937536 -25.9765336947419 6.93219744005639 11.6563112342225
"154.75/59.25/Control" -25.6807767023789 316.9070009423 -31.1041741899589 -74.4983855250452 55.3656485936036 13.4496374016287 24.4356718983337 0.456415100719632
"-154.75/64.75/Control" -3770.28893257488 -159.445124450755 -62.5094246765285 -7.24805906649571 40.787432045872 20.0996242124223 1.77326384214046 4.72189571838316
"-129.25/58.25/Control" -2633.04009931307 -59.9015876671504 -143.823492094845 7.90243813455197 33.7275742760382 -11.1107001436714 -2.96044525224411 -4.21987550333341
"-118.25/62.25/Control" -4244.4482382586 71.9536356180045 33.8857019856422 -4.53285647345467 43.8923589983309 27.9783014643731 -11.0954385426773 -1.0131508913305
"-111.75/57.75/Control" -2491.92135855692 -254.928429533959 -88.7171904127056 -27.7849149871568 9.10305111689693 14.3912722804141 -14.4806820017225 -0.42542328976024
